設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B9] 歯科領域で使用されるX線撮影装置について正しいのはどれか。2つ選べ。,頭部規格撮影は2倍拡大撮影である。,歯科用パノラマX線撮影ではスリットが用いられる。,口内法撮影装置の照射筒端部の直径は — cm以上である。,口内法撮影装置にはインバータ式高電圧装置を搭載した装置がある。,コーンビームCTの最小ボクセルサイズは1×1×1mm3程度である。,"2,4",,診療画像検査学,第70回(2018),普通
[B10] X線CTのアーチファクトはどれか。2つ選べ。,リング,クロストーク,ケミカルシフト,サセプタビリティ,ビームハードニング,"1,5",,診療画像検査学,第70回(2018),普通
[B11] 最も短い緩和時間はどれか。,筋肉のT1,肝臓のT1,肝臓のT2＊,脳脊髄液のT1,脳脊髄液のT2,3,,核医学検査技術学,第70回(2018),普通
[B12] MRIでSARを低くする方法はどれか。2つ選べ。,TEを長くする。,TRを短くする。,スライス数を少なくする。,フリップ角を大きくする。,静磁場強度の低い装置を使用する。,"3,5",,核医学検査技術学,第70回(2018),普通
[B13] 消化管や血管内に挿入する細径の超音波プローブで最も多く用いられるのはどれか。,アーク走査,セクタ走査,リニア走査,ラジアル走査,コンベックス走査,4,,核医学検査技術学,第70回(2018),普通
[B14] 乳房用X線装置および乳房撮影定位装置の規格1JIS Z 4751-2-453の試験項目と許容値の組合せで正しいのはどれか。2つ選べ。,管電圧の許容差 — 案20％以内,管電流の許容差 — 案10％以内,X線出力の再現性 — 0.005以下,撮影用タイマの許容差 — 案110％＋1ms3以内,管電流時間積の許容差 — 案110％＋0.2 mAs3以内,"4,5",,核医学検査技術学,第70回(2018),普通
[B15] MRIのIR法で正しいのはどれか。,IRパルスとして90度パルスを使用する。,FLAIR法は水の信号を抑制する目的で使用する。,STIR法は脂肪信号を特異的に抑制することが可能である。,信号を抑制したい組織の縦磁化がゼロになる時間にTRを設定する。,組織間の共鳴周波数の差を利用して特定組織の信号を抑制する手法である。,2,,核医学検査技術学,第70回(2018),普通
[B16] TOF法によるMRAで正しいのはどれか。,血流の速度が測定できる。,基本となるシーケンスはGRE法である。,撮影断面に対して平行に走行する血管の描出に優れている。,血流によるスピンの位相シフト効果を利用して血管を描出する。,MT〈magnetization transfer〉パルスを用いるのは周囲脂肪組織の信号を抑制するためである。,2,,核医学検査技術学,第70回(2018),普通
[B17] MRCP像を別に示す。正しいのはどれか。【別冊No.1 図】,phase contrast法を用いている。,膵胆管の描出に陽性造影剤が使用されている。,腸管信号の抑制に陰性造影剤が使用されている。,MinIP〈minimum intensity projection〉が使用されている。,内視鏡的逆行性胆管膵管造影検査〈ERCP〉と比べて侵襲的である。,3,,核医学検査技術学,第70回(2018),普通
[B18] MRI造影剤について正しいのはどれか。2つ選べ。,細胞外液性造影剤の血中半減期は約24時間である。,腎性全身性線維症はGd製剤の重篤な副作用である。,経口消化管陰性造影剤であるMn製剤は腎臓から排泄される。,肝特異性造影剤Gd-EOB-DTPAは細胞外液腔には分布しない。,超常磁性酸化鉄〈SPIO〉製剤は腎機能障害があっても使用できる。,"2,5",,核医学検査技術学,第70回(2018),普通
[B19] 脊椎MRIについて正しいのはどれか。,横断像はz軸に垂直に撮影する。,脳脊髄液はT2強調像で低信号を呈する。,脊椎のレベルは冠状断像で決定しやすい。,MRミエログラフィは脊髄腔に造影剤を注入後撮影する。,腹側臓器からのアーチファクト低減には前飽和パルスが有用である。,5,,核医学検査技術学,第70回(2018),普通
[B20] 心筋評価のための心臓MRIで有用でないのはどれか。,シネ撮影,タギング,遅延造影,拡散強調像,脂肪抑制T2強調像,4,,核医学検査技術学,第70回(2018),普通
[B21] 体外式超音波検査で正しいのはどれか。,胆囊の検査の基本体位は右側臥位である。,心臓の検査にはリニア型プローブを使用する。,膵臓の検査は胃を空気で膨らませてから行う。,乳腺の検査では前処置として絶食が必要となる。,卵巣の検査は膀胱に尿を充満させた状態で実施する。,5,,放射線治療技術学,第70回(2018),普通
[B22] 頸椎MRIの矢状断像を別に示す。第頸椎椎体はどれか。【別冊No.2 図】,ア,イ,ウ,エ,オ,1,,放射線治療技術学,第70回(2018),普通
[B23] 骨盤部MRIのT2強調像を別に示す。矢印で示すのはどれか。【別冊No.3 図】,子宮,精囊,直腸,膀胱,前立腺,5,,放射線治療技術学,第70回(2018),普通
[B24] 乳腺超音波像を別に示す。矢印で示す構造の成分はどれか。【別冊No.4 図】,液体,空気,血腫,石灰化,軟部組織,1,,放射線治療技術学,第70回(2018),普通
[B25] ポジトロン放射性薬剤と使用目的の組合せで正しいのはどれか。,18F-FDG — 骨折の診断,13N-NH3 — 心筋血流量の測定,15O-COガス悪性腫瘍の検査,15O-O2ガス脳局所血流量の測定,15O-CO2ガス脳局所血液量の測定,2,,放射線治療技術学,第70回(2018),普通
[B26] ガンマカメラのコリメータで正しいのはどれか。,固有空間分解能に影響する。,エネルギー分解能に影響する。,ダイナミック収集には高分解能のものを用いる。,ファンビームコリメータでは倒立画像が得られる。,平行多孔コリメータの空間分解能は線源からの距離に依存する。,5,,放射線治療技術学,第70回(2018),普通
[B27] SPECTの性能評価で正しいのはどれか。2つ選べ。,総合均一性は面線源を用いて評価する。,総合空間分解能はFWHMで評価する。,総合空間分解能は線線源を用いて評価する。,回転中心のずれはサイノグラムを用いて評価する。,総合空間分解能はOS-EM法で再構成して評価する。,"2,3,4",,放射線治療技術学,第70回(2018),普通
[B28] 身長150 cm、体重50 kgの患者に18 F-FDGを150 MBq投与し、55分後に20分間PETで撮影した。投与時刻に減衰補正した再構成画像で腫瘍の放射能濃度はkBq･mL−1であった。腫瘍のSUVはどれか。ただし、18F-FDGの半減期を110分、人体の密度を1g･mL−1とする。,1.5,2.1,3.0,4.3,6.0,3,,放射線治療技術学,第70回(2018),普通
[B29] SPECT画像処理と方法の組合せで正しいのはどれか。,減弱補正 — 低域通過フィルタ処理,統計雑音除去 — コリメータ開口補正,空間分解能補正 — TEW法,逐次近似画像再構成 — ML-EM法,コンプトン散乱線除去 — Chang法,4,,放射線治療技術学,第70回(2018),普通
[B30] 核医学画像のフィルタ処理で誤っているのはどれか。,medianフィルタは周波数空間で処理を行う。,Wienerフィルタは特定の空間周波数を強調する。,Shepp & Loganフィルタは画像再構成時に使用する。,Butterworthフィルタは高周波領域の成分を低減する。,GaussianフィルタはパラメータとしてFWHMを使うことができる。,1,,放射線治療技術学,第70回(2018),普通
[B31] 副腎髄質シンチグラフィで正しいのはどれか。2つ選べ。,99mTc-MIBIを用いる。,デキサメタゾン負荷が行われる。,正常像では心筋の描出が認められる。,放射性医薬品投与24時間後に撮影する。,Cushing〈クッシング〉症候群の診断に用いられる。,"3,4",,医用画像情報学,第70回(2018),普通
[B32] 唾液腺シンチグラフィで正しいのはどれか。,99mTcO4−を用いる。,耳下腺癌が陽性描画される。,アデノシン負荷が行われる。,中エネルギーコリメータを使用する。,放射性医薬品投与 — 時間後に撮影する。,1,,医用画像情報学,第70回(2018),普通
[B33] 腎臓の核医学検査で正しいのはどれか。,99mTc-DMSAを用いる検査では利尿剤による負荷をかける。,99mTc-DTPAを用いる検査では腎血漿流量を算出する。,99mTc-DTPAを用いる検査では前処置として食事制限を行う。,99mTc-MAG3を用いる検査では前処置として水分摂取制限を行う。,99mTc-MAG3を用いる検査では排泄の指標としてTmaxを算出する。,5,,医用画像情報学,第70回(2018),普通
[B34] ガリウムシンチグラフィで正しいのはどれか。,早期胃癌の診断に有用である。,正常でも大腸がしばしば描出される。,前処置としてカフェイン摂取制限を行う。,使用される放射性核種の半減期は約 — 日である。,初回の撮影は放射性医薬品投与約15分後に行う。,2,,医用画像情報学,第70回(2018),普通
[B35] 陽子サイクロトロンについて正しいのはどれか。2つ選べ。,加速高周波数を変化させる。,加速エネルギーは可変である。,取り出しビームは連続である。,加速軌道半径は一定である。,ホウ素中性子捕捉療法に用いられる。,"2,3,5",,医用画像情報学,第70回(2018),普通
[B36] 高線量率小線源治療に用いられる線源はどれか。2つ選べ。,60Co,131I,137Cs,192Ir,198Au,"1,4",,診療画像検査学,第70回(2018),普通
[B37] 高エネルギー電子線治療で正しいのはどれか。2つ選べ。,遮へいには鉛が適している。,照射野が小さいほど表面線量が減少する。,照射野が大きいほど出力係数は大きくなる。,エネルギーが高いほど表面線量が増加する。,エネルギーが高いほど制動放射線が増加する。,"4,5",,診療画像検査学,第70回(2018),普通
[B38] DVHで正しいのはどれか。,通常は微分型表示を使用する。,D95は処方線量の95％線量である。,V20は20 Gy以上の照射体積である。,腫瘍細胞の治癒線量評価に使用する。,正常組織の障害などの生物学的情報を含む。,3,,診療画像検査学,第70回(2018),普通
[B39] 放射線治療において線量分布と生物学的効果の両方が優れているのはどれか。,X線,陽子線,炭素線,電子線,中性子線,3,,診療画像検査学,第70回(2018),普通
[B40] 過分割照射を通常の分割照射と比較した場合に正しいのはどれか。,総線量は等しい。,1回線量は等しい。,全治療期間は短い。,1日の照射回数は多い。,急性期有害事象は少ない。89,4,,基礎医学大要,第70回(2018),普通
[B41] Sr内用療法の目的で正しいのはどれか。,骨折予防,腫瘍制御,2痛緩和,麻痺改善,予後改善,3,,基礎医学大要,第70回(2018),普通
[B42] 乳房温存術後の全乳房照射によって生じる有害事象はどれか。2つ選べ。,肺炎,胃潰瘍,食道炎,肋骨骨折,甲状腺機能低下,"1,4",,基礎医学大要,第70回(2018),普通
[B43] 放射線治療における対症照射で正しいのはどれか。,積極的に化学療法を併用する。,出血を伴う腫瘍には行わない。,1回5Gyを超える線量は用いない。,腫瘍性病変はすべて照射野に含める。,腫瘍による脊髄圧迫症状は緊急照射の適応となる。,5,,基礎医学大要,第70回(2018),普通
[B44] 放射線治療で4門以上の照射が望ましいのはどれか。,多発脳転移での全脳照射,前立腺癌での根治的照射,前胸部ケロイドでの術後照射,早期乳癌乳房温存術後の予防的照射,早期1臨床病期Ⅰ期3声門癌での根治的照射,2,,基礎医学大要,第70回(2018),普通
[B45] 論理式(A＋B)・(A＋B)と等しいのはどれか。,A・B,A＋B,A＋B,A・B＋A・B,A・B＋A・B,4,,基礎医学大要,第70回(2018),普通
[B46] 1次元の関数f(x)とg(x)の畳み込み積分を表す式で正しいのはどれか。ただし、x、x′はともにx軸上の位置を表す変数である。＋∞,— f(x)･g(x)dx安∞＋∞,— f(x)･g(x＋x′ )dx安∞＋∞,— f(x′ )･g(x′＋x)dx′安∞＋∞,— f(x′ )･g(x安x′ )dx′安∞＋∞,— f(x′ )･g(x′安x)dx′安∞,4,,基礎医学大要,第70回(2018),普通
[B47] 物体表面に陰影処理を施して立体感を表現する三次元表示法はどれか。2つ選べ。,最小値投影法,最大値投影法,多断面変換表示法,ボリュームレンダリング法,サーフェスレンダリング法,"4,5",,基礎医学大要,第70回(2018),普通
[B48] DQEで正しいのはどれか。,視覚特性が評価できる。,理論的な最大値は1となる。,高空間周波数ほど高い値となる。,CR画像とFPD画像の比較はできない。,DQEの値が等しいとき物理的評価は等しい。,2,,基礎医学大要,第70回(2018),普通
[B49] 画像モニタにおいて表示を一定に保つためのDICOM規格はどれか。,GSDF,JPEG,LUT,MPPS,MWM,1,,基礎医学大要,第70回(2018),普通
[B50] 正常の血液のpHに最も近いのはどれか。,6.8,7.0,7.2,7.4,7.6,4,,基礎医学大要,第70回(2018),普通
[B51] 細胞性免疫と最も関連が深いのはどれか。,抗体,補体,B細胞,移植免疫,形質細胞,4,,基礎医学大要,第70回(2018),普通
[B52] 呼吸運動に寄与する筋肉はどれか。2つ選べ。,三角筋,肋間筋,内閉鎖筋,胸鎖乳突筋,内側翼突筋,"2,4",,基礎医学大要,第70回(2018),普通
[B53] 気管支樹の3D-CT像を別に示す。矢印で示すのはどれか。【別冊No.5 図】,主気管支,上区気管支,底幹気管支,舌区気管支,中間気管支幹,4,,基礎医学大要,第70回(2018),普通
[B54] 後腹膜臓器はどれか。2つ選べ。,膵臓,胆囊,脾臓,副腎,卵巣,"1,4",,基礎医学大要,第70回(2018),普通
[B55] 平衡感覚を司るのはどれか。,延髄,小脳,後頭葉,側頭葉,頭頂葉,2,,放射線生物学,第70回(2018),普通
[B56] カルシウム代謝に関わるホルモンを分泌するのはどれか。2つ選べ。,腎臓,膵臓,副腎,甲状腺,副甲状腺,"4,5",,放射線生物学,第70回(2018),普通
[B57] 蚊による媒介が主要な感染経路でないのはどれか。,風疹,ジカ熱,デング熱,日本脳炎,マラリア,1,,放射線生物学,第70回(2018),普通
[B58] 高血圧症の原因になるのはどれか。,肝硬変,脳動脈瘤,腎動脈狭窄,慢性骨髄性白血病,副甲状腺機能亢進症,3,,放射線生物学,第70回(2018),普通
[B59] 変形性膝関節症の発症過程において最初に生じるのはどれか。,骨棘形成,滑膜増殖,関節液貯留,関節軟骨変性,後十字靱帯変性,4,,放射線生物学,第70回(2018),普通
[B60] 男性よりも女性に尿路感染症が多い原因はどれか。2つ選べ。,尿道が短い。,精液が通過しない。,知覚神経が過敏である。,尿道括約筋が発達している。,外尿道口と肛門の距離が短い。,"1,5",,放射線物理学,第70回(2018),普通
[B61] ウイルス感染と発症の関連が深いのはどれか。,子宮外妊娠,子宮筋腫,子宮頸癌,子宮体癌,子宮内膜症,3,,放射線物理学,第70回(2018),普通
[B62] 膠原病でないのはどれか。,痛風,皮膚筋炎,関節リウマチ,全身性強皮症,全身性エリテマトーデス,1,,放射線物理学,第70回(2018),普通
[B63] 市町村で行われるがん検診の対象に含まれないのはどれか。,胃がん,乳がん,肺がん,膵臓がん,大腸がん,4,,放射線物理学,第70回(2018),普通
[B64] ヒト免疫不全ウイルス〈HIV〉感染者の排出物でウイルスを含む量が多いのはどれか。,汗,尿,精液,唾液,糞便,3,,放射線物理学,第70回(2018),普通
[B65] 放射線感受性で誤っているのはどれか。,未分化な細胞ほど高い。,同一腫瘍内では均一である。,分裂が盛んな細胞ほど高い。,腸管粘膜の方が神経より高い。,骨組織では成人より小児で高い。,2,,医用工学,第70回(2018),普通
[B66] α/β暗10 Gyの腫瘍細胞に対し、1回2 Gyで25回照射した場合のBED〈biologically equivalent dose〉［Gy］はどれか。,50,60,105,125,300,2,,医用工学,第70回(2018),普通
[B67] 放射線治療の有害事象で正しいのはどれか。,脱毛は治療終了後 — か月程度に多い。,脳浮腫は治療開始後早期から認められる。,放射線宿酔は治療開始後3週以降に多い。,放射線脊髄症は治療終了後3か月以内に多い。,放射線肺臓炎は治療終了後 — か月以降に多い。,2,,医用工学,第70回(2018),普通
[B68] ヒトの胎児被ばくで奇形を生じやすい受精からの時期はどれか。,0〜9日,3〜8週,8〜15週,15〜25週,25週以降,2,,放射線計測学,第70回(2018),普通
[B69] 培養細胞へ等しい線量のX線を照射するとき、殺細胞効果が最も高いのはどれか。,分割照射を行う。,低線量率照射を行う。,照射時に42 ℃に加温する。,照射時に低酸素状態にする。,照射後に24時間の低栄養状態にする。,3,,放射線計測学,第70回(2018),普通
[B70] 中性子について正しいのはどれか。,β＋壊変で陽子に変わる。,光核反応にしきいエネルギーはない。,速中性子の遮へいには鉛が有効である。,速度が大きいほど中性子捕獲反応が生じやすい。,熱中性子の最頻の運動エネルギーは約0.025 eVである。,5,,放射線計測学,第70回(2018),普通
[B71] エネルギーが線スペクトルを示すのはどれか。,β＋線,β−線,対生成の陽電子,Auger〈オージェ〉電子,Compton〈コンプトン〉電子,4,,放射線計測学,第70回(2018),普通
[B72] 光子エネルギーに対する水の質量減弱係数の関係を図に示す。0.45 MeVの細い光子ビームが厚さ10 cmの水を通過したときの一次線透過率に最も近いのはどれか。ただし、e＝2.7とする。,0.10,0.37,0.50,0.60,0.69,2,,放射線計測学,第70回(2018),普通
[B73] 質量衝突阻止能が最も大きいのはどれか。,1 MeVのα線,2 MeVのα線,2 MeVの炭素線,10 MeVの陽子線,20 MeVの陽子線,3,,診療画像機器学,第70回(2018),普通
[B74] 超音波の性質で正しいのはどれか。,生体内を主に縦波で伝播する。,"水中での音速は1,000 m･s−1である。",周波数が高くなるほど回折が顕著になる。,音響インピーダンスは媒質の密度に反比例する。,周波数が高くなるほど媒質中での減衰は小さくなる。,1,,診療画像機器学,第70回(2018),普通
[B75] 電荷、電界および電位で正しいのはどれか。,正電荷QからQ本の電気力線が出る。,電位差は電荷量当たりの仕事量で表す。,コンデンサの電荷は電位差に反比例する。,平等電界中の電位差は距離に反比例する。,点電荷によるある点の電界強度は距離に比例する。,2,,診療画像機器学,第70回(2018),普通
"[B76] LC回路でC＝1,000 pFのとき、50 kHzの電磁波を共振させるコイルの自己インダクタンス［H］に最も近いのはどれか。",1 × 10−2,3 × 10−2,1 × 10−1,3 × 10−1,1 × 100,1,,診療画像機器学,第70回(2018),普通
[B77] オペアンプ回路を図に示す。電圧利得が20 dBのときの抵抗R［kΩ］はどれか。,0.25,0.50,50,100,500,3,,診療画像機器学,第70回(2018),普通
[B78] 二極真空管の特性曲線を図に示す。領域Aについて正しいのはどれか。2つ選べ。,飽和領域である。,空間電荷領域である。,電子の初速度が関係している。,負の陽極電圧が印加されている。,陽極電圧と陽極電流は正比例している。,"3,4",,診療画像機器学,第70回(2018),普通
[B79] 放射線計測で用いられる物理量と単位の組合せで正しいのはどれか。2つ選べ。,カーマ — J･kg−1,吸収線量 — C･kg−1,質量阻止能 — m−2･kg−1,フルエンス — m2,質量エネルギー吸収係数 — m2･kg−1,"1,5",,診療画像機器学,第70回(2018),普通
[B80] 空洞空気を取り囲む水の吸収線量をBragg-Gray〈ブラッグ・グレイ〉の空洞理論によって表す式はどれか。ただし、空洞に生じた電荷量をQ、空洞の質量をm、空気中で1イオン対を作るのに必要な平均エネルギーをW、素電荷をe、水の質量衝突阻止能を(Scol/ρ)w、空気の質量衝突阻止能を(Scol/ρ)airとする。Q W (Scol/ρ)air,m e (Scol/ρ)w Q W (Scol/ρ)w,m e (Scol/ρ)air Q e (Scol/ρ)w,m W (Scol/ρ)air m e (Scol/ρ)air,Q W (Scol/ρ)w m W (Scol/ρ)w,Q e (Scol/ρ)air,2,,診療画像機器学,第70回(2018),普通
[B81] NaI:Tlシンチレーション検出器と比較した場合の高純度Ge半導体検出器の特性で正しいのはどれか。2つ選べ。,検出感度が低い。,時間分解能が低い。,エネルギー分解能が低い。,使用時は冷却を必要とする。,エネルギー依存性が大きい。,"1,4",,診療画像機器学,第70回(2018),普通
[B82] 端窓型GM計数装置による放射能絶対測定に必要がないのはどれか。,幾何学的効率の補正,イオン再結合補正,線源の自己吸収補正,数え落としに関する補正,試料台による後方散乱補正,2,,診療画像機器学,第70回(2018),普通
[B83] エネルギースペクトルで正しいのはどれか。,90Srのβ線は線スペクトルである。,241Amのα線は線スペクトルである。,60Coのγ線は連続スペクトルである。,リニアック治療装置のX線は線スペクトルである。,拡大ブラッグピーク内の陽子線は線スペクトルである。,2,,X線撮影技術学,第70回(2018),普通
[B84] 診療放射線技師の対応として正しいのはどれか。,患者氏名の確認をCT検査終了後に行った。,ポータブル撮影後に患者の感染情報を入手した。,結核患者のX線撮影時にサージカルマスクを着用した。,ヨード造影剤を患者に投与するために静脈穿刺を実施した。,易感染状態の患者を撮影する前に装置をエタノールで消毒した。,5,,X線撮影技術学,第70回(2018),普通
[B85] ある部位におけるデジタルX線撮影において、管電圧70 kV、管電流100 mA、照射時間0.1 s、SID 200 cmのとき、偏差指標［DI〈deviation index〉］が安3であった。DIをにする条件変更はどれか。ただし、同一の画像処理を用いるものとする。,管電圧を60 kVにする。,SIDを100 cmとする。,管電流を200 mAにする。,照射時間を0.3 sにする。,0.5 mmAl付加フィルタを加える。,3,,X線撮影技術学,第70回(2018),普通
[B86] 頭部X線撮影で顎関節が側面像として描出されるのはどれか。,Rhese〈レーゼ〉法,Towne〈タウン〉法,Schüller〈シュラー〉法,Waters〈ウォータース〉法,Stenvers〈ステンバース〉法,3,,X線撮影技術学,第70回(2018),普通
[B87] 乳房X線写真を別に示す。この方向の撮影で正しいのはどれか。【別冊No.6 図】,B領域は上方に描出される。,乳房外側上方が欠損しやすい。,圧迫板は乳房外側に配置する。,胸筋が入りすぎると乳房圧迫が不十分になりやすい。,乳房支持台の角度は大胸筋外側と垂直になるようにする。,4,,X線撮影技術学,第70回(2018),普通
[B88] 急性腹症患者の左側臥位腹部正面撮影で正しいのはどれか。,腹水貯留の診断に用いる。,尿管結石の診断に用いる。,消化管穿孔の診断に用いる。,発泡剤を飲ませてから撮影する。,ポジショニング後は素早く撮影する。,3,,X線撮影技術学,第70回(2018),普通
[B89] 胃部X線造影検査で正しいのはどれか。,窒素で胃を膨らませる。,二重造影では胃小区を描出する。,硫酸バリウムの使用量は500 mL程度である。,半立位第2斜位撮影では幽門部を描出できる。,Brown〈ブラウン〉法による前処置を実施する。,2,,X線撮影技術学,第70回(2018),普通
[B90] 頸椎のX線写真を別に示す。誤っている組合せはどれか。【別冊No.7 図】,ア — 下顎骨,イ — 軸椎,ウ — 乳頭突起,エ — 環椎,オ — 後頭骨,3,,X線撮影技術学,第70回(2018),普通
[B91] 頭部の造影CT像で増強効果を認める正常構造はどれか。,脳梁,被殻,前頭洞,淡蒼球,脈絡叢,5,,X線撮影技術学,第70回(2018),普通
[B92] 右足のX線写真を別に示す。矢印で示すのはどれか。【別冊No.8 図】,距骨,踵骨,舟状骨,立方骨,第1楔状骨,3,,X線撮影技術学,第70回(2018),普通
[B93] 腹部造影CT像を別に示す。正しい組合せはどれか。【別冊No.9 図】,ア — 胆囊,イ — 膵臓,ウ — 横行結腸,エ — 脾臓,オ — 副腎,4,,画像工学,第70回(2018),普通
[B94] DRシステムのプリサンプリングMTFで正しいのはどれか。,オーバーオールMTFより高い値になる。,エリアシングによる波形の振動が生じる。,画像の横方向と縦方向では同じ値になる。,デジタルMTFとディスプレイMTFの積に等しい。,分析するデータの間隔は100 μm程度に設定する。,"1,3",,画像工学,第70回(2018),普通
[B95] 信号を含む画像1信号＋雑音像3が提示された場合と雑音のみの画像1雑音像3が提示された場合の観察者の反応の条件付確率密度関数を図に示す。得られるROC曲線はどれか。,A,B,C,D,E,3,,画像工学,第70回(2018),普通
[B96] 国際放射線防護委員会〈ICRP〉2007年勧告における被ばく状況、被ばく分類および適応される線量規制値の組合せで正しいのはどれか。被ばく状況被ばく分類線量規制値,緊急時被ばく状況 — 公衆被ばく — 線量限度,緊急時被ばく状況 — 職業被ばく — 参考レベル,現存被ばく状況 — 医療被ばく — 線量拘束値,現存被ばく状況 — 公衆被ばく — 線量限度,現存被ばく状況 — 職業被ばく — 参考レベル,2,,放射線安全管理学,第70回(2018),普通
[B97] 放射線障害防止法が規定する放射性同位元素による汚染状況の測定場所について正しいのはどれか。2つ選べ。,管理区域の境界,事業所等の境界,廃棄作業室,廃棄物貯蔵施設,廃棄物詰替施設,"1,3",,放射線安全管理学,第70回(2018),普通
[B98] 固体廃棄物処理で正しいのはどれか。,破砕、圧縮等の前処理を行う。,濡れた可燃物はそのまま処理する。,バイアルの中の残液は残しておく。,注射針など感染の恐れのある物は滅菌する。,ヘパフィルタとプレフィルタはまとめて梱包する。,4,,放射線安全管理学,第70回(2018),普通
[B99] 臓器吸収線量が同一のとき、等価線量が最も高い組合せはどれか。ただし、放射線加重係数および組織加重係数は国際放射線防護委員会〈ICRP〉2007年勧告の値とする。,α粒子 — 脳,電子 — 胃,光子 — 乳房,陽子 — 結腸,荷電パイ中間子 — 生殖腺,1,,放射線安全管理学,第70回(2018),普通
[B100] 内部被ばく防護の3D2Cの原則に含まれないのはどれか。,集中化,除去,閉じ込め,濃縮,分散,4,,放射線安全管理学,第70回(2018),普通
