設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B13] 超音波画像診断装置におけるパルスドプラ法で正しいのはどれか。,FFT波形の縦軸は時間である。,FFT波形の横軸は流速である。,定常流と拍動流を区別できない。,血流速度の計測値はプローブの傾きに依存する。,サンプリングボリュームの大きさはFFT波形に影響を与えない。,4,,核医学検査技術学,第74回(2022),普通
[B14] X線CT装置の日常点検における性能評価項目で正しいのはどれか。,ノイズ,表面線量,漏洩電流,CTDI測定,射入角精度,1,,核医学検査技術学,第74回(2022),普通
[B15] MRIの化学シフト1共鳴周波数の差3を用いた脂肪抑制法として誤っているのはどれか。,SPIR法,STIR法,CHESS法,DIXON法,二項励起パルス,2,,核医学検査技術学,第74回(2022),普通
[B16] 眼底写真を別に示す。視神経乳頭はどれか。【別冊No.1 図】,ア,イ,ウ,エ,オ,1,,核医学検査技術学,第74回(2022),普通
[B17] 脳のファンクショナルMRIで解析対象の信号源に利用されるのはどれか。,BOLDによる磁化率効果,MTパルスによる磁化移動効果,MPGによる水分子拡散強調効果,CHESSパルスによる脂肪信号抑制効果,ガドリニウム造影剤による緩和時間短縮効果,1,,核医学検査技術学,第74回(2022),普通
[B18] 膝MRIのプロトン密度強調矢状断像を別に示す。矢印で示すのはどれか。【別冊No.2 図】,半月板,後十字靱帯,前十字靱帯,外側側副靱帯,内側側副靱帯,2,,核医学検査技術学,第74回(2022),普通
[B19] 頭部MR像を別に示す。矢印で示すのはどれか。【別冊No.3 図】,外転神経,顔面神経,三叉神経,動眼神経,内耳神経,3,,核医学検査技術学,第74回(2022),普通
[B20] 肝臓の超音波像を別に示す。矢印で示すのはどれか。【別冊No.4 図】,下大静脈,中肝静脈,左肝静脈,右肝静脈,腹部大動脈,1,,核医学検査技術学,第74回(2022),普通
[B21] SE法と比較した高速SE法の特徴で正しいのはどれか。,撮影時間の延長,脂肪の低信号化,磁化率効果の減少,画像の高コントラスト化,パーシャルボリューム効果の減少,3,,放射線治療技術学,第74回(2022),普通
[B22] 上腹部超音波横断像を別に示す。矢印で示すのはどれか。【別冊No.5 図】,門脈,肝動脈,脾静脈,腹部大動脈,上腸間膜動脈,5,,放射線治療技術学,第74回(2022),普通
[B23] 骨盤部MRIのT2強調像を別に示す。矢印で示すのはどれか。【別冊No.6 図】,子宮,精囊,直腸,膀胱,前立腺,5,,放射線治療技術学,第74回(2022),普通
[B24] プローブを第4肋間胸骨左縁から頭側に傾けて撮影した心エコーの四腔断面像1four chamber view3を別に示す。矢印で示す構造はどれか。【別冊No.7 図】,右心室,左心室,左心房,大動脈,肺動脈,2,,放射線治療技術学,第74回(2022),普通
[B25] ガンマカメラの性能の保守点検基準1JESRA X―0067＊C―20173で月ごとに点検するのはどれか。,固有均一性,SPECT均一性,固有空間分解能,固有計数率特性,SPECT回転中心のずれ,2,,放射線治療技術学,第74回(2022),普通
[B26] ジェネレータシステムから娘核種を抽出する操作はどれか。,ミルキング,ラベリング,クエンチング,チューニング,カウンティング,1,,放射線治療技術学,第74回(2022),普通
[B27] 肝胆道シンチグラフィで正しいのはどれか。2つ選べ。,99 mTc−HMDPを用いる。,正常例では腸管が描出される。,新生児黄疸の鑑別診断に用いる。,アシアロ糖蛋白受容体と結合する。,負荷検査の薬剤としてフロセミドを用いる。,"2,3",,放射線治療技術学,第74回(2022),普通
[B28] センチネルリンパ節シンチグラフィを用いる疾患はどれか。,骨肉腫,白血病,悪性黒色腫,悪性リンパ腫,多発性骨髄腫18,3,,放射線治療技術学,第74回(2022),普通
[B29] F−FDG腫瘍PET検査で正しいのはどれか。,アミノ酸代謝を評価する。,静脈注射後3日で撮影する。,早期胃癌の診断に有用である。,前処置として下剤を投与する。,主な排泄経路は腎・尿路系である。,5,,放射線治療技術学,第74回(2022),普通
[B30] 心臓核医学の検査で正しいのはどれか。,99 mTc−tetrofosminは虚血評価に用いる。,99 mTc−MIBIは急性心筋梗塞巣に集積する。,201TlClは受動拡散によって心筋に取り込まれる。,123I−MIBGは心筋の脂肪酸代謝の評価に用いる。,123I−BMIPPは心筋の交感神経活性の評価に用いる。,1,,放射線治療技術学,第74回(2022),普通
[B31] 骨シンチグラフィで正しいのはどれか。,腸管が描出される。,骨粗鬆症の診断に有用である。,小児では骨幹部の集積が高くなる。,ペースメーカは集積欠損像となる。,放射性医薬品投与後72時間以降に撮影する。,4,,医用画像情報学,第74回(2022),普通
[B32] ガンマカメラの空間分解能について正しいのはどれか。,コリメータの厚さが厚いほど低い。,コリメータの穴径が小さいほど低い。,シンチレータの厚さが厚いほど高い。,半値幅1FWHM3は百分率1％3で表す。,被写体-コリメータ間距離が大きいほど低い。,5,,医用画像情報学,第74回(2022),普通
[B33] 核医学の画像処理と目的の組合せで正しいのはどれか。,ButterworthHバターワースJフィルタ — 減弱補正,ChangHチャンJ法 — 画像再構成,OS-EM法 — 画像再構成,Triple energy window法 — 減弱補正,WienerHウィナーJフィルタ — 散乱線補正,3,,医用画像情報学,第74回(2022),普通
[B34] 腎臓の核医学検査で正しいのはどれか。,99 mTc−DMSAを用いる検査では利尿剤による負荷をかける。,99 mTc−DTPAを用いる検査では腎血漿流量を算出する。,99 mTc−DTPAを用いる検査では前処置として食事制限を行う。,99 mTc−MAG3を用いる検査では前処置として水分摂取制限を行う。,99 mTc−MAG3を用いる検査では排泄の指標としてTmaxを算出する。,5,,医用画像情報学,第74回(2022),普通
[B35] 放射線感受性が最も高いのはどれか。,乳癌,前立腺癌,悪性黒色腫,平上皮癌,悪性リンパ腫,5,,医用画像情報学,第74回(2022),普通
[B36] 限局性脳腫瘍の放射線治療で全脊髄照射を必要とするのはどれか。,髄芽腫,髄膜腫,膠芽腫,下垂体腺腫,聴神経a腫,1,,診療画像検査学,第74回(2022),普通
[B37] 子宮頸癌術後照射の急性期有害事象はどれか。,腸閉塞,下肢浮腫,直腸出血,膀胱出血,白血球減少,5,,診療画像検査学,第74回(2022),普通
[B38] 前立腺癌の予後因子でないのはどれか。,PSA値,腫瘍の大きさ,前立腺の体積,リンパ節転移,GleasonHグリソンJスコア,3,,診療画像検査学,第74回(2022),普通
[B39] 根治照射と緩和照射について正しいのはどれか。,オリゴ転移は根治照射の適応となる。,根治照射は緩和照射と比較して総線量が小さい。,根治照射は緩和照射と比較して1回線量が大きい。,緩和照射では照射する腫瘍の縮小を目的としない。,緩和照射では急性期合併症よりも晩期合併症の軽減に努める。,1,,診療画像検査学,第74回(2022),普通
[B40] 密封小線源治療で正しいのはどれか。,192Irの半減期は約60日である。,子宮頸癌の治療には125Iを用いる。,子宮頸癌RALS治療は1回照射で行う。,125Iを用いた前立腺癌の治療は永久挿入によって行う。,子宮頸癌RALS治療での線源停留範囲はタンデムよりオボイドの方が長い。,4,,基礎医学大要,第74回(2022),普通
[B41] 熱可塑性樹脂の固定具1シェル3で正しいのはどれか。,40 ℃程度で軟化する。,体位の再現性を高める。,患者に圧迫感を与えない。,皮膚線量の低減に有効である。,閉所恐怖症の患者に有効である。,2,,基礎医学大要,第74回(2022),普通
[B42] 放射線治療装置の受入試験で正しいのはどれか。2つ選べ。,メーカーのみで実施する。,計算値を実測値で検証する。,コミッショニング後に実施する。,仕様書を満たすことを確認する。,定期的品質管理の基本データを得る。,"4,5",,基礎医学大要,第74回(2022),普通
[B43] 皮膚表面から最大深が20 mmある標的の治療を電子線を用いて行う。適切な深部量百分率曲線とボーラスの組合せはどれか。ただし、治療有効深は80 %とする。,Ａ — ボーラス無し,Ｂ — ボーラス無し,Ｂ — 10 mmボーラス,Ｃ — ボーラス無し,Ｃ — 10 mmボーラス,5,,基礎医学大要,第74回(2022),普通
[B44] 陽子線治療の主加速器として用いられるのはどれか。2つ選べ。,リニアック,サイクロトロン,シンクロトロン,マイクロトロン,Cockcroft-WaltonHコッククロフト・ウォルトンJ形加速器,"2,3",,基礎医学大要,第74回(2022),普通
[B45] 論理演算表を図に示す。入力出力0 0 1 0 1 1 1 0 1 1 1 0論理回路で正しいのはどれか。,NAND,NOR,否定,論理積,論理和,1,,基礎医学大要,第74回(2022),普通
[B46] 医用画像について正しいのはどれか。,標本化は画像の空間分解能に影響しない。,"— bitで量子化された画像の階調数は1,024である。",CADとはコンピュータによる自動確定診断システムである。,DICOM画像はオブジェクト指向モデルに基づいて情報が定義されている。,画素間隔0.1 mmで標本化された画像のナイキスト周波数は2cycles/mmである。,4,,基礎医学大要,第74回(2022),普通
[B47] 診療録等の電子保存の3原則の組合せで正しいのはどれか。,見読性 — 効率性 — 認証性,見読性 — 真正性 — 認証性,見読性 — 真正性 — 保存性,効率性 — 認証性 — 保存性,効率性 — 真正性 — 保存性,3,,基礎医学大要,第74回(2022),普通
"[B48] マトリクスサイズ2,048 × 2,048で1,024階調のRAWの画像ファイル容量［MB］はどれか。ただし、ヘッダ情報は含まないものとする。",4,8,20,40,60,2,,基礎医学大要,第74回(2022),普通
[B49] 放射線情報システムの機能に含まれないのはどれか。,照射録の作成,検査の予約管理,患者基本情報の登録,検査の実施情報入力,モダリティとの情報連携,3,,基礎医学大要,第74回(2022),普通
[B50] 左乳房の区分を別に示す。C区域を示すのはどれか。【別冊No.8 図】,ア,イ,ウ,エ,オ,2,,基礎医学大要,第74回(2022),普通
[B51] 腹腔内で最も尾側にあるのはどれか。,横隔下腔,傍結腸溝,膀胱上窩,DouglasHダグラスJ窩,肝腎陥凹1MorisonHモリソンJ窩3,4,,基礎医学大要,第74回(2022),普通
[B52] 細胞内小器官はどれか。,DNA,腱a,血小板,コラーゲン,ミトコンドリア,5,,基礎医学大要,第74回(2022),普通
[B53] 内耳孔を通過する神経はどれか。,嗅神経,滑車神経,三叉神経,顔面神経,舌咽神経,4,,基礎医学大要,第74回(2022),普通
[B54] 空気感染するのはどれか。,結核菌,コレラ菌,黄色ブドウ球菌,C型肝炎ウイルス,ヒト免疫不全ウイルス,1,,基礎医学大要,第74回(2022),普通
[B55] 日本人で脳出血の発生頻度が高い部位はどこか。2つ選べ。,橋,視床,小脳,被殻,下垂体,"2,4",,放射線生物学,第74回(2022),普通
[B56] 春に出現するアレルギー性鼻炎について正しいのはどれか。,嗅覚障害はない。,薬物治療は効果がない。,急性増悪することはない。,吸入抗原としてはハウスダストが最も多い。,吸入抗原の除去は鼻炎を抑制するのに有効である。,5,,放射線生物学,第74回(2022),普通
[B57] 頭部外傷について正しいのはどれか。,急性硬膜外血腫では骨折を伴わない。,脳内血腫は受傷後時間以降には生じない。,皮下血腫が形成されていれば骨折は伴っていない。,受傷部位の反対側に脳内血腫を生じるのはまれである。,慢性硬膜下血腫は若年者に比べて高齢者に起きやすい。,5,,放射線生物学,第74回(2022),普通
[B58] 乳腺疾患で2痛を伴う頻度が最も高いのはどれか。,乳癌,囊胞,脂肪腫,乳腺症,線維腺腫,4,,放射線生物学,第74回(2022),普通
[B59] 呼吸器の解剖と機能について正しいのはどれか。,肺は左右とも3葉に分かれる。,終末細気管支でガス交換を行う。,気管は全周性に軟骨で覆われている。,肺組織を栄養する血管は肺動脈である。,右主気管支は左主気管支に比べて垂直に近い走行をとる。,5,,放射線生物学,第74回(2022),普通
[B60] 肘静脈から注入した造影剤が最初に到達するのはどれか。,右心室,左心室,大動脈,肺静脈,肺動脈,1,,放射線物理学,第74回(2022),普通
[B61] 胃の主細胞から分泌されるのはどれか。,塩酸,粘液,内因子,アミラーゼ,ペプシノゲン,5,,放射線物理学,第74回(2022),普通
[B62] 卵巣から分泌され、子宮内膜の増殖に最も関係するホルモンはどれか。,インスリン,エストロゲン,サイロキシン,テストステロン,プロゲステロン,2,,放射線物理学,第74回(2022),普通
[B63] 病院内で意識消失した人を発見した場合の初期対応として行うべきなのはどれか。2つ選べ。,応援要請,状況の記録,原因の究明,救命救急処置,院内の緊急連絡体制の整備,"1,4",,放射線物理学,第74回(2022),普通
[B64] ヨード造影剤の総量100 mLを2mL/秒の速度で静脈投与して造影CTを行った場合に、検査を受けた患者にみられる頻度が最も高いのはどれか。,嘔吐,熱感,腎不全,ショック,じん麻疹,2,,放射線物理学,第74回(2022),普通
[B65] LQモデルを用いて、過分割照射を通常分割照射と比較した。過分割照射の腫瘍効果、早期反応および晩期反応の組合せで正しいのはどれか。腫瘍効果早期反応晩期反応,増強軽減 — 増強,増強増強 — 増強,増強増強 — 同等,同等軽減 — 同等,同等増強 — 増強,3,,医用工学,第74回(2022),普通
[B66] 放射線感受性が最も高いのはどれか。,角膜,結膜,網膜,視神経,水晶体,5,,医用工学,第74回(2022),普通
[B67] ヒトが全身被ばくした際の線量と急性死の主因となる器官との組合せで正しいのはどれか。,5 Gy中枢神経,15 Gy — 中枢神経,15 Gy — 腸管,100 Gy — 腸管,100 Gy — 骨髄,3,,医用工学,第74回(2022),普通
[B68] 温熱療法について正しいのはどれか。,低酸素細胞には効果が低い。,細胞周期のS〜G2期で感受性が高い。,放射線と併用する場合は、連日施行する。,殺細胞効果は38〜40 ℃の範囲で最も高い。,熱ショックHheat shockJタンパク質が抗腫瘍効果を示す。,2,,放射線計測学,第74回(2022),普通
[B69] 胎内被ばくが直接の発症原因となり得る疾患で正しいのはどれか。,血友病,白血病,巨大結腸症,新生児黄疸,DownHダウンJ症候群,2,,放射線計測学,第74回(2022),普通
[B70] 陽子数、中性子数および質量数は等しいが、原子核のエネルギー準位の異なる核種はどれか。,同位体,同重体,同余体,核異性体,同中性子体,4,,放射線計測学,第74回(2022),普通
[B71] X線の発生で正しいのはどれか。,制動X線の最短波長は管電圧に比例する。,X線の発生強度は管電圧の2乗に比例する。,特性X線のエネルギーは管電圧に依存する。,エネルギーフルエンスは管電圧に依存しない。,特性X線の発生は入射電子のエネルギーに依存しない。,2,,放射線計測学,第74回(2022),普通
[B72] 水における光子エネルギーと相互作用ごとの質量減弱係数の関係を図に示す。Aの相互作用で正しいのはどれか。ただし、実線は全質量減弱係数とする。,光電効果,光核反応,干渉性散乱,電子対生成,ComptonHコンプトンJ散乱,1,,放射線計測学,第74回(2022),普通
[B73] 重荷電粒子と物質の相互作用について正しいのはどれか。,飛程は物質の密度に比例する。,水中では多重散乱の飛跡を示す。,質量衝突阻止能は速度に比例する。,エネルギー損失は主に放射損失である。,重荷電粒子の比電離は飛程終端部で急激に増大する。,5,,診療画像機器学,第74回(2022),普通
[B74] 超音波の性質で誤っているのはどれか。,周波数が高いほど減衰は大きい。,周波数が高いほど指向性は向上する。,周波数と波長は反比例の関係にある。,屈折はSnellHスネルJの法則に従う。,空気中の伝播速度は水中に比べて大きい。,5,,診療画像機器学,第74回(2022),普通
[B75] 2つの増幅器を直列に接続した回路を図に示す。増幅器1の電圧増幅度は10とする。入力電圧Viの値として0.2 mVの信号を加えたとき、出力電圧Voの値は0.2 Vであった。増幅器2の電圧利得［dB］はどれか。,10,20,40,50,60,3,,診療画像機器学,第74回(2022),普通
[B76] 図のような抵抗の直並列回路に100 Vの直流電圧を加えたとき、流れる電流I［A］はどれか。,1.3,1.9,2.0,2.4,3.2,4,,診療画像機器学,第74回(2022),普通
[B77] 平行板コンデンサを図Aに示す。これを図Bのように電極間距離l［m］を半分にし、比誘電率εrが3の誘電体を入れたとき、静電容量［F］は何倍になるか。ただし、ε0は真空中の誘電率とする。,1,2,4,6,,4,,診療画像機器学,第74回(2022),普通
[B78] 図Aの回路で図Bの入出力波形を得たとする。正しい関係はどれか。,CR＜T,CR＝T,CR＝1/T,CR＞T,CR＞＞T,1,,診療画像機器学,第74回(2022),普通
[B79] 水吸収線量計測で電離箱中の気体の吸収線量に乗じるパラメータはどれか。,電子密度比,フルエンス比,実効原子番号比,質量衝突阻止能比,質量エネルギー吸収係数比,4,,診療画像機器学,第74回(2022),普通
[B80] 10 MV以上のX線を発生させる加速器から中性子が放出される相互作用はどれか。,光電効果,光核反応,ComptonHコンプトンJ散乱,CherenkovHチェレンコフJ放射,RutherfordHラザフォードJ散乱,2,,診療画像機器学,第74回(2022),普通
"[B81] 分解時間200 μsのGM計数管で放射能計測をしたところ計数率は15,000 cpmであった。この計数の数え落としの割合［％］はどれか。",1,2,3,4,5,5,,診療画像機器学,第74回(2022),普通
[B82] 二次電子平衡で正しいのはどれか。,荷電粒子線の挙動である。,荷電粒子平衡とは異なる。,ビルドアップ領域で成立する。,吸収線量は衝突カーマに等しい。,二次電子平衡厚はエネルギーに依存しない。,4,,診療画像機器学,第74回(2022),普通
[B83] X線の半価層の測定に適しているのはどれか。,電離箱,FrickeHフリッケJ線量計,ゲルマニウム半導体検出器,光刺激ルミネセンス線量計,NaIシンチレーション検出器,1,,X線撮影技術学,第74回(2022),普通
[B84] 腹腔内遊離ガスについて正しいのはどれか。2つ選べ。,ニッシェを形成する。,腸閉塞の所見である。,CTでの検出は困難である。,デクビタス撮影は左下側臥位とする。,横隔膜下の腹腔内遊離ガスは、腹部立位正面像に比べて胸部立位正面像で検出しやすい。,"4,5",,X線撮影技術学,第74回(2022),普通
[B85] 頭部X線写真を別に示す。撮影法で正しいのはどれか。【別冊No.9 図】,RheseHレーゼJ法,TowneHタウンJ法,WatersHウォータースJ法,StenversHステンバースJ法,RosenbergHローゼンバーグJ法,3,,X線撮影技術学,第74回(2022),普通
[B86] 血管造影写真を別に示す。行われたIVRの手技はどれか。【別冊No.10 図】,血管形成術,血栓溶解術,コイル塞栓術,ステント留置術,フィルタ留置術,3,,X線撮影技術学,第74回(2022),普通
[B87] 腹部造影CT像を別に示す。矢印で示すのはどれか。【別冊No.11 図】,胃,膵臓,脾臓,脾静脈,下大静脈,2,,X線撮影技術学,第74回(2022),普通
[B88] 頸椎正面X線写真を別に示す。矢印で示すのはどれか。【別冊No.12 図】,横突起,棘突起,歯突起,上関節突起,LuschkaHルシュカJ突起,5,,X線撮影技術学,第74回(2022),普通
[B89] CTコロノグラフィで正しいのはどれか。,心電図同期撮影を行う。,背臥位と腹臥位で撮影する。,大腸内部の色調が観察できる。,硫酸バリウムで大腸を充満させる。,fine network patternを描出できる。,2,,X線撮影技術学,第74回(2022),普通
[B90] 関節リウマチ患者のX線写真を別に示す。亜脱臼しているのはどこか。【別冊No.13 図】,CM関節,DIP関節,IP関節,MP関節,PIP関節,5,,X線撮影技術学,第74回(2022),普通
[B91] 腹部造影CTの多断面再構成像を別に示す。矢印で示すのはどれか。【別冊No.14 図】,食道動脈,腹腔動脈,下腸間膜動脈,上腸間膜動脈,正中仙骨動脈,2,,X線撮影技術学,第74回(2022),普通
[B92] 水溶性ヨード造影剤で正しいのはどれか。,血漿に比べて浸透圧が低い。,使用前にはヨードテストを実施する。,経口投与では大部分が尿中から排泄される。,投与した患者の10〜15％に副作用が発生する。,非イオン性製剤はイオン性製剤に比べて即時型副作用が少ない。,5,,X線撮影技術学,第74回(2022),普通
[B93] 上部消化管造影写真を別に示す。撮影体位はどれか。【別冊No.15 図】,背臥位第1斜位,背臥位第2斜位,半立位第1斜位,半立位第2斜位,立位第1斜位,4,,画像工学,第74回(2022),普通
[B94] X線受像器に単位面積当たりに平均Φ個の光子が入射したとき、被写体コントラストがC、断面積AのオブジェクトのX線投影像を人の眼で識別するために必要な最小のSNRを与える式はどれか。ただし、量子雑音はポアソン分布に従うものとし、それ以外の雑音は無視する。C,A･Φ C, A･Φ, C･A･Φ,C A･Φ,C･A･ Φ,4,,画像工学,第74回(2022),普通
[B95] ROC解析について正しいのはどれか。,信号が見えやすい画像を選んで用いる。,｢1−偽陽性率｣で真陰性率が求められる。,観察者は信号有無の確信度と位置を答える。,先に雑音のみの画像を観察しその後信号ありの画像を観察する。,信号有無の確信度の両正規分布が完全に重なったときAUC1曲線下面積3は1になる。,2,,画像工学,第74回(2022),普通
[B96] 診療放射線技師の法定業務として正しいのはどれか。,静脈路に接続された造影剤注入装置の操作,上部消化管検査における鎮痙剤の筋肉内投与,下部消化管検査における内視鏡の肛門への挿入,造影剤注入装置を接続するための動脈路の確保,超音波画像診断装置で得られた検査画像の診断,1,,放射線安全管理学,第74回(2022),普通
[B97] 国際放射線防護委員会HICRPJ2007年勧告において組織加重係数が最も高い組織または臓器はどれか。,甲状腺,骨表面,生殖腺,唾液腺,乳房,5,,放射線安全管理学,第74回(2022),普通
[B98] エックス線診療室の漏洩線量測定に最も適した放射線測定機器はどれか。,エリアモニタ,ホールボディカウンタ,GM管式サーベイメータ,電離箱式サーベイメータ,ウェル型シンチレーションカウンタ,4,,放射線安全管理学,第74回(2022),普通
"[B99] 入射窓面積15 cm2のサーベイメータでβ線源による表面汚染を測定したとき、総計数率は3,620 cpm、バックグラウンド計数率は20 cpmであった。表面汚染密度［Bq/cm2］はどれか。ただし、β粒子に対する機器効率は0.4、放射性表面汚染の線源計数効率は0.5とする。",3.0,2.0 × 10,1.8 × 102,1.5 × 103,10.8 × 103,2,,放射線安全管理学,第74回(2022),普通
[B100] 医療機器に組み込まれる安全対策で、誤った操作を事前に防止する仕組みはどれか。,インシデントレポート,インフォームドコンセント,フールプルーフ,フェイルセーフ,リスクアセスメント,3,,放射線安全管理学,第74回(2022),普通
