設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B17] 骨粗鬆症の原因でないのはどれか。,加齢,閉経,甲状腺機能低下症,副甲状腺機能亢進症,Cushing5クッシング8症候群,3,,核医学検査技術学,第65回(2013),普通
[B18] 前縦隔に発生する頻度が高いのはどれか。2つ選べ。,胸腺腫,奇形腫,中皮腫,神経l腫,サルコイドーシス,"1,2",,核医学検査技術学,第65回(2013),普通
[B19] アスベストばく露と関係の深いのはどれか。,中皮腫,肺結核,関節リウマチ,サルコイドーシス,全身性エリテマトーデス,1,,核医学検査技術学,第65回(2013),普通
[B20] 肺血流が増加するのはどれか。2つ選べ。,僧帽弁狭窄症,心房中隔欠損症,心室中隔欠損症,肺動脈弁狭窄症,大動脈弁狭窄症,"2,3",,核医学検査技術学,第65回(2013),普通
[B21] X線透過性結石はどれか。2つ選べ。,尿酸,シスチン,リン酸カルシウム,シュウ酸カルシウム,リン酸マグネシウムアンモニウム,"1,2",,放射線治療技術学,第65回(2013),普通
[B22] 脳出血の好発部位はどれか。2つ選べ。,視床,小脳,脳弓,脳梁,松果体,"1,2",,放射線治療技術学,第65回(2013),普通
[B23] 高血圧を生じるのはどれか。,膵癌,くる病,褐色細胞腫,前立腺肥大症,Parkinson5パーキンソン8病,3,,放射線治療技術学,第65回(2013),普通
[B24] 男性よりも女性で罹患頻度が高いのはどれか。,血友病,食道癌,心筋梗塞,脳血管性認知症,Basedow5バセドウ8病,5,,放射線治療技術学,第65回(2013),普通
[B25] 死亡率が近年減少傾向にあるのはどれか。2つ選べ。,胃癌,乳癌,肺癌,大腸癌,子宮頸癌,"1,5",,放射線治療技術学,第65回(2013),普通
[B26] 医療法に基づき都道府県が策定する医療計画の5事業でないのはどれか。,救急医療,災害医療,高齢者医療,へき地医療,周産期医療,3,,放射線治療技術学,第65回(2013),普通
[B27] 生活習慣病でないのはどれか。,高血圧,心臓病,糖尿病,肺線維症,脂質異常症,4,,放射線治療技術学,第65回(2013),普通
[B28] 健康増進法に基づくがん検診で対象年齢が20歳以上なのはどれか。,胃癌,乳癌,肺癌,大腸癌,子宮頸癌,5,,放射線治療技術学,第65回(2013),普通
[B29] 経皮的血管形成術の適応でないのはどれか。,冠動脈狭窄症,腎血管性高血圧症,閉塞性動脈硬化症,下肢深部静脈血栓症,肝部下大静脈狭窄症,4,,放射線治療技術学,第65回(2013),普通
[B30] 二次救命処置はどれか。,下顎挙上,胸骨圧迫,人工呼吸,気管切開,脈拍チェック,4,,放射線治療技術学,第65回(2013),普通
[B31] X線による生成物で生体への影響が最も大きいのはどれか。,陰電子,陽電子,水素原子,酸素原子,水酸化ラジカル,5,,医用画像情報学,第65回(2013),普通
[B32] 放射線がDNAに与える損傷で誤っているのはどれか。,塩基損傷,架橋形成,一本鎖切断,二本鎖切断,ヌクレオチド除去,5,,医用画像情報学,第65回(2013),普通
[B33] α / βが小さいのはどれか。2つ選べ。,粘膜炎,皮膚炎,神経障害,骨髄抑制,筋肉萎縮,"3,5",,医用画像情報学,第65回(2013),普通
[B34] 2Gyの全身被ばくで減少が最も遅いのはどれか。,単 — 球,血小板,好中球,赤血球,リンパ球,4,,医用画像情報学,第65回(2013),普通
[B35] 人体に摂取されたときに肺癌を発症するリスクが最も高いのはどれか。,222Rn,203Hg,137Cs,99mTc,40K,1,,医用画像情報学,第65回(2013),普通
[B36] 放射線による発がんとの関連性が最も低いのはどれか。,乳 — 癌,肺 — 癌,白血病,上咽頭癌,甲状腺癌,4,,診療画像検査学,第65回(2013),普通
[B37] 胎児被ばくによる奇形のしきい線量［mGy］に最も近いのはどれか。,— 0.1,— 1,10,100,1000,4,,診療画像検査学,第65回(2013),普通
[B38] 細胞にγ線を9Gy照射する場合、1回で照射するより、2Gyずつ2回に分割して12時間の間隔をおいて照射した方が細胞生存率は高くなる。この現象はどれか。,回 — 復,増 — 感,再増殖,再分布,再酸素化10,1,,診療画像検査学,第65回(2013),普通
[B39] B2n，α47Liの反応を用いる治療の生物学的効果で正しいのはどれか。,回復が小さい。,7Liには治療効果がない。,正常組織の障害が大きい。,多分割照射が有効である。,低酸素細胞増感剤が有用である。,1,,診療画像検査学,第65回(2013),普通
[B40] 放射線のLETとRBEで正しいのはどれか。,電子線は高LET放射線である。,RBEには評価法による差はない。,LETが高いほどRBEは低下する。,高LET放射線では酸素効果比が小さい。,高LET放射線では細胞周期依存性が大きい。,4,,基礎医学大要,第65回(2013),普通
[B41] 連続エネルギースペクトルを示すのはどれか。2つ選べ。,β線,消滅光子,制動X線,オージェ電子,内部転換電子,"1,3",,基礎医学大要,第65回(2013),普通
[B42] 基底状態にある10Neの2p軌道に配置される電子数はどれか。,2,4,6,8,10,3,,基礎医学大要,第65回(2013),普通
[B43] 半減期T1/2の放射性同位元素がN個存在する場合の放射能はどれか。loge 2,NT 1/2 N loge 2,T 1/2 T 1/2 loge 2,N N,T 1/2 loge 2 T 1/2,N loge 2,2,,基礎医学大要,第65回(2013),普通
[B44] 陽子線照射で生成される放射性同位元素はどれか。2つ選べ。,11C,14C,18F,60Co,192Ir,"1,3",,基礎医学大要,第65回(2013),普通
[B45] X線の発生で正しいのはどれか。,制動X線の最短波長は管電圧に比例する。,X線の発生強度は管電圧の2乗に比例する。,特性X線のエネルギーは管電圧に依存する。,エネルギーフルエンスは管電圧波形に依存しない。,特性X線の発生は入射電子のエネルギーに依存しない。,2,,基礎医学大要,第65回(2013),普通
[B46] 光子エネルギーに対する水の質量エネルギー吸収係数の変化を図に示す。水へのエネルギー付与が最大となるエネルギー［MeV］はどれか。,0.01,0.05,0.1,0.5,1.0,1,,基礎医学大要,第65回(2013),普通
[B47] 密度1.2 g/cm3のアクリル樹脂中で最大飛程が2cmである電子線のエネルギー［MeV］はどれか。,2.4,3.9,4.7,6.7,8.0,3,,基礎医学大要,第65回(2013),普通
[B48] 重荷電粒子と物質との相互作用で正しいのはどれか。,飛程の最後で速度が大きくなる。,励起により大きく方向を変える。,阻止能は速度の2乗に反比例する。,真空中でチェレンコフ光を発する。,エネルギーが同一のα線と陽子線は同じ飛程である。,3,,基礎医学大要,第65回(2013),普通
[B49] 中性子による核反応で誤っているのはどれか。,6Li2n，α43H,23Na2n，γ424Na,54Fe2n，np453Mn,59Co2n，2 n460Co,235U2n，f4137Cs,4,,基礎医学大要,第65回(2013),普通
[B50] 線減弱係数が0.258 cm−1である組織のHounsfield値5CT値8はどれか。ただし、水の線減弱係数は0.215 cm−1とする。,43,120,200,258,430,3,,基礎医学大要,第65回(2013),普通
[B51] X線管に100 mAの電流を0.5秒間流した。流れた電子の総数はどれか。ただし、電子の電荷は1.6 × 10−19 Cとする。,3.1 × 1017,1.2 × 1018,3.1 × 1020,6.2 × 1020,1.2 × 1021,1,,基礎医学大要,第65回(2013),普通
[B52] 抵抗3Ωと Ωの並列回路に電圧10 Vの直流電源を接続し30分間通電したときの消費電力量［Wh］はどれか。,5.6,10,11.1,25,45,4,,基礎医学大要,第65回(2013),普通
[B53] 正弦波交流電圧を観測した図を示す。正しいのはどれか。2つ選べ。ただし、垂直感度は10 V/目盛、掃引時間は1ms/目盛とする。,最大値は約5Vである。,実効値は約35 Vである。,周期は約6.3 msである。,平均値は約1.6 Vである。,周波数は約16 Hzである。,"2,3",,基礎医学大要,第65回(2013),普通
[B54] R＝20 kΩ、L＝200 mH、C＝20 pFのR-L-Cの直列共振回路がある。コイルのインダクタンスを一定のまま共振周波数を2倍にするとき、コンデンサの静電容量［pF］はどれか。,5,10,20,40,80,1,,基礎医学大要,第65回(2013),普通
[B55] 電磁気による人体への影響で正しいのはどれか。2つ選べ。,低周波電磁波の急性影響には白内障がある。,高周波電磁波の急性影響には神経刺激がある。,電磁界によって人体内部に発生する電流は誘導電流である。,電磁界によって単位質量当たりに吸収された電力は比吸収率である。,電磁界の非接地導電体に接地された人体が接触した点を介して流れる電流は接地電流である。,"3,4",,放射線生物学,第65回(2013),普通
[B56] 導体で正しいのはどれか。,琥珀は半導体である。,銀は鉄よりも抵抗率が大きい。,金属導体の電気抵抗は断面積に比例する。,半導体は温度上昇によって抵抗値が低下する。,単体の金属導体は温度上昇によって抵抗値が低下する。,4,,放射線生物学,第65回(2013),普通
[B57] 演算増幅回路を図1、その入力波形を図2に示す。入力波形をV1、V2に入力したときの出力波形はどれか。図1図2 1. 2. 3. 4. 5.,1,2,3,4,5,5,,放射線生物学,第65回(2013),普通
[B58] 物理量と放射線の組合せで正しいのはどれか。2つ選べ。,W — 値 — 光子,カーマ — 中性子,阻止能 — 中性子,照射線量 — 荷電粒子,質量エネルギー吸収係数 — 光子,"2,5",,放射線生物学,第65回(2013),普通
[B59] カーマを表す式はどれか。ただし、光子のエネルギーをE、フルエンスをΦ、物質の質量エネルギー転移係数をμtr/ρとする。μ tr,E Φ ρ E μ tr,Φ ρ E ρ,Φ μ tr Φ μ tr,E ρ Φ ρ,E μ tr,1,,放射線生物学,第65回(2013),普通
"[B60] 媒質m中の小さな空洞内の気体g中に単位質量当たりM［C/kg］の電離電荷が生じたとき媒質mの吸収線量D m［Gy］はどれか。ただし、気体に対する媒質の質量衝突阻止能比を(S col /ρ)m,g、気体のW値をW［eV］、素電荷をe［C］とする。S col","M W e ρ — m,g S col","M e W ρ — m,g S col","1 W M e ρ — m,g e — 1","M W (S col/ρ)m,g S col","1 e M W ρ — m,g",1,,放射線物理学,第65回(2013),普通
[B61] 統計誤差9%の測定値Aと統計誤差3%の測定値Bから得られる値A安Bの統計誤差［%］はどれか。,1,3.5,5,7,12,3,,放射線物理学,第65回(2013),普通
[B62] 電離箱線量計について正しいのはどれか。2つ選べ。,一定強度のX線照射では気圧が高くなると電離電荷は増加する。,一定強度のX線照射では気温が高くなると電離電荷は増加する。,平行平板形電離箱は円筒形電離箱に比べて一般的に極性効果が小さい。,パルス当たりの線量率が高くなるほどイオン再結合の割合は減少する。,同じ線量率では連続放射線はパルス放射線に比べてイオン再結合損失が少ない。,"1,5",,放射線物理学,第65回(2013),普通
[B63] 放射線検出器とその特性の組合せで正しいのはどれか。2つ選べ。,電離箱線量計 — 増幅作用,半導体検出器 — エネルギー依存性,蛍光ガラス線量計 — 加熱特性,熱ルミネセンス線量計 — 紫外線照射,ガフクロミックフィルム — 着色,"2,5",,放射線物理学,第65回(2013),普通
[B64] 線量で正しいのはどれか。,照射線量の単位はA/kgである。,照射線量はX線、γ線に定義される。,吸収線量は非電離放射線に定義される。,等価線量は吸収線量に組織加重係数を乗じたものである。,実効線量は等価線量に放射線加重係数を乗じたものである。,2,,放射線物理学,第65回(2013),普通
[B65] α線放出核種の放射能測定に適した検出器はどれか。,外挿電離箱,イメージングプレート,表面障壁半導体検出器,NaI井戸形シンチレータ,9πガスフロー比例計数管,5,,医用工学,第65回(2013),普通
[B66] エネルギースペクトルで正しいのはどれか。,90Srのβ線は線スペクトルである。,241Amのα線は線スペクトルである。,60Coのγ線は連続スペクトルである。,リニアック治療装置のX線は線スペクトルである。,拡大ブラッグピーク内の陽子線は線スペクトルである。,2,,医用工学,第65回(2013),普通
[B67] 電子線を照射した場合の水中深さによる電離箱線量計の表示値の変化を図に示す。この電子線のエネルギー［MeV］はどれか。ただし、水に対する質量阻止能は1.9 MeV cm2/gとする。,6,8,10,12,14,5,,医用工学,第65回(2013),普通
[B68] 画像検査時の診療放射線技師の対応で適切なのはどれか。,X線造影剤を投与するために静脈を刺した。,マンモグラフィの際に圧迫板で乳房を圧迫した。,胸部X線撮影の際に義歯を外すように指示した。,血管造影検査の際にインフォームドコンセントを実施した。,腰椎X線撮影の際に患者氏名の確認を撮影終了後に行った。,2,,放射線計測学,第65回(2013),普通
[B69] ある撮影部位に対し撮影距離D1、管電流I1で撮影したとき適切な撮影線量が得られた。撮影距離をD2に変化させたとき、適切な撮影線量となる管電流I2を求める式はどれか。,I2＝D1 × D2 × I1 D2,I2＝× I1 D1 D1 2,I2＝D2 × I1 D2 2,I2＝D1 × I1,I2＝D22 × D12 × I1,4,,放射線計測学,第65回(2013),普通
[B70] X線撮影で患者被ばく線量が低減するのはどれか。ただし、他の条件は一定とする。,照射野を広げる。,管電圧を低くする。,管電流を大きくする。,付加フィルタを挿入する。,焦点-被写体間距離を短くする。,4,,放射線計測学,第65回(2013),普通
[B71] 頸椎撮影の体位と観察目的の組合せで正しいのはどれか。,正面撮影 — 環軸関節,側面2中間位4撮影 — 椎間孔,側面2前屈位4撮影 — 環椎歯突起間距離,斜位撮影 — ドッグライン,開口位撮影 — 第3〜頸椎,3,,放射線計測学,第65回(2013),普通
[B72] 胸部正面X線写真における心胸郭比5CTR8で正しいのはどれか。,立位撮影より臥位撮影の方が小さい。,グリッド比を大きくすると小さくなる。,遠距離撮影より近距離撮影の方が小さい。,小焦点使用より大焦点使用の方が小さい。,腹背方向撮影より背腹方向撮影の方が小さい。,5,,放射線計測学,第65回(2013),普通
[B73] 大Ä骨頸部の側面像が観察される撮影法はどれか。,マルチウス法,アントンセン法,ストライカー法,ローゼンバーグ法,ラウエンシュタイン法,5,,診療画像機器学,第65回(2013),普通
[B74] 足部の正面X線写真で観察できるのはどれか。,Y線,シェントン線,ショパール関節,オンブレダン線,ハーフムーンサイン,3,,診療画像機器学,第65回(2013),普通
[B75] 血管撮影をシングルプレーンからバイプレーンにすることによって低減可能なのはどれか。,被ばく線量,X線管負荷,画像データ量,造影剤投与量,アーチファクト,4,,診療画像機器学,第65回(2013),普通
[B76] X線CTの撮影で正しいのはどれか。,管電圧が高くなるほど画像ノイズは低下する。,管電流が大きくなるほど画像ノイズは増大する。,ピッチが大きくなるほど被ばく線量は増加する。,管電流が大きくなるほど低コントラスト分解能は低下する。,スライス厚が厚くなるほど高コントラスト分解能は向上する。,1,,診療画像機器学,第65回(2013),普通
[B77] X線CTで正しいのはどれか。,急性膵炎の診断に有用である。,造影CTでは検査前日から絶飲食とする。,脂肪肝のCT値は脾臓のCT値よりも高い。,脳内の出血巣は脳実質よりも低い吸収域を呈する。,腹部CTでは造影剤として硫酸バリウムを経口投与する。,1,,診療画像機器学,第65回(2013),普通
[B78] 骨塩定量検査法と測定部位の組合せで正しいのはどれか。,定量的CT5QCT8法 — 踵骨,定量的超音波5QUS8法 — 大Ä骨,X線写真濃度測定5RA8法 — 頸椎,単一エネルギーX線吸収測定5SXA8法 — 肩関節,二重エネルギーX線吸収測定5DXA8法 — 腰椎,5,,診療画像機器学,第65回(2013),普通
[B79] 副鼻の正面X線写真を別に示す。正しい組合せはどれか。【別冊No.1 図】,ア — 軸椎,イ — 篩骨洞,ウ — 上顎洞,エ — 内耳道,オ — 蝶形骨洞,4,,診療画像機器学,第65回(2013),普通
[B80] 脳血管造影の正面写真を別に示す。矢印で示すのはどれか。【別冊No.2 図】,外頸動脈,椎骨動脈,内頸動脈,後大脳動脈,中大脳動脈,3,,診療画像機器学,第65回(2013),普通
[B81] 上部消化管造影写真を別に示す。正しいのはどれか。【別冊No.3 図】,前壁が描出されている。,背臥位で撮影されている。,頭高位で撮影されている。,充盈法で撮影されている。,噴門部から穹窿部が描出されている。,1,,診療画像機器学,第65回(2013),普通
[B82] 下顎骨レベルのCT像を別に示す。正しい組合せはどれか。【別冊No.4 図】,ア — 喉頭蓋,イ — 甲状軟骨,ウ — 耳下腺,エ — 総頸動脈,オ — 頸長筋,1,,診療画像機器学,第65回(2013),普通
[B83] 肩甲部軟部腫瘤のCT像を別に示す。考えられるのはどれか。【別冊No.5 図】,脂肪腫,線維腫,神経l腫,リンパ管腫,海綿状血管腫,1,,X線撮影技術学,第65回(2013),普通
[B84] 乳房X線写真を別に示す。所見で正しいのはどれか。【別冊No.6 図】,脂肪性乳腺である。,構築の乱れを認める。,良性石灰化を認める。,リンパ節腫大を認める。,境界明瞭な腫瘤像を認める。,3,,X線撮影技術学,第65回(2013),普通
[B85] 胸部X線写真を別に示す。認められる所見はどれか。【別冊No.7 図】,左気胸,右肺の炎症,左乳房の欠損,左肺の肺気腫,両側肺門の腫大,3,,X線撮影技術学,第65回(2013),普通
[B86] 腹部X線写真を別に示す。描出されているのはどれか。【別冊No.8 図】,異物,胆石,ニボー,尿管結石,腹部大動脈の石灰化,1,,X線撮影技術学,第65回(2013),普通
[B87] 黄疸を主訴とする腹部造影CT写真を別に示す。矢印で示すのはどれか。【別冊No.9 図】,胆管,門脈,肝静脈,肝動脈,リンパ管,1,,X線撮影技術学,第65回(2013),普通
[B88] X線画像特性を調べるファントム画像を別に示す。評価結果として得られるのはどれか。【別冊No.10 図】,MTF,特性曲線,ROC曲線,C-Dダイアグラム,ウィナースペクトル,4,,X線撮影技術学,第65回(2013),普通
[B89] ノイズ特性で正しいのはどれか。2つ選べ。,光量子ノイズを固定ノイズと呼ぶ。,NNPSはノイズ量を空間周波数ごとに示す。,X線量が少なければざらつきの多い画像となる。,RMS粒状度の値が大きいほど粒状性が良いことを示す。,デジタルWSの値が大きいほど粒状性が良いことを示す。,"2,3",,X線撮影技術学,第65回(2013),普通
[B90] X線画像の評価で正しいのはどれか。2つ選べ。,MTF評価には10 cycles/mmが用いられる。,被写体のコントラストが上昇すれば解像力は低下する。,ROC解析は読影者間の能力の差を評価することができる。,RMS粒状度はフィルム濃度のバラツキを標準偏差値で表している。,並列細線法で分離不能になった細線の幅をdとすると解像力は1/23 d4 cycles/mmである。,"3,4",,X線撮影技術学,第65回(2013),普通
[B91] ROC解析で正しいのはどれか。2つ選べ。,FROC曲線の横軸はFPFである。,ROC曲線下の面積2Az4の最大値は0.5である。,LROC解析は信号の有無と位置も認知させる解析法である。,平均ROC曲線に差があれば統計的有意差検定は不要である。,正常100例のうち70例を正常と判断した時の特異度は70 %である。,"3,5",,X線撮影技術学,第65回(2013),普通
[B92] DQEで正しいのはどれか。,視覚特性が評価できる。,理論的な最大値は1となる。,高空間周波数ほど高い値となる。,CR画像とFPD画像の比較はできない。,DQEの値が等しいとき物理的評価は等しい。,2,,X線撮影技術学,第65回(2013),普通
[B93] 放射線防護体系の三原則に合致しないのはどれか。,肺癌が疑われる患者に胸部造影CTを施行する。,X線CTで自動曝射コントロール5AEC8を用いる。,肝囊胞の経時変化を3か月ごとにX線CTで評価する。,放射線部看護師の被ばく線量をガラスバッジで管理する。,検診目的の胸部CTでは通常診療より低いX線管電流を用いる。,3,,画像工学,第65回(2013),普通
[B94] 放射線診療従事者の線量限度の組合せで正しいのはどれか。2つ選べ。,実効線量 — 20 mSv/年,緊急作業に係る実効線量 — 100 mSv,女子の実効線量 — 5mSv/3月,眼の水晶体の等価線量 — 300 mSv/年,妊娠中である女子の腹部表面等価線量 — 出産までの期間1mSv,"2,3",,画像工学,第65回(2013),普通
[B95] ICRPの2007年勧告で組織加重係数が最も小さいのはどれか。,肺,脳,結腸,生殖腺,赤色骨髄,2,,画像工学,第65回(2013),普通
[B96] 放射線被ばくで誤っているのはどれか。,放射性ヨードによる内部被ばくは甲状腺に生じる。,ラドンガスによる主な被ばくは外部被ばくである。,外部被ばく線量は線源からの距離の2乗に反比例する。,β線による外部被ばくの遮へいは数mm厚のアルミ板で可能である。,体内に取り込まれた放射性物質の有効半減期は物理的半減期より短くなる。,2,,放射線安全管理学,第65回(2013),普通
[B97] 診療放射線技師法で正しいのはどれか。,治療目的で超音波を照射できる。,｢放射線｣にはマイクロ波が含まれる。,放射性同位元素を人体内に挿入して照射できる。,放射線を照射できるのは病院または診療所に限定される。,放射線照射の具体的な指示は医師または歯科医師が行う。,5,,放射線安全管理学,第65回(2013),普通
[B98] 医療法におけるエックス線装置の届出で正しいのはどれか。2つ選べ。,エックス線装置は定格電流により規制される。,同型の装置に更新する場合は届出が不要である。,エックス線装置の届出は使用開始後10日以内に行う。,エックス線障害の防止に関する構造設備の概要を記載する。,エックス線診療に従事する医師、歯科医師、診療放射線技師または診療エックス線技師の氏名を記載する。,"4,5",,放射線安全管理学,第65回(2013),普通
[B99] 電離放射線障害防止規則に規定される健康診断で正しいのはどれか。,結果は3年間の保存義務がある。,問診は医師により必要と認められた時に行う。,電離放射線健康診断個人票を作成し管理する。,前年度20 mSvを超えなかった場合は省略できる。,管理区域に立ち入った後は1年以内ごとに1回行う。,3,,放射線安全管理学,第65回(2013),普通
[B100] 表面汚染をサーベイメータ2窓面積12 cm24法で測定したとき、総計数率が3000 cpm、自然計数率が25 cpmであった。表面汚染密度2Bq/cm24に最も近い値はどれか。ただし、換算係数は20とする。,0.21,12.4,82.6,833,4958,"3,5",,放射線安全管理学,第65回(2013),普通
[B101] 放射性同位元素による表面汚染で正しいのはどれか。2つ選べ。,ふき取り面積は10 cm2である。,固着性汚染の場合はスミア法を用いる。,α線を放出する核種の汚染密度限度は9Bq/cm2である。,β線を放出する核種の汚染密度限度は40 Bq/cm2である。,表面が浸透性の材質ではふき取り効率が非浸透性よりも高い。,"3,4",,放射線安全管理学,第65回(2013),普通
[B102] 放射線事故時の対応で応急措置の原則に含まれないのはどれか。,通報,安全保持,安全教育,拡大防止,過大評価,3,,放射線安全管理学,第65回(2013),普通
