設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B13] CTにおいて、部分体積効果を減少させるのはどれか。ただし、他の撮影条件は一定に保つものとする。,管電圧の低下,管電流の増加,スライス厚の減少,ピッチファクタの増加,逐次近似法による画像再構成,3,,核医学検査技術学,第73回(2021),普通
[B14] リニア型の超音波プローブによる観察が適しているのはどれか。2つ選べ。,心臓,膵臓,乳腺,頸動脈,前立腺,"3,4",,核医学検査技術学,第73回(2021),普通
[B15] MRIで撮影時間が1/2になるのはどれか。,加算回数を2倍にする。,SENSE factorを2倍にする。,位相エンコード数を2倍にする。,周波数エンコード数を1/2にする。,高速スピンエコー法のエコートレイン数を1/2にする。,2,,核医学検査技術学,第73回(2021),普通
[B16] 上腹部MRIにおける細胞外液性ガドリニウム造影剤を使用したT1強調ダイナミック撮影について正しいのはどれか。,腎癌の診断に有用ではない。,膵癌の診断に有用ではない。,動脈相では、脾臓の造影効果は肝臓のそれよりも低い。,動脈相の撮影は、造影剤投与開始後5分程度で開始する。,動脈相では、腎皮質の造影効果は腎髄質のそれよりも高い。,5,,核医学検査技術学,第73回(2021),普通
[B17] MRCPの適応とならない疾患はどれか。,膵癌,肝血管腫,総胆管癌,胆囊結石,慢性膵炎,2,,核医学検査技術学,第73回(2021),普通
[B18] 超音波が屈折することにより発生するアーチファクトはどれか。2つ選べ。,音響陰影,外側陰影,鏡面反射,レンズ効果,サイドローブ,"2,4",,核医学検査技術学,第73回(2021),普通
[B19] 腎性全身性線維症〈NSF〉の危険因子と考えられるのはどれか。,血液脳関門の破綻,著しいeGFR値の低下,超常磁性酸化鉄製剤の使用,イオン性ヨード造影剤の使用,ガドリニウム造影剤に対するアレルギー歴,2,,核医学検査技術学,第73回(2021),普通
"[B20] 脳の一方向にのみmotion probing gradient［b＝1,000 s･mm−2］が印加された拡散強調像を別に示す。矢印の解剖名称で正しいのはどれか。【別冊No.1 図】",視床,脳回,脳溝,脳脊髄液,脳梁,5,,核医学検査技術学,第73回(2021),普通
[B21] MRIにおけるSARで正しいのはどれか。,静磁場強度が大きいほど低下する。,フリップ角が小さいほど上昇する。,電気伝導率が高い組織ほど低下する。,被検者の体格が大きいほど低下する。,デューティサイクルが高いほど上昇する。,5,,放射線治療技術学,第73回(2021),普通
[B22] 腹部MR像を別に示す。矢印の部分に存在するアーチファクトで正しいのはどれか。【別冊No.2 図】,位相エンコード方向に出現する。,静磁場強度が高いほど顕著になる。,水と脂肪の位相差が原因で生じる。,トランケーションアーチファクトである。,受信バンド幅を狭くすることで低減できる。,2,,放射線治療技術学,第73回(2021),普通
[B23] 超音波検査において低い周波数から高い周波数のプローブに変えた場合に起こるのはどれか。,音速が低下する。,減衰が小さくなる。,距離分解能が高くなる。,組織の境界面での反射が強くなる。,超音波ビームの指向性が低下する。,3,,放射線治療技術学,第73回(2021),普通
[B24] 手部MRIのT1強調冠状断像を別に示す。矢印で示すのはどれか。【別冊No.3 図】,月状骨,舟状骨,有鉤骨,有頭骨,小菱形骨,4,,放射線治療技術学,第73回(2021),普通
[B25] ポジトロン放射性薬剤と集積機序の組合せで正しいのはどれか。,13N-NH3 — 受容体結合,15O-COガスヘモグロビン結合,15O-CO2ガス酸素代謝,15O-O2ガス化学吸着,18F-FDG — アミノ酸代謝,2,,放射線治療技術学,第73回(2021),普通
[B26] ウェル型電離箱放射能測定装置で正しいのはどれか。,β線を測定することができる。,1気圧式は加圧ガス封入式よりも感度が高い。,1kBq以下の放射能を測定するのに適している。,試料の位置による検出効率の変化は無視できる。,測定する核種の違いによる補正係数が設定されている。,5,,放射線治療技術学,第73回(2021),普通
[B27] 半導体検出器を使った核医学装置で正しいのはどれか。,素子が小さいので半導体カメラのコリメータは必要ない。,術中プローブは手術中に高解像度の画像を得ることができる。,半導体カメラのエネルギー分解能はFWHMで15％程度である。,半導体カメラの計数率特性はシンチレーションカメラより優れている。,半導体カメラの散乱線の割合はシンチレーションカメラと同程度である。,4,,放射線治療技術学,第73回(2021),普通
[B28] 心筋シンチグラフィの極座標表示を別に示す。矢印で示す心筋壁はどれか。【別冊No.4 図】,下壁,前壁,側壁,中隔,心尖部,2,,放射線治療技術学,第73回(2021),普通
[B29] 骨シンチグラフィで正しいのはどれか。,検査当日は絶食が必要である。,心筋は生理的集積部位である。,疲労骨折の診断に有用である。,検査前日に下剤の内服が必要である。,放射性医薬品はアミロイド化合物である。,3,,放射線治療技術学,第73回(2021),普通
[B30] 診断用シングルフォトン放射性医薬品の特性として望ましいのはどれか。,薬理作用がある。,β−線を放出する。,複数のγ線エネルギーを持つ。,半減期は長ければ長いほど良い。,目的とする臓器や組織に集積する。,5,,放射線治療技術学,第73回(2021),普通
[B31] 認知症の核医学検査で正しいのはどれか。2つ選べ。,123I−IMP投与3時間後の画像で診断する。,99mTc−ECDの投与は肺からの吸入である。,123I−イオマゼニルは前頭側頭型認知症の診断に用いられる。,123I−イオフルパンはLewy〈レビー〉小体型認知症の診断に用いられる。,Alzheimer〈アルツハイマー〉型認知症では123 I−MIBGの心臓集積が保たれる。,"4,5",,医用画像情報学,第73回(2021),普通
[B32] センチネルリンパ節シンチグラフィで正しいのはどれか。2つ選べ。,悪性黒色腫に用いられる。,99mTc−MDPを使用する。,放射性薬剤を静脈注射する。,リンパ節郭清範囲を決定するのに役立つ。,投与した薬剤は大循環を循環したのちにセンチネルリンパ節に集積する。,"1,4",,医用画像情報学,第73回(2021),普通
[B33] SPECT像のノイズを軽減するのに最も効果的な方法はどれか。,回転半径を短くする。,収集時間を長くする。,マトリクス数を多くする。,エネルギーウィンドウを狭くする。,高分解能型コリメータを装着する。,2,,医用画像情報学,第73回(2021),普通
[B34] 放射性薬剤を用いた動態機能検査の解析法に関係ないのはどれか。,洗い出し法,放射化分析,平均通過時間,クリアランス法,コンパートメント解析,2,,医用画像情報学,第73回(2021),普通
[B35] 前立腺癌cT3aN1M0の患者について正しいのはどれか。,遠隔転移がある。,病期分類I期である。,所属リンパ節転移がある。,手術所見によるTNM分類である。,画像所見を含まないTNM分類である。,3,,医用画像情報学,第73回(2021),普通
[B36] 直線加速器の照射ヘッド構造で正しいのはどれか。,ターゲットで電子を散乱させる。,プライマリコリメータは可変である。,モニタ線量計は指頭形電離箱である。,フラットニングフィルタは電子線で用いる。,270度偏向マグネットは電子ビームを収束させる。,5,,診療画像検査学,第73回(2021),普通
[B37] RALSにおける模擬線源の役割はどれか。,線源強度の確認,線源形状の確認,漏洩線量の確認,線源移送経路の通過確認,ウェル型電離箱線量計の校正,4,,診療画像検査学,第73回(2021),普通
[B38] 治療計画用CT装置で必要なのはどれか。2つ選べ。,フラット天板,レーザーポインタ,ガントリのチルト装置,フラットパネルデテクタ,MV-コーンビームCT撮影が可能なX線管装置,"1,2",,診療画像検査学,第73回(2021),普通
[B39] 電子線を80％線量域に300 cGy照射する場合のMU値に最も近いのはどれか。ただし、出力係数0.900、モニタ校正値1.02 cGy・MU−1とする。,250,300,350,400,450,4,,診療画像検査学,第73回(2021),普通
[B40] 画像誘導放射線治療〈IGRT〉で臓器照合可能なのはどれか。2つ選べ。,kV画像,MV画像,体表面画像,超音波画像,コーンビームCT画像,"4,5",,基礎医学大要,第73回(2021),普通
[B41] 画像検査で腫瘤を同定できない低リスク前立腺癌の局所外部照射の治療計画で正しいのはどれか。,脊髄をリスク臓器〈OAR〉とした。,直腸をリスク臓器〈OAR〉とした。,前立腺全体を肉眼的腫瘍体積〈GTV〉とした。,前立腺に1cmのマージンを付加して臨床標的体積〈CTV〉とした。,計画標的体積〈PTV〉は臨床標的体積〈CTV〉と同じ体積とした。,2,,基礎医学大要,第73回(2021),普通
[B42] 根治を目的とした通常分割照射で総線量が最も大きいのはどれか。,喉頭癌,食道癌,前立腺癌,頭蓋内胚腫,悪性リンパ腫,3,,基礎医学大要,第73回(2021),普通
[B43] 最も速やかに放射線治療を開始すべき症状はどれか。,食道癌による嚥下障害,骨転移による多発性の2痛,脊椎転移による脊髄横断症状,大腿骨骨転移部位の骨折による歩行困難,肺癌胸膜病変由来の胸水貯留による呼吸困難,3,,基礎医学大要,第73回(2021),普通
[B44] 肺癌の放射線治療について正しいのはどれか。,進行期肺癌の治癒率は80％程度である。,局所進行性の非小細胞肺癌には小線源治療が標準治療である。,早期の非小細胞肺癌には体幹部定位放射線治療の適応がある。,放射線肺臓炎は放射線治療から数年後に発症のピークがある。,肺の病巣へ放射線治療を行う場合に化学療法の併用は禁忌である。,3,,基礎医学大要,第73回(2021),普通
[B45] 階調処理はどれか。,ボケマスク処理,トレンド除去処理,ヒストグラム平坦化処理,メディアンフィルタ処理,リージョングローイング処理,3,,基礎医学大要,第73回(2021),普通
[B46] 医用画像の特徴として正しいのはどれか。2つ選べ。,画像圧縮にはアフィン変換が使用される。,ウインドウ幅を大きくするとコントラストが高くなる。,2バイト整数型では各画素にから255の値を割り振る。,ウインドウレベルを変化させるとモニタの輝度が変化する。,DICOM規格は医用画像の閲覧互換性を確保するために用いられる。,"4,5",,基礎医学大要,第73回(2021),普通
[B47] コンピュータソフトウェアにおけるオペレーティングシステム〈OS〉の機能はどれか。,リスク分析,知的財産権の管理,プロジェクト管理,データベースシステムの管理,ユーザインターフェースの提供,5,,基礎医学大要,第73回(2021),普通
[B48] 遠隔画像診断〈テレラジオロジー〉について正しいのはどれか。,画像の送信時は患者情報の匿名化を行う。,被依頼施設の医師による診察が必要である。,被依頼施設は特定機能病院でなければならない。,依頼施設と被依頼施設の双方に電子カルテが導入されていなければならない。,各施設間はセキュリティ担保のためVPN〈Virtual Private Network〉回線等で接続する。,5,,基礎医学大要,第73回(2021),普通
[B49] cycles/mmの正弦波を0.1 mm間隔で標本化したデジタルデータから再現される正弦波の空間周波数［cycles/mm］はどれか。,0,2,3,5,10,2,,基礎医学大要,第73回(2021),普通
[B50] 臓器と腫瘍との組合せで関係ないのはどれか。,大脳 — びまん性星細胞腫,食道 — 平上皮癌,肺 — 小細胞癌,乳腺 — 腺癌,腎臓 — 褐色細胞腫,5,,基礎医学大要,第73回(2021),普通
[B51] 垂直感染するのはどれか。2つ選べ。,結核菌,麻疹ウイルス,A型肝炎ウイルス,B型肝炎ウイルス,ヒト免疫不全ウイルス,"4,5",,基礎医学大要,第73回(2021),普通
[B52] 後腹膜腔にあるのはどれか。,十二指腸下行脚,空腸,回腸,横行結腸,S状結腸,1,,基礎医学大要,第73回(2021),普通
[B53] 単関節はどれか。,肩関節,肘関節,膝関節,足関節,リスフラン関節,1,,基礎医学大要,第73回(2021),普通
[B54] 骨について正しいのはどれか。2つ選べ。,骨髄は造血機能を有する。,骨膜には知覚神経はない。,長管骨の成長は骨幹で起こる。,体内のカルシウム貯蔵機能がある。,長管骨の関節内には主に骨幹端部が存在する。,"1,4",,基礎医学大要,第73回(2021),普通
[B55] 甲状腺機能低下症を呈するのはどれか。,川崎病,高安病,橋本病,Basedow〈バセドウ〉病,Plummer〈プランマー〉病,3,,放射線生物学,第73回(2021),普通
[B56] 耳管と直接交通するのはどれか。,咽頭,眼窩,喉頭,鼻腔,乳突蜂巣,1,,放射線生物学,第73回(2021),普通
[B57] 認知症をきたす疾患で最も多いのはどれか。,血管性認知症,正常圧水頭症,前頭側頭型認知症,Lewy〈レビー〉小体型認知症,Alzheimer〈アルツハイマー〉型認知症,5,,放射線生物学,第73回(2021),普通
[B58] 季節性アレルギー性鼻炎について正しいのはどれか。,嗅覚障害はない。,食生活は関係ない。,Ⅱ型アレルギーである。,吸入抗原としてはハウスダストが最も多い。,吸入抗原の除去は症状の抑制に有効である。,5,,放射線生物学,第73回(2021),普通
[B59] ウイルス感染症はどれか。,赤痢,梅毒,淋病,コレラ,日本脳炎,5,,放射線生物学,第73回(2021),普通
[B60] 肩関節の回旋腱板の筋のうち腱板損傷をきたすのはどれか。,棘上筋,三角筋,大円筋,大胸筋,烏口腕筋,1,,放射線物理学,第73回(2021),普通
[B61] Meckel〈メッケル〉憩室が存在するのはどれか。,食道,胃,空腸,回腸,結腸,4,,放射線物理学,第73回(2021),普通
[B62] 肺の組織に酸素を供給する血管はどれか。,肺静脈,肺動脈,内胸動脈,肋間動脈,気管支動脈,5,,放射線物理学,第73回(2021),普通
[B63] 心電図のP波に対応するのはどれか。,心室の興奮,心房の興奮,心室の興奮からの回復,心房の興奮からの回復,心房から心室への興奮の伝導,2,,放射線物理学,第73回(2021),普通
[B64] 健常成人の赤血球の平均寿命に最も近いのはどれか。,15日,30日,60日,120日,240日,4,,放射線物理学,第73回(2021),普通
[B65] アポトーシスで生じる特徴的な現象はどれか。,細胞内容物の流出,核クロマチンの凝縮,ミトコンドリアの膨化,DNAの不規則な断片化,細胞内タンパク質の分解,2,,医用工学,第73回(2021),普通
[B66] 腫瘍のα/βが最も小さいのはどれか。,舌癌,声門癌,子宮頸癌,前立腺癌,非小細胞肺癌,4,,医用工学,第73回(2021),普通
[B67] 確率的影響について正しいのはどれか。,多数の細胞死が原因となる。,被ばく後早期に症状が出る。,直線しきい値なしモデルが適用される。,症状からおおよその被ばく線量を推定できる。,被ばく線量が多いほど発症までの潜伏期が短い。,3,,医用工学,第73回(2021),普通
[B68] LETについて正しいのはどれか。,γ線は高LET放射線である。,単位にはGy/μmが用いられる。,LET値の増大に伴いRBE値は直線的に大きくなる。,高LET放射線では低LET放射線に比べて酸素効果は小さい。,高LET放射線では低LET放射線に比べて分割効果は大きい。,4,,放射線計測学,第73回(2021),普通
[B69] 放射線の生物学的影響について正しいのはどれか。,突然変異の生じる率は線量率と無関係である。,低LET放射線の照射でアポトーシスは誘導されない。,G2期からM期への移行期では放射線感受性がS期よりも高い。,照射後の細胞周期の停止は主にS期からG2期への移行期で見られる。,フリーラジカル除去作用をもつ放射線防護剤は照射直後の投与が照射前よりも有効である。,3,,放射線計測学,第73回(2021),普通
[B70] 静止エネルギーが最も大きいのはどれか。,電子,陽子,α粒子,重陽子,中性子,3,,放射線計測学,第73回(2021),普通
[B71] 放射性壊変について正しいのはどれか。,平均寿命は壊変定数に比例する。,半減期は平均寿命の1.44倍である。,半減期は壊変定数と比例の関係にある。,半減期は最初に存在した原子数が半分になる時間である。,壊変定数は最初に存在した原子数が1/eになる時間である。,4,,放射線計測学,第73回(2021),普通
[B72] 511 keVのγ線がコンプトン散乱するときの散乱角90度の散乱線エネルギー［keV］に最も近いのはどれか。,128,170,256,341,511,3,,放射線計測学,第73回(2021),普通
[B73] MeVのα線と2MeVの陽子線の質量衝突阻止能をそれぞれSα、Spとする。Sα／Spに最も近いのはどれか。,1,2,4,8,16,3,,診療画像機器学,第73回(2021),普通
"[B74] 5MHzの超音波が生体軟部組織を伝播するときの波長［mm］に最も近いのはどれか。ただし、生体軟部組織の伝播速度は1,500 m･s−1とする。",0.1,0.3,0.5,1.5,3.3,2,,診療画像機器学,第73回(2021),普通
[B75] 正弦波交流回路の電圧波形vと電流波形iを図に示す。消費電力［W］に最も近いのはどれか。,38,65,75,130,150,1,,診療画像機器学,第73回(2021),普通
[B76] 変圧器の電圧と負荷電流が一定のとき、周波数が高くなった場合の鉄損の変化と銅損の変化との組合せで正しいのはどれか。鉄損銅損,減少する — 変化しない,増加する — 変化しない,増加する — 増加する,変化しない — 減少する,変化しない — 増加する,1,,診療画像機器学,第73回(2021),普通
[B77] 最大目盛10 V、内部抵抗20 kΩの電圧計で最大100 Vまで測定するために必要な倍率器の抵抗［kΩ］はどれか。,120,140,160,180,200,4,,診療画像機器学,第73回(2021),普通
[B78] 下図のオペアンプ回路で、入力電圧V1＝5 V、V2＝3 V、抵抗R1＝2 Ω、R2＝3 Ω、R3＝6 Ωとしたとき、出力電圧VO［V］はどれか。,安21,安19,13,19,21,1,,診療画像機器学,第73回(2021),普通
[B79] 空洞電離箱線量計を用いた診断用X線の線量測定について正しいのはどれか。,温度気圧補正が必要である。,極性効果補正が必要である。,イオン再結合補正が必要である。,水吸収線量校正定数が必要である。,線量計にビルドアップキャップを装着して測定する。,1,,診療画像機器学,第73回(2021),普通
[B80] β線の測定において計測値100カウントが得られたとき、その標準偏差はどれか。,1,5,10,15,20,3,,診療画像機器学,第73回(2021),普通
[B81] ウェル型NaI1Tl3検出器による放射能測定について正しいのはどれか。,測定位置依存性がない。,気体状の試料の放射能測定に用いる。,検出効率は試料の体積には依存しない。,パルス波高分布のデータをもとに、計数値を決定する。,放出β線のエネルギーを含む波高弁別レベルを設定する。,4,,診療画像機器学,第73回(2021),普通
[B82] 光電子増倍管を利用する放射線検出器はどれか。2つ選べ。,GM計数管,OSL線量計,半導体検出器,蛍光ガラス線量計,ラジオクロミックフィルム,"2,4",,診療画像機器学,第73回(2021),普通
[B83] Bragg-Gray〈ブラッグ・グレイ〉の空洞理論の成立条件で正しいのはどれか。,空洞内で消滅する二次電子があること。,二次電子は媒質と空洞内で生じること。,入射光子は空洞内で相互作用を生じないこと。,空洞により二次電子フルエンスが変化すること。,空洞の大きさは二次電子の飛程より大きいこと。,3,,X線撮影技術学,第73回(2021),普通
[B84] 造影剤注入液量が最も多いのはどれか。,注腸造影検査,肩関節造影検査,脊髄腔造影検査,唾液腺造影検査,子宮卵管造影検査,1,,X線撮影技術学,第73回(2021),普通
[B85] 半影を一定にした場合、拡大撮影の拡大率に最も影響があるのはどれか。,許容負荷,撮影時間,焦点サイズ,被ばく線量,受像器のサイズ,3,,X線撮影技術学,第73回(2021),普通
[B86] X線写真を別に示す。撮影法であてはまらないのはどれか。【別冊No.5 図】,検側上腕を外転する。,通常立位で撮影する。,肩甲骨の中央に入射する。,検側の外側を受像器につける。,肩甲骨がY字形に描出される。,1,,X線撮影技術学,第73回(2021),普通
[B87] CTによるAutopsy Imaging〈死亡時画像診断〉について正しいのはどれか。,適切な感染対策を施す。,遺族の同意確認は必要としない。,医療事故調査の目的で行ってはならない。,通常の臨床での検査より低線量で検査を行う。,遺体に挿入されたデバイスは抜去し撮影することが原則である。,1,,X線撮影技術学,第73回(2021),普通
[B88] 検査と被検者への投与物質の組合せで正しいのはどれか。,MRCP — ペルフルブタン1ソナゾイド3,DIC-CT — イオトロラン1イソビスト3,造影超音波検査 — 塩化マンガン四水和物1ボースデル3,ミエログラフィ — イオトロクス酸1ビリスコピン3,CTコロノグラフィ — 二酸化炭素1炭酸ガス3,5,,X線撮影技術学,第73回(2021),普通
[B89] 頭部単純CTを別に示す。病変が存在するのはどれか。【別冊No.6 図】,視床,基底核,前頭葉,側頭葉,頭頂葉,3,,X線撮影技術学,第73回(2021),普通
[B90] 腹部造影CT1別冊No. 7Ａ3と治療2週間後の腹部単純CT1別冊No. 7Ｂ3を別に示す。行われた治療は何か。,凍結療法,肝部分切除術,定位放射線療法,肝動脈化学塞栓術,ラジオ波焼灼療法,4,,X線撮影技術学,第73回(2021),普通
[B91] 手部X線撮影時の肢位を別に示す。正しいのはどれか。【別冊No.8 図】,尺屈,掌屈,底屈,橈屈,背屈,1,,X線撮影技術学,第73回(2021),普通
[B92] 胸部の造影CT像を別に示す。矢印で示すのはどれか。【別冊No.9 図】,奇静脈,肺動脈,上大静脈,下行大動脈,左冠状動脈,2,,X線撮影技術学,第73回(2021),普通
[B93] 腹部造影CT冠状断像を別に示す。矢印で示す臓器はどれか。【別冊No.10 図】,胃,肝臓,腎臓,膵臓,脾臓,5,,画像工学,第73回(2021),普通
[B94] 図のように厚さx［cm］の水ファントム(背景)の中に直径d［cm］の球状の気泡がある。この水ファントムに光子フルエンスϕ0の一様なX線を入射させたとき、背景を透過した光子フルエンスをϕ1、気泡の中心を透過した光子フルエンスをϕ2とする。背景に対するこの気泡の被写体コントラストCを、ϕ安ϕ1 C＝2 ϕ1で定義するとき、Cを表す式で正しいのはどれか。ただし、この入射光子エネルギーに対する水の線減弱係数をμ［cm−1］とし、気泡中の光子の減弱は考えない。また、散乱線の寄与は無視する。,eμd安1,1安e−μd,1安eμ(x−d),eμ(x−d)安1,1安e−μ(x−d),1,,画像工学,第73回(2021),普通
[B95] 図のような3個の線形シフト不変システムが連結された画像システムがある。空間周波数2.0 cycles/mmにおけるシステム1、システム2及びシステム全体のMTF値がそれぞれ0.7、0.7及び0.2であるとき、システム3の2.0 cycles/mmにおけるMTF値に最も近いのはどれか。,0.2,0.3,0.4,0.5,0.7,3,,画像工学,第73回(2021),普通
[B96] 国際放射線防護委員会〈ICRP〉2007年勧告において、組織加重係数が最も小さいのはどれか。,脳,甲状腺,肺,乳 — 房,生殖腺,1,,放射線安全管理学,第73回(2021),普通
[B97] 表面汚染密度限度が4Bq/cm2である核種はどれか。,60Co,137Cs,131I,223Ra,90Y,4,,放射線安全管理学,第73回(2021),普通
[B98] 病院に診療の用に供するエックス線装置を備えた場合に都道府県知事への届出を規定する法令はどれか。,医療法,診療放射線技師法,電離放射線障害防止規則,放射性同位元素等の規制に関する法律,労働安全衛生法,1,,放射線安全管理学,第73回(2021),普通
[B99] 放射線防護体系で正しいのはどれか。,線量限度は経済的要因を考慮して決められなければならない。,線量拘束値は全ての線源から個人が受ける線量の上限である。,リスク拘束値は一つの線源から個人が受ける線量の上限である。,防護の最適化は代替手段の便益に配慮して行わなければならない。,行為の正当化は代替手段のコストに配慮して行わなければならない。,5,,放射線安全管理学,第73回(2021),普通
[B100] チタン酸90Srを誤って吸入摂取した場合の内部被ばく線量の測定法で適切なのはどれか。ただし、飛散量は少ないものとする。,MIRD法,体外計測法,鼻孔スミヤ法,バイオアッセイ法,空気中放射性物質濃度測定法,4,,放射線安全管理学,第73回(2021),普通
