設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B13] 血糖値を上昇させるのはどれか。,インスリン,ガストリン,グルカゴン,プロラクチン,アルドステロン,3,,核医学検査技術学,第64回(2012),普通
[B14] 感染症でないのはどれか。,淋病,破傷風,帯状疱疹,多発性筋炎,流行性耳下腺炎,4,,核医学検査技術学,第64回(2012),普通
[B15] Ⅳ型アレルギー反応2遅延型、細胞性免疫型4はどれか。,気管支喘息,不適合輸血,アトピー性皮膚炎,アナフィラキシー,ツベルクリン反応,5,,核医学検査技術学,第64回(2012),普通
[B16] 扁平上皮癌の頻度が高いのはどれか。,胃癌,膵癌,乳癌,食道癌,大腸癌,4,,核医学検査技術学,第64回(2012),普通
[B17] 肺塞栓症の危険因子はどれか。,肺炎,貧血,心房細動,長期臥床,アスベスト曝露,4,,核医学検査技術学,第64回(2012),普通
[B18] サルコイドーシスの発生頻度が最も高いのはどれか。,脳,甲状腺,肺,胃,腎臓,3,,核医学検査技術学,第64回(2012),普通
[B19] 我が国の肝硬変の原因で最も多いのはどれか。,A型肝炎,B型肝炎,C型肝炎,薬剤性肝炎,アルコール性肝炎,3,,核医学検査技術学,第64回(2012),普通
[B20] 膵臓の外分泌酵素はどれか。2つ選べ。,リパーゼ,アミラーゼ,インスリン,グルカゴン,クレアチニン,"1,2",,核医学検査技術学,第64回(2012),普通
[B21] 子宮頸癌の腫瘍マーカーはどれか。,AFP,HCG,NSE,PSA,SCC,5,,放射線治療技術学,第64回(2012),普通
[B22] 透析が導入される患者の原疾患で最も多いのはどれか。,痛風腎,腎硬化症,腎細胞癌,糖尿病腎症,慢性糸球体腎炎,4,,放射線治療技術学,第64回(2012),普通
[B23] くも膜下出血の原因で最も多いのはどれか。,脳炎,脳梗塞,脳腫瘍,脳動脈瘤,脳内血腫,4,,放射線治療技術学,第64回(2012),普通
[B24] 高血圧をきたさないのはどれか。,褐色細胞腫,インスリノーマ,クッシング症候群,甲状腺機能亢進症,原発性アルドステロン症,2,,放射線治療技術学,第64回(2012),普通
[B25] IVRに該当しないのはどれか。,胃瘻造設術,肝動脈塞栓術,腸骨動脈形成術,画像誘導放射線治療,経皮的エタノール注入療法,4,,放射線治療技術学,第64回(2012),普通
[B26] 緩和治療でないのはどれか。,根治手術,精神的ケア,褥瘡予防処置,医療用麻薬による2痛管理,放射線治療による2痛管理,1,,放射線治療技術学,第64回(2012),普通
[B27] 平成22年簡易生命表で我が国の男性の平均寿命に最も近いのはどれか。,72年,74年,76年,78年,80年,5,,放射線治療技術学,第64回(2012),普通
[B28] 感染症が成立するには、感染源の存在、感染経路の存在および宿主の感受性という4条件が必要である。宿主の感受性に対する予防対策はどれか。,入国時の検疫,麻疹患者の隔離,インフルエンザワクチンの接種,HIV感染妊婦に対する帝王切開,血液製剤の検査による汚染血液の排除,3,,放射線治療技術学,第64回(2012),普通
[B29] 生活習慣病はどれか。2つ選べ。,結核,糖尿病,脳梗塞,バセドウ病,潰瘍性大腸炎,"2,3",,放射線治療技術学,第64回(2012),普通
[B30] ヨード造影剤の副作用で頻度が最も低いのはどれか。,悪心,蕁麻疹,背部痛,顔面蒼白,呼吸困難,3,,放射線治療技術学,第64回(2012),普通
[B31] γ線によるDNA損傷で正しいのはどれか。,2本鎖切断は修復されない。,DNA損傷はγ線に特異的である。,1本鎖切断は2本鎖切断よりも多い。,1本鎖切断は細胞死の直接原因である。,DNA損傷の修復は照射後約1時間で完了する。,3,,医用画像情報学,第64回(2012),普通
[B32] X線に対する反応のα/βが最も小さいのはどれか。,脱毛,下痢,脊髄症,口内炎,湿性落屑,3,,医用画像情報学,第64回(2012),普通
[B33] 放射線の全身被ばくによる晩発障害はどれか。,脱毛,下痢,皮膚炎,急性白血病,白血球減少,4,,医用画像情報学,第64回(2012),普通
[B34] 胸部の放射線治療による合併症のうち確率的影響はどれか。,乳癌,肺炎,不妊,皮膚炎,心血管障害,1,,医用画像情報学,第64回(2012),普通
[B35] 放射線の影響で正しいのはどれか。,遺伝的影響は確定的影響である。,早期障害では確率的影響はない。,確率的影響の重篤度は線量に依存する。,確率的影響の代表的疾患に白内障がある。,固形癌発生までの潜伏期間は白血病よりも短い。,2,,医用画像情報学,第64回(2012),普通
[B36] 放射線によるがんの発生率に関して、低線量域における｢しきい値なし仮説｣を説明した図として正しいのはどれか。ただし、※はがんの自然発生レベルを示す。1. 2.がんの発生率※がんの発生率※線量線量3. 4.がんの発生率※がんの発生率※線量線量5.がんの発生率※線量,1,2,3,4,5,2,,診療画像検査学,第64回(2012),普通
[B37] 放射線感受性の順序で正しいのはどれか。高い低い,骨 — ＞脊髄＞肺,脊髄 — ＞骨＞肺,脊髄 — ＞肺＞骨,肺 — ＞脊髄＞骨,肺 — ＞骨＞脊髄,4,,診療画像検査学,第64回(2012),普通
[B38] 放射線感受性が低いのはどれか。,食道癌,喉頭癌,悪性黒色腫,非小細胞肺癌,悪性リンパ腫,3,,診療画像検査学,第64回(2012),普通
[B39] OERが大きいのはどれか。,α線,γ線,炭素線,ネオン線,中性子線,2,,診療画像検査学,第64回(2012),普通
[B40] 分割照射を行った際、血管周囲の細胞が先に死滅し、2回目以降の照射で外側部分の腫瘍細胞が次に死滅していく現象はどれか。,再増殖,再分布,再酸素化,亜致死障害からの回復,潜在的致死障害からの回復,3,,基礎医学大要,第64回(2012),普通
[B41] 間接電離放射線はどれか。2つ選べ。,炭素線,電子線,陽子線,中性子線,特性X線,"4,5",,基礎医学大要,第64回(2012),普通
[B42] 正しいのはどれか。,原子番号は陽子数と等しい。,鉛の同位体は2種類である。,M殻の最大電子数は個である。,中性子の質量は陽子よりも小さい。,天然に存在する元素は106種類である。,1,,基礎医学大要,第64回(2012),普通
[B43] 下式の反応で生じるエネルギーQ 3MeV5はどれか。7 Li＋1H或4 He＋4He＋Qただし、1H：1.0073 u、4He：4.0026 u、7Li：7.0160 u、1 u＝932 MeVとする。,13,17,21,25,29,2,,基礎医学大要,第64回(2012),普通
[B44] 半減期29年の90Srは分岐比1で半減期64時間の90Yに壊変する。40 GBqの90Srが58年経過したとき、90Yの放射能3GBq5はどれか。,0,5,10,20,40,3,,基礎医学大要,第64回(2012),普通
[B45] 特性X線に関係するのはどれか。,クラマースの式,メスバウアー効果,モーズレーの法則,デュエン・ハントの法則,ガイガー・ヌッタルの法則,3,,基礎医学大要,第64回(2012),普通
[B46] 30 keV光子が水に入射した場合の相互作用はどれか。2つ選べ。,光電吸収,光核反応,三対子生成,電子対生成,コンプトン散乱,"1,5",,基礎医学大要,第64回(2012),普通
[B47] 電子と物質の相互作用で正しいのはどれか。,原子番号が大きいほど弾性散乱は小さい。,エネルギーが大きいほど弾性散乱は大きい。,原子番号が大きいほど質量衝突阻止能は大きい。,原子番号が大きいほど質量放射阻止能は大きい。,エネルギーが大きいほど質量放射阻止能は小さい。,4,,基礎医学大要,第64回(2012),普通
[B48] 中性子で正しいのはどれか。,速中性子の遮へいには鉛が有効である。,"2γ, n4反応にしきいエネルギーはない。","熱中性子で10B2n, α47Li反応が生じる。",β＋壊変で陽子と反ニュートリノを放出する。,アップクォーク2個とダウンクォーク1個で構成されている。,3,,基礎医学大要,第64回(2012),普通
[B49] 音響インピーダンスに影響を与えるのはどれか。2つ選べ。,音 — 圧,音 — 速,周波数,媒質の体積,媒質の密度,"2,5",,基礎医学大要,第64回(2012),普通
[B50] Hounsfield値mCT値nを求める式はどれか。ただし、μt、μwおよびμaはそれぞれ組織、水および空気の線減弱係数とする。1000(μ w安μ t),μa 1000(μ t安μ a),μa 1000(μ t安μ w),μw 1000(μ t安μ w),μt 1000(μ w安μ t),μt,3,,基礎医学大要,第64回(2012),普通
[B51] 光電子増倍管の電極に1個の電子が入射すると2個の二次電子が発生するとき、10段の電極で得られる電子の数はどれか。,20,100,512,1024,2048,4,,基礎医学大要,第64回(2012),普通
[B52] 抵抗率2.66 × 10−8 Ω mの導線がある。断面積が2mm2、長さが500 mであるときの抵抗3Ω5はどれか。,6.65,6.65 × 10−1,1.06 × 10−2,6.65 × 10−3,1.06 × 10−4,1,,基礎医学大要,第64回(2012),普通
[B53] 図の回路に10分間通電したところ、36 kJのエネルギーを消費した。使用した抵抗RとリアクタンスXはどれか。1A R 100 V X R3Ω5 X3Ω5,30 — 40,40 — 60,60 — 80,80 100,100 120,3,,基礎医学大要,第64回(2012),普通
[B54] 0.5 μFのコンデンサ式X線装置を90 kVに充電した後、15 mAs放電したときの波尾切断電圧3kV5はどれか。,20,30,40,50,60,5,,基礎医学大要,第64回(2012),普通
[B55] 人体に電流を1秒通電したとき、マクロショックの電流値で正しいのはどれか。2つ選べ。,10 μA以下の電流は安全である。,5mAの電流は最小感知電流である。,30 mAの電流は離脱できる電流である。,50 mAの電流は最大許容電流である。,— A以上の電流は火傷を生じる。,"1,5",,放射線生物学,第64回(2012),普通
[B56] pn接合ダイオードで正しいのはどれか。2つ選べ。,直流を交流に変換する。,整流作用によって双方向に電流が流れる。,ツェナーダイオードは逆方向で電流が一定になることを利用する。,フォトダイオードでは接合部に光を当てたときのみ整流作用を行う。,逆方向バイアスではp型にマイナスの、n型にプラスの電圧を加える。,"4,5",,放射線生物学,第64回(2012),普通
[B57] 演算増幅回路を図に示す。入力電圧が安1 Vのとき、出力電圧VO3V5はどれか。,0.015,0.15,1.5,15,150,4,,放射線生物学,第64回(2012),普通
[B58] 単位としてGyを用いるのはどれか。2つ選べ。,エネルギーフルエンス,カーマ,吸収線量,実効線量,照射線量,"2,3",,放射線生物学,第64回(2012),普通
[B59] カーマを求める際、エネルギーフルエンスに乗じる相互作用係数はどれか。,質量減弱係数,質量衝突阻止能,質量放射阻止能,質量エネルギー吸収係数,質量エネルギー転移係数,5,,放射線生物学,第64回(2012),普通
[B60] 放射線検出器に関する組合せで正しいのはどれか。2つ選べ。,電離箱 — シンチレーション,CR-39 — 黒化度,NaI2Tl4 — 潮解性,GM計数管 — 電子なだれ,蛍光ガラス線量計 — グロー曲線,"3,4",,放射線物理学,第64回(2012),普通
[B61] ファーマ形電離箱線量計を用いた診断用X線の線量測定で正しいのはどれか。,温度気圧補正が必要である。,極性効果補正が必要である。,照射野は線量計の幅に合わせて絞る。,電離容積の小さいものは使用できない。,線量計にビルドアップキャップを装着して測定する。,1,,放射線物理学,第64回(2012),普通
[B62] GM計数管で正しいのはどれか。2つ選べ。,β線の検出が可能である。,放射線エネルギーの分析が可能である。,分解時間内に入射してきた放射線が計数される。,出力パルスの大きさは一次イオン対数に比例する。,連続放電を停止させるために、クエンチングガスを用いる。,"1,5",,放射線物理学,第64回(2012),普通
[B63] 電離箱線量計の一般再結合損失に影響を与えないのはどれか。,LET,印加電圧,電極間隔,中心電極の半径,外側電極の半径,1,,放射線物理学,第64回(2012),普通
[B64] 放射線の電離作用を直接利用するのはどれか。,Ge半導体検出器,金箔しきい検出器,蛍光ガラス線量計,チェレンコフ検出器,CsI2Tl4シンチレーション検出器,1,,放射線物理学,第64回(2012),普通
[B65] NaI2Tl4のホールボディカウンタで測定できるのはどれか。,実効線量,甲状腺等価線量,体内のγ線放出核種の放射能,体内の純β放出核種の放射能,体内に存在する放射性物質からのα線スペクトル,3,,医用工学,第64回(2012),普通
[B66] 端窓形GM計数管によるβ−線源の放射能測定の配置を図に示す。線源から入射窓を見込む立体角Ωがπ/5ステラジアン、正味の計数率が100 cpsであるときのβ−線源の放射能3Bq5はどれか。ただし、線源はβ−を100 %放出し、線源による自己吸収は無視できる。また、GM計数管のβ−線に対する検出効率を1とする。,100,159,500,1570,2000 88,5,,医用工学,第64回(2012),普通
[B67] Yのγ線スペクトルを図に示す。正しいのはどれか。チャンネル当たりの計数値チャンネル番号,Aはシングルエスケープピークである。,Bはダブルエスケープピークである。,Cは後方散乱ピークである。,コンプトン端は見られない。,511 keVのピークは898 keV光子によって生じた陽電子の消滅γ線を示す。,2,,医用工学,第64回(2012),普通
[B68] 診療放射線技師が実施できる業務内容はどれか。,麻酔薬を投与する。,造影剤の選択を行う。,注射針を静脈に刺入する。,ゾンデを胃内に挿入する。,患者にX線検査に関する説明を行う。,5,,放射線計測学,第64回(2012),普通
[B69] X線CT撮影で発生するおそれがあるのはどれか。,放射線肺炎,赤血球の減少,騒音による聴力障害,脳動脈クリップの逸脱,心臓ペースメーカの誤作動,5,,放射線計測学,第64回(2012),普通
[B70] X線写真の鮮鋭度が向上するのはどれか。,撮影時間を長くする。,撮影距離を短くする。,感光材料の粒子径を大きくする。,被写体安検出器間距離を短くする。,X線管焦点を小焦点から大焦点にする。,4,,放射線計測学,第64回(2012),普通
[B71] 体表ポイントと脊柱の位置の組合せで正しいのはどれか。,喉頭隆起 — 第1頸椎レベル,胸骨角 — 第頸椎レベル,剣状突起 — 第2胸椎レベル,腸骨稜 — 第腰椎レベル,恥骨結合上縁 — 仙骨レベル,4,,放射線計測学,第64回(2012),普通
[B72] OMラインの定義はどれか。,外耳孔中心と外眼角を結ぶ線,両側の乳様突起下縁を結ぶ線,外耳孔上縁と眼窩下縁を結ぶ線,大後頭孔後縁と硬口蓋後縁を結ぶ線,硬口蓋後縁と後頭骨の最低点を結ぶ線,1,,放射線計測学,第64回(2012),普通
[B73] 胸部立位X線写真を後前方向で撮影する理由はどれか。,気管分岐部を描出する。,生殖腺の被ばくを軽減する。,グリッドのしま目を除去する。,心臓陰影の拡大率を小さくする。,ホルツクネヒトmHolzknechtn腔を描出する。,4,,診療画像機器学,第64回(2012),普通
[B74] 成人の胸部立位X線撮影で正しいのはどれか。2つ選べ。,低電圧で撮影する。,撮影前に隆椎の位置を確認する。,モリブデンフィルタを使用する。,撮影距離を150〜200 cmに設定する。,肺野濃度が2.0以上になるように撮影条件を設定する。,"2,4",,診療画像機器学,第64回(2012),普通
[B75] 腹部X線写真を呼気で撮影する目的はどれか。,可検領域の拡大,腹部血管の描出,X線管の負荷軽減,腸管内ガスの排出,クロスオーバー効果の抑制,1,,診療画像機器学,第64回(2012),普通
[B76] 左側臥位腹部正面X線撮影が診断に最も有用なのはどれか。,腎結石,急性膵炎,慢性胃炎,消化管穿孔,腹部大動脈瘤,4,,診療画像機器学,第64回(2012),普通
[B77] 膝関節の撮影法はどれか。,レーゼ法,ストライカー法,ステンバース法,ローゼンバーグ法,コールドウェル法,4,,診療画像機器学,第64回(2012),普通
[B78] 乳房X線写真を別に示す。正しいのはどれか。【別冊No.1 図】,C-C方向の撮影である。,脂肪性乳房の画像である。,大胸筋が描出されている。,拡大スポット撮影像である。,乳房下軟部組織が描出されていない。,3,,診療画像機器学,第64回(2012),普通
[B79] X線管に照射筒を装着するのはどれか。,歯科撮影,頸椎撮影,胸椎撮影,腰椎撮影,手指骨撮影,1,,診療画像機器学,第64回(2012),普通
[B80] 上部消化管X線造影で鎮痙薬を投与する理由はどれか。2つ選べ。,胃泡を消失させる。,胃の蠕動を抑制する。,胃液の分泌を抑制する。,造影剤による副作用を予防する。,硫酸バリウムの粘稠度を低下させる。,"2,3",,診療画像機器学,第64回(2012),普通
[B81] 24時間後に追加撮影が行われることがあるのはどれか。,食道造影,冠動脈造影,内視鏡的逆行性胆管膵管造影,逆行性尿道造影,子宮卵管造影,5,,診療画像機器学,第64回(2012),普通
[B82] 造影CT後の三次元処理画像を別に示す。画像処理はどれか。【別冊No.2 図】,最小値投影法,最大値投影法,多断面変換表示法,ワイヤーフレーム法,ボリュームレンダリング法,5,,診療画像機器学,第64回(2012),普通
[B83] 右足のX線写真を別に示す。矢印で示すのはどれか。【別冊No.3 図】,距骨,踵骨,楔状骨,舟状骨,立方骨,5,,X線撮影技術学,第64回(2012),普通
[B84] 上部消化管X線造影検査後の腹部立位X線写真を別に示す。矢印で示すのはどれか。【別冊No.4 図】,空腸,回腸,結腸,盲腸,十二指腸,3,,X線撮影技術学,第64回(2012),普通
[B85] 上部消化管X線造影写真を別に示す。考えられるのはどれか。【別冊No.5 図】,潰瘍,進行癌,ポリープ,慢性胃炎,粘膜下腫瘍,2,,X線撮影技術学,第64回(2012),普通
[B86] 腹部CT冠状断像を別に示す。背側から腹側に向かって2番目の画像はどれか。【別冊No.6 図】,ア,イ,ウ,エ,オ,4,,X線撮影技術学,第64回(2012),普通
[B87] 頭部CT像を別に示す。考えられるのはどれか。【別冊No.7 図】,脳炎,髄膜炎,硬膜下血腫,硬膜外血腫,くも膜下出血,5,,X線撮影技術学,第64回(2012),普通
[B88] 増感紙-フィルム系を用いて20段のアルミニウムステップウェッジを撮影した。ある同一撮影条件における1回照射と2回照射のグラフを図に示す。このグラフから特性曲線を作成した場合、相対線量の対数値1.5に対応する写真濃度はどれか。ただし、log10 2＝0.3とする。2回照射3.0 1回照射写真濃度2.0 1.0 0 20 15 10 5 1ステップ段数,0.5,1.0,1.5,2.5,3.5,4,,X線撮影技術学,第64回(2012),普通
[B89] C-Dダイアグラムを作成する際、使用するのはどれか。,ラダーファントム,ワイヤファントム,バーガーファントム,ハウレットチャート,ランドルト環チャート,3,,X線撮影技術学,第64回(2012),普通
[B90] DR系におけるMTFで正しいのはどれか。2つ選べ。,位置不変性が成立する。,エッジ像のESFをフーリエ変換してMTFを求める。,プリサンプリングMTFはエリアシングの影響を含まない。,スリット像の線像強度分布からフーリエ変換してMTFを求める。,オーバーオールMTFはデジタルMTFとディスプレイMTFの和である。,"3,4",,X線撮影技術学,第64回(2012),普通
[B91] 自己相関関数をフーリエ変換して得られるのはどれか。,WS,MTF,PTF,ROC,RMS,1,,X線撮影技術学,第64回(2012),普通
[B92] 信号のある画像をs、雑音のみの画像をnとし、観察者の判定で｢信号あり｣をS、｢信号なし｣をNとするとき、ROC解析の刺激安反応行列で正しいのはどれか。2つ選べ。ただし、P2X | x4は条件付確率である。,P2S | s4を感度という。,P2N | s4を特異度という。,P2S | n4をヒットという。,P2N | n4を真陰性率という。,P2N | s4＋P2S | s4は1を超える。,"1,4",,X線撮影技術学,第64回(2012),普通
[B93] 放射線診療従事者の放射線防護体系に対する考え方の順序で正しいのはどれか。,防護の最適化 — 旭個人の線量限度旭行為の正当化,防護の最適化 — 旭行為の正当化旭個人の線量限度,行為の正当化 — 旭個人の線量限度旭防護の最適化,行為の正当化 — 旭防護の最適化旭個人の線量限度,個人の線量限度 — 旭防護の最適化旭行為の正当化,4,,画像工学,第64回(2012),普通
[B94] 組織荷重係数2ICRP 2007年勧告4が0.1を超えるのはどれか。2つ選べ。,肺,食道,乳房,甲状腺,唾液腺,"1,3",,画像工学,第64回(2012),普通
[B95] 診療放射線技師法で正しいのはどれか。2つ選べ。,医師の指示の下に、放射性同位元素を人体内に挿入することができる。,免許を取り消された者は、10日以内に、免許証を厚生労働大臣に返納しなければならない。,医師又は歯科医師の具体的な指示を受けなければ、放射線を人体に対して照射してはならない。,免許証を失い、再交付を受けた後、失った免許証を発見したときは、旧免許証を30日以内に、厚生労働大臣に返納しなければならない。,多数の者の健康診断を一時に行う場合において、100万電子ボルト未満のエネルギーを有するエックス線を照射するときは、医師の立会いを必要としない。,"2,3",,画像工学,第64回(2012),普通
[B96] 医療法施行規則におけるエックス線診療室の構造設備基準はどれか。2つ選べ。,人が常時出入りする出入口は1か所とする。,エックス線診療室である旨を示す標識を付す。,主要構造部は耐火構造とする。,エックス線発生時に自動的にその旨を表示する装置を設ける。,画壁の外側を人が通行する可能性がある場合は、画壁の遮へい能力を1 mSv /週以下とする。131,"2,5",,放射線安全管理学,第64回(2012),普通
[B97] Iを37 MBq投与された直後の患者と2mの距離で1時間同席した場合、同席者の被ばく線量3μSv5に最も近い値はどれか。ただし、1cm線量当量率定数は0.065 μSv・m2・MBq−1・h−1とする。,0.3,0.6,1.2,2.4,4.8,2,,放射線安全管理学,第64回(2012),普通
[B98] 放射線診療従事者の線量限度の組合せで正しいのはどれか。2つ選べ。,実効線量 — 20 mSv/年,女子の実効線量 — 2mSv/4月,皮膚の等価線量 — 300 mSv/年,眼の水晶体の等価線量 — 150 mSv/年,緊急作業における実効線量 — 100 mSv,"4,5",,放射線安全管理学,第64回(2012),普通
[B99] 測定機器と測定対象の組合せで正しいのはどれか。,レムカウンタ — 排液中の放射性同位元素濃度,フリッケ線量計 — 個人被ばく線量,個体飛跡検出器 — 排気中の放射性同位元素濃度,GMサーベイメータ — 作業台の表面汚染密度,ハンドフットクロスモニタ — 管理区域内の空間線量率,4,,放射線安全管理学,第64回(2012),普通
[B100] 等価線量を算出するのに必要なのはどれか。2つ選べ。,組織重量,線質係数,組織荷重係数,放射線荷重係数,組織の平均吸収線量,"4,5",,放射線安全管理学,第64回(2012),普通
[B101] 表面汚染の管理で正しいのはどれか。2つ選べ。,傷口の汚染は直ちに温流水で洗い流す。,体内摂取防止には乾式除染が有効である。,皮膚の除染には消毒用エタノールを用いる。,表面汚染の検出にはスミア法が有効である。,表面密度限度の5分の1以下であれば管理区域外へ持ち出してよい。,"1,4",,放射線安全管理学,第64回(2012),普通
[B102] 公衆被ばくとみなされるのはどれか。,ジェット機のパイロットの被ばく,放射線業務従事者の胎児の被ばく,X線撮影された患者の介助者の被ばく,X線を用いた臨床研究の志願者の被ばく,放射性同位元素を利用する研究者の被ばく,2,,放射線安全管理学,第64回(2012),普通
