設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B15] 飛沫感染するのはどれか。2つ選べ。,破傷風菌,ノロウイルス,風疹ウイルス,インフルエンザウイルス,ヒトパピローマウイルス,"2,3,4",,核医学検査技術学,第66回(2014),普通
[B16] 垂直感染するのはどれか。2つ選べ。,結核菌,麻疹ウイルス,A型肝炎ウイルス,B型肝炎ウイルス,ヒト免疫不全ウイルス,"4,5",,核医学検査技術学,第66回(2014),普通
[B17] ショックの原因とならないのはどれか。,脱水,肺気腫,急性心筋梗塞,心タンポナーデ,アナフィラキシー,2,,核医学検査技術学,第66回(2014),普通
[B18] 疲労骨折を最も生じやすいのはどれか。,鎖骨,尺骨,大腿骨,腓骨,中足骨,5,,核医学検査技術学,第66回(2014),普通
[B19] 成人における無気肺の原因で頻度が高いのはどれか。,肺癌,心不全,気管支異物,気管支喘息,慢性閉塞性肺疾患,1,,核医学検査技術学,第66回(2014),普通
[B20] 動脈硬化が原因となるのはどれか。2つ選べ。,心筋梗塞,拡張型心筋症,深部静脈血栓症,腎血管性高血圧症,原発性肺高血圧症,"1,4",,核医学検査技術学,第66回(2014),普通
[B21] 欠乏することで血液凝固異常を生じるのはどれか。,ビタミンA,ビタミンB1,ビタミンB6,ビタミンE,ビタミンK,5,,放射線治療技術学,第66回(2014),普通
[B22] 子宮に最も高頻度に生じる良性腫瘍の由来細胞はどれか。,子宮頸部間質線維細胞,子宮体部漿膜中皮細胞,子宮体部筋層平滑筋細胞,子宮体部内膜腺上皮細胞,子宮頸部頸管円柱上皮細胞,3,,放射線治療技術学,第66回(2014),普通
[B23] くも膜下出血の原因で最も頻度が高いのはどれか。,外傷,脳梗塞,脳動脈瘤,脳内出血,脳動静脈奇形,3,,放射線治療技術学,第66回(2014),普通
[B24] 疾患とその原因となるホルモンの組合せで正しいのはどれか。,糖尿病――――――――――――――プロラクチン,尿崩症――――――――――――――アルドステロン,褐色細胞腫――――――――――――グルカゴン,Basedow〈バセドウ〉病――――――――サイロキシン,Cushing〈クッシング〉症候群―――――ドパミン,4,,放射線治療技術学,第66回(2014),普通
[B25] 成人と比較して小児に生じる頻度が高いのはどれか。,神経芽腫,褐色細胞腫,転移性副腎腫瘍,原発性アルドステロン症,Cushing〈クッシング〉症候群,1,,放射線治療技術学,第66回(2014),普通
[B26] 前立腺癌の治療に用いるのはどれか。,90Y内用療法,ラジオ波焼灼療法,内視鏡的粘膜切除術,192Ir密封小線源永久挿入法,強度変調放射線治療〈IMRT〉,5,,放射線治療技術学,第66回(2014),普通
[B27] 肺血栓塞栓症に用いられない治療法はどれか。,外科的血栓摘除術,経皮的血栓摘除術,経皮的血栓溶解術,経皮的ステント留置術,下大静脈フィルター留置術,4,,放射線治療技術学,第66回(2014),普通
[B28] 電離放射線作業に伴う健康障害でないのはどれか。,肺気腫,白血病,白内障,皮膚潰瘍,再生不良性貧血,1,,放射線治療技術学,第66回(2014),普通
[B29] 病院のインシデント報告を利用する目的で適切でないのはどれか。,職場環境の整備,再発防止対策の検討,他部署との情報共有,インシデントの当事者の責任追及,インシデントを生じた要因の分析,4,,放射線治療技術学,第66回(2014),普通
[B30] ヨード造影剤の使用を決定する際に最も注意すべき項目はどれか。,貧血,出血傾向,肝機能障害,腎機能障害,呼吸機能障害,4,,放射線治療技術学,第66回(2014),普通
[B31] 生体に放射線を照射すると起こる現象で、最も短時間で生じるのはどれか。,塩基損傷,DNA修復,酵素の誘導,アポトーシス,コンプトン散乱,5,,医用画像情報学,第66回(2014),普通
[B32] γ線によるDNA損傷について正しいのはどれか。,一重鎖切断は修復されない。,二重鎖切断は細胞死に関連する。,塩基損傷は二重鎖切断より少ない。,一重鎖切断数はイオン数に等しい。,二重鎖切断の修復機構は一種類である。,2,,医用画像情報学,第66回(2014),普通
[B33] 半致死線量LD50/30を被ばくしたときの主な死因はどれか。,骨髄障害,皮膚障害,呼吸器障害,消化管障害,中枢神経障害,1,,医用画像情報学,第66回(2014),普通
[B34] 内部被ばくの原因になる天然放射性核種はどれか。2つ選べ。,40K,90Sr,131I,137Cs,222Rn,"1,5",,医用画像情報学,第66回(2014),普通
[B35] 国際放射線防護委員会〈ICRP〉2007年勧告による、全集団に対するがんの「低線量率放射線被ばく後の確率的影響に対する損害で調整された名目リスク係数［Sv－1］」はどれか。,5.5 × 10－1,5.5 × 10－2,5.5 × 10－3,5.5 × 10－4,5.5 × 10－5,2,,医用画像情報学,第66回(2014),普通
[B36] 妊娠中に2 Gy被ばくした場合、奇形が生じる可能性が高い時期はどれか。,受 — 精,着 — 床,器官形成期,胎児期,出 — 産,3,,診療画像検査学,第66回(2014),普通
[B37] 放射線感受性が2番目に高いのはどれか。,骨,肺,皮膚,生殖腺,リンパ球,4,,診療画像検査学,第66回(2014),普通
[B38] 放射線感受性が3番目に高いのはどれか。,腎癌,乳癌,甲状腺癌,悪性リンパ腫,多発性骨髄腫,2,,診療画像検査学,第66回(2014),普通
[B39] 放射線感受性が高いのはどれか。2つ選べ。,G0期,G1期後期,G2期,M期,S期後半～G2期初期,"2,4",,診療画像検査学,第66回(2014),普通
[B40] 高LET放射線の特徴として正しいのはどれか。,酸素効果比が高い。,細胞周期依存性が高い。,細胞の損傷からの回復が早い。,陽子線は高LET放射線である。,放射線低感受性の腫瘍の治療に適する。,5,,基礎医学大要,第66回(2014),普通
[B41] 波長が0.041 nmである光子のエネルギー[keV]はどれか。ただし、プランク定数＝6.6 × 10－34 J s、光速度＝3.0 × 108 m/s、1 eV＝1.6 × 10－19 Jとする。,4.8,12,20,30,48,4,,基礎医学大要,第66回(2014),普通
[B42] 原子番号Z、質量数A、密度ρ [g/cm3]の物質1 cm3中の電子数はどれか。ただし、アボガドロ定数をNAとする。ρNA,1,2,3,4,5,4,,基礎医学大要,第66回(2014),普通
[B43] 原子核について誤っているのはどれか。,核子は強い相互作用で結合している。,直径はおよそ10-15から10-14 mである。,中間子はクォークと反クォークで構成されている。,1核子当たりの結合エネルギーはおよそ20 MeVである。,中性子はアップクォーク1個とダウンクォーク2個で構成されている。,4,,基礎医学大要,第66回(2014),普通
[B44] N個の放射性同位元素の放射能がAであるとき半減期はどれか。AN,loge 2 loge 2,AN A loge 2,N N loge 2,A,A N loge 2,4,,基礎医学大要,第66回(2014),普通
[B45] 診断領域X線のエネルギースペクトルを図に示す。正しいのはどれか。光子数光子エネルギー[keV],Aの管電圧は95 kVである。,AとBの管電流は同じである。,AとBのターゲットは異なる。,Bにフィルタを付加するとAの形状に近づく。,AとBにL殻への遷移による特性X線が認められる。,1,,基礎医学大要,第66回(2014),普通
[B46] 鉛の電子に対する放射阻止能と衝突阻止能がほぼ等しくなるエネルギー[MeV]はどれか。ただし、鉛の原子番号は82である。,5,10,15,20,25,2,,基礎医学大要,第66回(2014),普通
[B47] 同じ運動エネルギーをもつ陽子線とα線の質量衝突阻止能の比はどれか。,1,2,4,8,16,5,,基礎医学大要,第66回(2014),普通
[B48] 重荷電粒子と物質の相互作用で正しいのはどれか。2つ選べ。,核破砕が生じる。,放射損失は小さい。,電子との衝突で大きく散乱する。,衝突損失は荷電数に反比例する。,衝突損失はエネルギーに比例する。,"1,2",,基礎医学大要,第66回(2014),普通
[B49] 中性子で正しいのはどれか。2つ選べ。,β-壊変する。,直接電離放射線である。,原子核のクーロン場で散乱する。,252Cfの自発核分裂で放出される。,熱中性子のエネルギーは約2.5 eVである。,"1,4",,基礎医学大要,第66回(2014),普通
[B50] 固有音速が最も速いのはどれか。,骨,水,肝臓,空気,血液,1,,基礎医学大要,第66回(2014),普通
[B51] 磁気について正しいのはどれか。,磁束密度は物質の透磁率に反比例する。,磁気モーメントは磁石に固有の値である。,コイル中に蓄積される電磁エネルギーは流れた電流に反比例する。,直線電流に直角に発生する磁界の強さは電流までの距離に比例する。,自己インダクタンスは流れる電流と発生する鎖交磁束の積で定義される。,2,,基礎医学大要,第66回(2014),普通
[B52] コンデンサ回路を図に示す。正しいのはどれか。2つ選べ。ただし、C1の電荷は8 μCとする。C1：1 μF E C2：4 μF,合成容量は0.8μCである。,C2にかかる電圧は8 Vである。,C2に蓄えられる電荷は32μCである。,C1にかかる電圧はC2より大きい。,Eは20 Vである。,,※採点除外問題,基礎医学大要,第66回(2014),普通
[B53] 正弦波交流回路の電圧波形vと電流波形iを図に示す。消費電力[W]に最も近いのはどれか。電圧[V]電流[A] v 15 i 10 5 0 π 2π -5-10-15,38,65,75,130,150,1,,基礎医学大要,第66回(2014),普通
[B54] コンデンサを10 Vに充電した後、抵抗で放電した場合の経時的な電圧の変化を図に示す。この放電回路の時定数[s]に最も近いのはどれか。10電圧（対数目盛）[V] 5 4 3 2 1 0.5 0.4 0.3 0.2 0.1 0 20 40 60 80時間[s],10,20,30,40,50,2,,基礎医学大要,第66回(2014),普通
[B55] 強磁性体のヒステリシス曲線を図に示す。正しいのはどれか。2つ選べ。B [T] Br Hc 0 H [A/m],B rは保磁力である。,永久磁石にはB rの大きい材料が適している。,電磁石の鉄心にはH cの小さい材料が適している。,発生する熱エネルギーはループ面積に反比例する。,電磁石の鉄心にはループ面積の大きい材料が適している。,"2,3",,放射線生物学,第66回(2014),普通
[B56] 半導体について正しいのはどれか。,室温中のドナー原子は負イオンになる。,真性半導体のフェルミ準位は伝導帯に位置する。,フェルミ準位が禁制帯の上方に位置するほど正孔は多い。,pn接合の熱平衡状態では各領域のフェルミ準位は一致する。,pn接合の逆方向バイアスでは多数キャリアが接合面を通過する。,4,,放射線生物学,第66回(2014),普通
[B57] オペレーションアンプ回路を図に示す。出力電圧Vo[V]で正しいのはどれか。20 kΩ 10 kΩ－＋10 kΩ 0.1 V ＋0.2 V－Vo 9 kΩ 1 kΩ,－6.0,－3.0,－2.7,3.0,6.0,1,,放射線生物学,第66回(2014),普通
[B58] 荷電粒子線による吸収線量を算出するための物理量はどれか。2つ選べ。,フルエンス,質量衝突阻止能,エネルギーフルエンス,質量エネルギー吸収係数,質量エネルギー転移係数,"1,2",,放射線生物学,第66回(2014),普通
[B59] 照射線量Xを表す式はどれか。ただし、Ψは光子のエネルギーフルエンス、μtr /ρは空気に対する質量エネルギー転移係数、μen /ρは空気に対する質量エネルギー吸収係数、μ/ρは空気に対する質量減弱係数、Wは空気中で１イオン対を作るのに必要なエネルギー、eは素電荷とする。μ e,X＝Ψ ρW μtr W 2. X＝Ψ ρ e μtr e,X＝Ψ ρ W μen W,X＝Ψ ρ e μen e,X＝Ψ ρ W,,5,,放射線生物学,第66回(2014),普通
[B60] 物理量と単位の組合せで誤っているのはどれか。,カーマ — ―――――――― J kg－1,阻止能 — ―――――――― J m－1,放射能――――――――― s－1,吸収線量率――――――― Gy s－1,質量減弱係数―――― J m2 kg－1,5,,放射線物理学,第66回(2014),普通
"[B61] 水中の小さな空洞内に満たされた質量mの空気にqの電離電荷が生じた場合の水吸収線量Dはどれか。ただし、空気中に1イオン対を生成するための平均エネルギーをWair、素電荷をe、空気に対する水の質量衝突阻止能比を(S col/ρ)w, airとする。q Wair","m e(S col/ρ)w, air q Wair","m e (S col/ρ)w, air m e","— (S /ρ)w, air q Wair col e m Wair","— (S col/ρ)w, air q e m — e","q Wair(S col/ρ)w, air m",2,,放射線物理学,第66回(2014),普通
[B62] 放射性試料を検出器で5分間測定し、5500カウントが得られた。また、バックグラウンド計数値は60分間で3000カウントであった。この試料の正味の計数率[cpm]はどれか。,10,100,1050,1100,2500,3,,放射線物理学,第66回(2014),普通
[B63] 放射線検出器と関係する事項の組合せで正しいのはどれか。2つ選べ。,GM計数管―――――――――――不感時間,半導体検出器―――――――――― W — 値,自由空気電離箱―――――――――吸収線量測定,イメージングプレート――――――フェーディング,シンチレーションカウンタ――――アニーリング,"1,4",,放射線物理学,第66回(2014),普通
[B64] 1回の照射による変化を繰り返し読み取り可能な検出器はどれか。2つ選べ。,MOS FET,蛍光ガラス,イメージングプレート,フラットパネルディテクタ,ラジオクロミックフィルム,"1,2,5",,放射線物理学,第66回(2014),普通
[B65] 光子線の線量計測で誤っているのはどれか。,照射線量は電子平衡状態で測定する。,電子平衡状態では吸収線量とカーマは等しい。,照射線量には二次電子から発生する制動放射線による電荷が含まれる。,電子平衡状態では物質の吸収線量は質量エネルギー吸収係数に比例する。,カーマには荷電粒子の初期運動エネルギーに制動放射線として放出されるエネルギーが含まれる。,3,,医用工学,第66回(2014),普通
[B66] α線源とβ-線源の混合線源を2πガスフロー比例計数管で計測した場合の印加電圧による計数率の変化を図に示す。α線源の放射能[Bq]はどれか。ただし、α線、β-線に対する検出効率は1とする。80000 70000 60000カウント／分カウント/分50000 40000 30000 20000 10000 0 1000 1200 1400 1600印加電圧(V)印加電圧[V],500,660,830,1000,1660,4,,医用工学,第66回(2014),普通
[B67] アルミニウムでの最大飛程が0.5 cmであるβ線の最大エネルギー[MeV]はどれか。ただし、アルミニウムの密度と質量阻止能はそれぞれ2.7 g/cm3、1.5 MeV cm2/gとする。,1.0,1.5,2.0,2.7,4.1,"3,4",,医用工学,第66回(2014),普通
[B68] X線撮影時の診療放射線技師の行為で適切なのはどれか。,肩関節正面撮影時に整位を透視下で行った。,尿道造影検査時に造影剤を逆行性に投与した。,血管造影検査時に造影剤を血管内に投与した。,骨盤正面撮影時に卵巣防護の目的で鉛プロテクタを使用した。,頸椎側面撮影時に耳に付けているピアスを外すように指示した。,5,,放射線計測学,第66回(2014),普通
[B69] X線撮影でコントラスト対雑音比〈CNR〉を向上させる方法で正しいのはどれか。ただし、他の条件は一定とする。,照射野を広くする。,管電圧を低くする。,撮影距離を長くする。,管電流を小さくする。,撮影時間を短くする。,2,,放射線計測学,第66回(2014),普通
[B70] X線撮影条件が75 kV、400 mA、0.4 s、100 cmのとき、蛍光量が90であった。X線撮影条件を75 kV、200 mA、0.2 s、150 cmに変更したときの蛍光量はどれか。,10,15,20,30,45,1,,放射線計測学,第66回(2014),普通
[B71] 体表基準と脊椎の位置との組合せで正しいのはどれか。,下顎角―――――――第1頸椎レベル,胸骨柄上縁―――――第7頸椎レベル,剣状突起――――――第10胸椎レベル,腸骨上縁――――――第3腰椎レベル,恥骨結合上縁――――第2仙椎レベル,3,,放射線計測学,第66回(2014),普通
[B72] 腹部単純X線撮影で正しいのはどれか。,ニボーは石灰化のサインである。,120 kV程度の管電圧で撮影される。,吸気停止下では可検領域が広くなる。,立位正面撮影では横隔膜を確実に含む。,腹腔内遊離ガスの観察には背臥位が適している。,4,,放射線計測学,第66回(2014),普通
[B73] X線撮影法と観察部位の組合せで正しいのはどれか。2つ選べ。,マルチウス法――――――――顆間窩,ステンバース法―――――――錐体,ウォータース法―――――――後頭蓋窩,ローゼンバーグ法――――――肩甲骨,ラウエンシュタイン法――――股関節,"2,5",,診療画像機器学,第66回(2014),普通
[B74] 乳房C-C方向撮影において正しいのはどれか。,乳房支持台の角度は45度である。,管電圧は圧迫乳房厚に正比例する。,自動露出制御〈AEC〉は使用しない。,MLO方向撮影より圧迫圧を弱くする。,外側上部はブラインドエリアになりやすい。,5,,診療画像機器学,第66回(2014),普通
[B75] 水溶性ヨード造影剤で正しいのはどれか。,血漿より浸透圧が低い。,使用前にはヨードテストを実施する。,経口投与では大部分が尿中から排泄される。,モノマー型製剤はダイマー型製剤よりも分子量が大きい。,非イオン性製剤はイオン性製剤よりも即時型副作用が少ない。,5,,診療画像機器学,第66回(2014),普通
[B76] 心臓カテーテル検査で正しいのはどれか。,油性造影剤を使用する。,左室造影像から駆出率を評価できる。,右冠動脈造影では回旋枝が造影される。,大腿動脈から挿入したカテーテルは腹腔動脈を経て心臓へ到達する。,左冠動脈造影ではSwan-Ganz〈スワン・ガンツ〉カテーテルを使用する。,2,,診療画像機器学,第66回(2014),普通
[B77] IVRについて疾患と手技の組合せで正しいはどれか。,胆管癌―――――――ステント留置,肝細胞癌――――――血栓溶解術,骨盤骨折――――――エタノール注入,冠動脈狭窄―――――リザーバー留置,脳動脈瘤破裂――――血管拡張術,1,,診療画像機器学,第66回(2014),普通
[B78] X線CTで正しいのはどれか。,正常な肝臓のCT値は脂肪より高い。,石灰化の描出能はMRIより劣っている。,上腹部の単純CTでは検査前日から絶飲食とする。,脳梗塞巣は正常な脳実質より高い吸収域を呈する。,消化管に残存する硫酸バリウムはアーチファクトとならない。,1,,診療画像機器学,第66回(2014),普通
[B79] 腹部のダイナミックCTで正しいのはどれか。,撮影は自由呼吸下で行う。,造影剤はボーラス投与する。,非放射性のXeガスを使用する。,一度の息止めで多時相を撮影する。,位置決め画像の撮影は造影剤注入開始後に行う。,2,,診療画像機器学,第66回(2014),普通
[B80] DXA法による骨塩定量検査で正しいのはどれか。,CT装置を使用する。,骨密度の単位はg/cm2である。,測定部位は第2中手骨である。,軟部組織の影響を排除するために水を利用する。,アルミニウム製の基準物質を撮影する必要がある。,2,,診療画像機器学,第66回(2014),普通
[B81] 左手関節の後前方向のX線写真(別冊No. 1)を別に示す。正しい組合せはどれか。,ア―――― DIP関節,イ――――基節骨,ウ――――舟状骨,エ――――尺骨,オ――――有頭骨,3,,診療画像機器学,第66回(2014),普通
[B82] 頸椎X線正面写真(別冊No. 2)を別に示す。正しいのはどれか。,開口させて撮影している。,ドッグラインが確認できる。,脊柱管の前後径を計測できる。,束ねた髪の毛が描出されている。,X線中心は頭尾方向15°で斜入している。,4,,診療画像機器学,第66回(2014),普通
[B83] 胸部X線写真(別冊No. 3)を別に示す。最も考えられるのはどれか。,気胸,肺水腫,間質性肺炎,胸部大動脈瘤,サルコイドーシス,5,,X線撮影技術学,第66回(2014),普通
[B84] 食道X線造影写真(別冊No. 4Ａ)とCT像(別冊No. 4B)を別に示す。考えられるのはどれか。,食道癌,食道静脈瘤,逆流性食道炎,食道平滑筋腫,食道裂孔ヘルニア,1,,X線撮影技術学,第66回(2014),普通
[B85] 造影後の三次元腹部CT像(別冊No. 5)を別に示す。正しい組合せはどれか。,ア――――腹腔動脈,イ――――上行結腸,ウ――――下腸間膜動脈,エ――――直腸,オ――――内腸骨動脈,3,,X線撮影技術学,第66回(2014),普通
[B86] 頸動脈性造影CT像(別冊No. 6Ａ、B)を別に示す。正しいのはどれか。2つ選べ。,ＡはCTAPである。,腹水貯留を認める。,門脈閉塞を認める。,食道静脈瘤を認める。,腹腔内出血を認める。,,※採点除外問題,X線撮影技術学,第66回(2014),普通
[B87] 頭痛を訴えて救急外来を受診した際に撮影した頭部単純CT像(別冊No. 7)を別に示す。最も考えられる状態はどれか。,脳内出血,くも膜囊腫,硬膜下血腫,硬膜外血腫,くも膜下出血,5,,X線撮影技術学,第66回(2014),普通
[B88] 関数f(x)をフーリエ変換して得た関数F(u)を図に示す。f(x)を表すのはどれか。0 1. 2. 0 0 3. 4. 0 0 5. 0,1,2,3,4,5,2,,X線撮影技術学,第66回(2014),普通
[B89] デジタル特性曲線で誤っているのはどれか。,入出力の線形性を評価できる。,システムのコントラスト特性を評価できる。,入射X線量のダイナミックレンジを評価できる。,タイムスケール法による測定は相反則不軌の影響を受ける。,ブーツストラップ法による測定は散乱X線の影響を受ける。,4,,X線撮影技術学,第66回(2014),普通
[B90] ウィナースペクトルについて正しいのはどれか。,体積の次元を持つ。,値が小さいほどNEQは小さい。,濃度変動をフーリエ変換して求める。,値が大きいほど信号の検出能は優れる。,高空間周波数領域は量子モトルに影響される。,3,,X線撮影技術学,第66回(2014),普通
[B91] ROC解析について正しいのはどれか。,解析結果は物理的評価と一致する。,ROC曲線の横軸は真陽性率である。,ROC曲線下の面積の最大値は0.5である。,ROC曲線は評価の難易度に影響されない。,ROC曲線間の統計的有意差検定にJackknife法が用いられる。,5,,X線撮影技術学,第66回(2014),普通
[B92] DQEで正しいのはどれか。,面積の次元を持つ。,X線光子の利用効率を表す。,出力画像のSN比に対応する。,NEQと入射光子数との積である。,同一の値であれば解像特性は等しい。,2,,X線撮影技術学,第66回(2014),普通
[B93] 放射線防護体系に対する考え方で正しいのはどれか。2つ選べ。,医療被ばくは線量拘束値を超えてはならない。,被ばくを伴う行為は正当化されなければならない。,防護の正当化は経済的・社会的要因を考慮しなければならない。,医療被ばくを除き、個人の被ばくは線量限度を超えてはならない。,被ばく行為は最適化、正当化、線量限度の順に考慮しなければならない。,"2,4",,画像工学,第66回(2014),普通
[B94] 局所被ばくの場合に実効線量が最も低い組合せはどれか。ただし、放射線加重係数、組織加重係数は国際放射線防護委員会〈ICRP〉2007年勧告の値とする。,食道――――光子,乳房――――電子,唾液腺――――陽 — 子,甲状腺―――― α粒子,生殖腺――――中性子,3,,画像工学,第66回(2014),普通
[B95] 診療放射線技師法で正しいのはどれか。2つ選べ。,照射録は、指示をした医師又は歯科医師の署名を受けなければならない。,医師又は歯科医師の具体的な指示を受けなければ、放射線を人体に照射してはならない。,医師又は歯科医師の指示の下に、放射線照射器具を人体に挿入して照射を行うことを業とする。,業務上知り得た人の秘密を漏らしてはならないが、診療放射線技師でなくなった後はこの限りではない。,医師又は歯科医師の包括的な指示のもと、診療の補助として造影剤注入のために静脈穿刺を行うことができる。,"1,2",,画像工学,第66回(2014),普通
[B96] エックス線装置の届出で医療法施行規則に規定されていないのはどれか。,放射線診療従事者の数,エックス線装置の型式及び台数,障害防止に関する予防措置の概要,病院または診療所の名称及び所在地,エックス線高電圧発生装置の定格出力,1,,放射線安全管理学,第66回(2014),普通
[B97] 医療法施行規則で定める場所と実効線量限度の組合せで正しいのはどれか。,一般病室――――――――――――― 250μSv/3月,病院の居住区域―――――――――― 1 mSv/年,管理区域の境界―――――――――― 1 mSv/3月,病院の敷地の境界――――――――― 250μSv/3月,放射線治療病室の画壁の外側―――― 1.3 mSv/週,4,,放射線安全管理学,第66回(2014),普通
[B98] 放射線障害防止法における放射線業務従事者の健康診断で規定されているのはどれか。2つ選べ。,健康診断の結果は電磁方法により最長3年間保存する。,実効線量限度を超えて被ばくしたおそれがある時に行う。,管理区域に立ち入った後は6か月を超えない期間ごとに行う。,一時的に管理区域に立ち入る場合でも初めての場合には事前に行う。,放射性同位元素により皮膚の創傷面が汚染されたおそれがある時に行う。,"2,5",,放射線安全管理学,第66回(2014),普通
[B99] 放射線測定器と使用用途の組合せで正しいのはどれか。,TLD ――――――――――――――個人の内部被ばく線量測定,ガラス線量計―――――――――排水中の放射性同位元素濃度測定,GM管式サーベイメータ―――――― X線診療室の漏洩線量測定,電離箱式サーベイメータ――――――管理区域床面の表面汚染測定,NaI(Tl)シンチレーション式――――環境の空間線量率測定サーベイメータ,5,,放射線安全管理学,第66回(2014),普通
[B100] 100 MBqの18F線源から2 m離れた地点で毎回15分間、年間80回の18F-FDG腫瘍PETを行った従事者の年間被ばく線量[μSv]に最も近いのはどれか。ただし、18Fの実効線量率定数は、0.14μSv･m2･MBq－1･h－1とする。,7,56,70,140,280,3,,放射線安全管理学,第66回(2014),普通
[B101] 非密封線源の安全管理と取扱いについて正しいのはどれか。,除染処理は汚染箇所の外側から中心部に向けて行う。,管理区域内の床面や壁は液体が浸透しやすい材質とする。,ポリエチレンろ紙はポリエチレン側が上側になるように敷く。,管理区域内では放射性核種を取り扱っていなければ飲食をしてもよい。,ハンドフットクロスモニタ使用時にはスリッパを脱いで汚染の有無を確認する。,1,,放射線安全管理学,第66回(2014),普通
[B102] 在宅医療におけるX線撮影で正しいのはどれか。,歯科用X線撮影は行わない。,脱臼整復のためX線透視を行う。,可搬形装置のため保守管理の必要はない。,撮影時に家族は患者から1 m離れて待機する。,撮影者は0.25 mm鉛当量の防護衣を着用する。-----52,5,,放射線安全管理学,第66回(2014),普通
