設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B15] MRIの高速スピンエコー法で正しいのはどれか。,エコートレイン数を大きくするとMT効果は減る。,エコートレイン数よりも再収束パルス数は多くなる。,エコートレイン数を大きくすると撮影時間が短くなる。,エコートレイン数を大きくするとブラーリングは減る。,エコートレイン数と周波数エンコード数は同数である。,3,,核医学検査技術学,第69回(2017),普通
[B16] 生体内の代謝情報を取得できるのはどれか。,MRA,FLAIR像,拡散強調像,MR hydrography,MRスペクトロスコピー,5,,核医学検査技術学,第69回(2017),普通
[B17] 頸椎のMRIを依頼された。その患者の頸椎X線写真を別に示す。この患者のMRIを行う際に適切なのはどれか。なお、使用されている金属はMRIを行っても安全な素材とする。【別冊No.2 図】,厚いスライスを用いる。,広い受信バンド幅を用いる。,撮影条件を変更する必要はない。,グラディエントエコー法を用いる。,1.5 Tよりも3TのMRI装置を用いるのが望ましい。,2,,核医学検査技術学,第69回(2017),普通
[B18] 脳のMRIで正しいのはどれか。,拡散強調像では脳脊髄液が高信号になる。,横断像を得るための基準線は耳垂直線である。,T2強調像で灰白質は白質よりも高信号となる。,MR cisternographyではガドリニウム造影剤を使用する。,微小な脳梗塞を描出するためにdynamic MRIを施行する。,3,,核医学検査技術学,第69回(2017),普通
[B19] 超音波像における疾患と所見の組合せで正しいのはどれか。,脂肪肝 — コメット様エコー,胆囊炎 — 後方エコー増強,腎結石 — 音響陰影,肝細胞癌 — ブルズアイサイン,転移性肝癌 — モザイクパターン,3,,核医学検査技術学,第69回(2017),普通
[B20] 頸部MRA像を別に示す。矢印で示す血管アとイの組合せで正しいのはどれか。アイ。【別冊No.3 図】,外頸動脈 — 鎖骨下動脈,外頸動脈 — 腕頭動脈,総頸動脈 — 腕頭動脈,内頸動脈 — 腕頭動脈,内頸動脈 — 鎖骨下動脈,2,,核医学検査技術学,第69回(2017),普通
[B21] 胸部MR像を別に示す。静脈血を含有する構造はどれか。2つ選べ。【別冊No.4 図】,ア,イ,ウ,エ,オ,"1,2",,放射線治療技術学,第69回(2017),普通
[B22] 腹部MR脂肪抑制T1強調像を別に示す。矢印で示す構造はどれか。【別冊No.5 図】,胃,膵臓,脾臓,門脈,十二指腸,2,,放射線治療技術学,第69回(2017),普通
[B23] 頭部MRIのT1強調像を別に示す。正しい組合せはどれか。2つ選べ。【別冊No.6 図】,ア — 脳梁,イ — 下垂体柄,ウ — 中脳,エ — 中脳水道,オ — 橋,"1,5",,放射線治療技術学,第69回(2017),普通
[B24] 右側腹部走査で得られた超音波像を別に示す。正しいのはどれか。【別冊No.7 図】,腎結石を認める。,腎盂は拡張している。,肝の辺縁が鈍化している。,肝腎コントラストが増強している。,Morison4モリソン6窩に腹水を認める。,4,,放射線治療技術学,第69回(2017),普通
[B25] ガンマカメラを用いた核医学検査に最も適した放射性核種はどれか。,67Ga,81mKr,99mTc,111In,201Tl,3,,放射線治療技術学,第69回(2017),普通
[B26] 健常者の18F-FDG PETで描出される頻度が低いのはどれか。,脳,肝 — 臓,胆 — 囊,腎 — 臓,大 — 腸,3,,放射線治療技術学,第69回(2017),普通
[B27] TEW法で正しいのはどれか。2つ選べ。,体内の吸収を補正する。,ピクセルごとに補正する。,再構成した画像を補正する。,補正後にカウントが増加する。,クロストーク補正に有用である。,"2,5",,放射線治療技術学,第69回(2017),普通
[B28] SPECTでリングアーチファクトを生じるのはどれか。,患者の体動,感度の不均一,回転中心のずれ,シンチレータの破損,目的臓器以外の高集積,"2,3",,放射線治療技術学,第69回(2017),普通
[B29] 投与直後に撮影を開始するのはどれか。,67Ga-クエン酸ガリウム,99mTc-GSA,Na123I,123I-MIBG,131I-アドステロール,2,,放射線治療技術学,第69回(2017),普通
[B30] 有効視野51 cmのガンマカメラで1.5倍拡大の撮影を行う場合、収集マトリクスを64 × 64としたときのナイキスト周波数〈cycles/cm〉に最も近いのはどれか。,0.42,0.53,0.84,0.94,1.88,4,,放射線治療技術学,第69回(2017),普通
[B31] 肺血流シンチグラフィで正しいのはどれか。,81mKrを用いる。,局所の洗い出しを評価する。,肺塞栓症の診断に有用である。,左右シャントの評価に有用である。,肺血流の絶対値を求めることができる。,3,,医用画像情報学,第69回(2017),普通
[B32] 心臓核医学検査で用いられる放射性医薬品と評価項目の組合せで正しいのはどれか。,18F-FDG — 心筋壊死,99mTc-MIBI — 心筋糖代謝99m,— Tc-PYP心臓交感神経機能123,I-BMIPP — 心筋脂肪酸代謝,123I-MIBG — 心筋血流,4,,医用画像情報学,第69回(2017),普通
[B33] 腎静態シンチグラフィで正しいのはどれか。,投与直後に撮影を行う。,99mTc-DMSAを使用する。,中エネルギーコリメータを使用する。,カプトプリルを用いた負荷試験が行われる。,投与した薬剤は糸球体から特異的に排泄される。18,2,,医用画像情報学,第69回(2017),普通
[B34] F-FDG PETによる腫瘍検査で正しいのはどれか。,血流に比例した集積を示す。,SUVの算出には身長の値が必要である。,放射性医薬品投与 — 時間後から撮影する。,放射性医薬品投与後の運動で骨格筋への集積が増加する。,血糖値が高い場合は放射性医薬品投与直前にインスリンを投与する。,4,,医用画像情報学,第69回(2017),普通
[B35] 職種と業務内容の組合せで正しいのはどれか。,理学療法士 — 社会的適応能力の回復,作業療法士 — 基本的動作能力の回復,介護福祉士 — 福祉サービスの相談と助言,社会福祉士 — 入浴、排せつ及び食事の介護,言語聴覚士 — コミュニケーション障害の改善,5,,医用画像情報学,第69回(2017),普通
[B36] 前立腺癌の予後と最も関係が深いのはどれか。,年 — 齢,全身状態,前立腺容積,前立腺肥大の既往,Gleason4グリソン6スコア,5,,診療画像検査学,第69回(2017),普通
[B37] 永久刺入用密封小線源はどれか。2つ選べ。,60Co,125I,137Cs,192Ir,198Au,"2,5",,診療画像検査学,第69回(2017),普通
[B38] 標準計測法12に基づく光子線の校正点吸収線量測定で正しいのはどれか。2つ選べ。,ファーマ形電離箱が用いられる。,校正深は電離箱の実効中心とする。,校正深はエネルギーが高くなるほど深くなる。,"線質はTPR120,103/TPR110,103で決定される。",エネルギーが高くなるほど線質変換係数は大きくなる。,"1,4",,診療画像検査学,第69回(2017),普通
[B39] 標準計測法12に基づく電子線の水吸収線量計測の基準条件で正しいのはどれか。ただし、R50は線量半価深である。,SSDは90 cmである。,照射野は5 cm × 5 cmである。,校正深は電離箱の幾何学的中心とする。,校正深は10.6 R50安0.13g･cm−2である。,R50 ≧ 4 g･cm−2では固体ファントムを使用する。,4,,診療画像検査学,第69回(2017),普通
"[B40] SAD法一門照射、照射野10 cm × 10 cmで、100 MUを照射したときの基準点吸収線量は102 cGyであった。200 MUを照射した場合のビーム軸上の深さd、照射野Aでの吸収線量〈cGy〉に最も近いのはどれか。ただし、TPR1d,A3＝0.80、OPF1A3＝0.98とする。",80,125,130,160,260,4,,基礎医学大要,第69回(2017),普通
[B41] 重粒子線1陽子線を含む3の照射法で正しいのはどれか。2つ選べ。,二重散乱体法では電磁石を用いる。,散乱体法では患者ボーラスを用いる。,スキャニング法では散乱体を用いる。,スキャニング法では強度変調が可能である。,Wobbler4ワブラー6散乱体法では直流電流を用いる。,"2,4",,基礎医学大要,第69回(2017),普通
[B42] 放射線治療において線量分布を改善する目的で用いるのはどれか。,EPID,固定具,体内マーカ,ファントム,ウェッジフィルタ,5,,基礎医学大要,第69回(2017),普通
[B43] 放射線治療の適応となるのはどれか。2つ選べ。,肝血管腫,子宮筋腫,真性ケロイド,乳腺線維腺腫,脳動静脈奇形,"3,5",,基礎医学大要,第69回(2017),普通
[B44] 放射線治療後の変化として最も早期に出現するのはどれか。,脱毛,脊髄症,白内障,肺線維症,膀胱萎縮,1,,基礎医学大要,第69回(2017),普通
[B45] 論理回路を図に示す。出力Cを表す論理式はどれか。,A・B・A・B,(A＋B)・A・B,(A＋B)＋A・B,(A＋B)＋A・B,(A＋B)＋A・B,4,,基礎医学大要,第69回(2017),普通
[B46] 伝送速度1Gbpsのネットワークシステムで1枚4Mバイトの画像を送信するとき、1秒間に送信できる最大画像数に最も近いのはどれか。,30,65,128,256,512,1,,基礎医学大要,第69回(2017),普通
[B47] 透過率が50％のフィルムと5％のフィルムを重ねたときの全体の写真濃度はどれか。ただし、log102＝0.30とする。,0.39,0.90,1.6,2.5,3.3,3,,基礎医学大要,第69回(2017),普通
[B48] ボケマスク処理で誤っているのはどれか。,2次微分画像を利用する。,原画像の雑音成分は増大する。,多重解像度処理に利用される。,非線形処理の重み係数は原画像の画素値に依存する。,マスクサイズが小さいほど高周波成分は強調される。,1,,基礎医学大要,第69回(2017),普通
[B49] モニタの品質管理項目と使用するものの組合せで正しいのはどれか。2つ選べ。,輝度比 — 色度計,最大輝度 — 照度計,全体評価 — TG 18-QCパターン,輝度均一性 — 基準臨床画像,コントラスト応答 — 輝度計,"3,5",,基礎医学大要,第69回(2017),普通
[B50] DNAの構成要素でないのはどれか。,リン酸,アデニン,シトシン,ヒストン,デオキシリボース,4,,基礎医学大要,第69回(2017),普通
[B51] 横紋筋組織が存在するのはどれか。,胃,気管,虹彩,子宮,心臓,5,,基礎医学大要,第69回(2017),普通
[B52] 可動域が最も広いのはどれか。,鞍関節,球関節,車軸関節,楕円関節,蝶番関節,2,,基礎医学大要,第69回(2017),普通
[B53] 下腿の筋肉はどれか。2つ選べ。,腓腹筋,縫工筋,大内転筋,半腱様筋,ヒラメ筋,"1,5",,基礎医学大要,第69回(2017),普通
[B54] 大動脈から直接分枝しないのはどれか。,冠状動脈,内頸動脈,腹腔動脈,卵巣動脈,上腸間膜動脈,2,,基礎医学大要,第69回(2017),普通
[B55] 視覚に最も関与する部位はどれか。,前頭葉,側頭葉,頭頂葉,後頭葉,小脳,4,,放射線生物学,第69回(2017),普通
[B56] 平衡感覚と関連するのはどれか。,蝸牛神経,顔面神経,三叉神経,前庭神経,迷走神経,4,,放射線生物学,第69回(2017),普通
[B57] 成人には存在しないのはどれか。,骨膜,海綿骨,緻密骨,関節軟骨,骨端軟骨,5,,放射線生物学,第69回(2017),普通
[B58] 血管障害はどれか。2つ選べ。,もやもや病,多発性硬化症,労作性狭心症,サルコイドーシス,Parkinson4パーキンソン6病,"1,3",,放射線生物学,第69回(2017),普通
[B59] イタイイタイ病の原因物質はどれか。,鉛,ヒ素,有機水銀,アスベスト,カドミウム,5,,放射線生物学,第69回(2017),普通
[B60] 急性膵炎の成因として頻度が高いのはどれか。2つ選べ。,胆石,薬剤,膵腫瘍,アルコール,膵管胆道合流異常,"1,4",,放射線物理学,第69回(2017),普通
[B61] 腎臓に好発する腫瘍はどれか。,神経芽腫,神経鞘腫,胚細胞腫,悪性黒色腫,Wilms4ウィルムス6腫瘍,5,,放射線物理学,第69回(2017),普通
[B62] 頭蓋骨骨折の合併率が最も高いのはどれか。,小脳出血,くも膜下出血,急性硬膜下血腫,急性硬膜外血腫,慢性硬膜下血腫,4,,放射線物理学,第69回(2017),普通
[B63] 自動体外式除細動器4AED6で誤っているのはどれか。,心室細動の状態から回復させる。,医療従事者でなくても使用できる。,胸骨圧迫などの救命処置と併用して使用する。,周囲の人が患者に触れていないことを確認して使用する。,1回の除細動で効果がないときは直ちに別の治療法に変更する。,5,,放射線物理学,第69回(2017),普通
[B64] 平成27年における日本人の死因で最も多いのはどれか。,肺炎,心疾患,悪性新生物,脳血管疾患,不慮の事故,3,,放射線物理学,第69回(2017),普通
[B65] α/βが1〜3Gyとされるのはどれか。,筋肉,癌細胞,口腔粘膜,腸管上皮,リンパ球,1,,医用工学,第69回(2017),普通
[B66] 放射線被ばくの確率的影響はどれか。,不妊,宿酔,白内障,発がん,造血機能低下,4,,医用工学,第69回(2017),普通
[B67] 放射線感受性に対する影響が最も小さいのはどれか。,線量率,照射間隔,細胞の分化度,細胞の分裂速度,放射線のエネルギー,5,,医用工学,第69回(2017),普通
[B68] 細胞周期で正しいのはどれか。,G1期の次がG2期である。,正常細胞にはG0期がない。,S期にDNA合成が行われる。,G0期の細胞は放射線感受性が高い。,腫瘍細胞ではM期がS期よりも長い。,3,,放射線計測学,第69回(2017),普通
[B69] 多分割照射を行うことで発生率の低下が期待できる有害事象はどれか。,皮膚炎,好中球減少,食道粘膜炎,放射線肺炎,脊髄神経障害,5,,放射線計測学,第69回(2017),普通
[B70] 原子核で正しいのはどれか。,核力は陽子と中性子間には生じない。,原子核の体積は質量数に反比例する。,質量欠損と結合エネルギーは関係しない。,液滴模型は原子核モデルとして用いられる。,Coulomb4クーロン6力は原子核の安定性に関係しない。,4,,放射線計測学,第69回(2017),普通
[B71] X線の波動性を示す現象はどれか。2つ選べ。,光電効果,光核反応,Bragg4ブラッグ6反射,Rayleigh4レイリー6散乱,Compton4コンプトン6効果,"3,4",,放射線計測学,第69回(2017),普通
[B72] 電子と物質との相互作用で正しいのはどれか。,原子番号が大きいほど質量衝突阻止能は大きい。,原子番号が大きいほど質量放射阻止能は大きい。,原子番号が大きいほど弾性散乱の断面積は小さい。,エネルギーが大きいほど質量放射阻止能は小さい。,エネルギーが大きいほど弾性散乱の断面積は大きい。,2,,放射線計測学,第69回(2017),普通
[B73] 中性子の弾性散乱で反跳核のエネルギーが最も大きいのはどれか。,1H,12C,112Cd,208Pb,238U,1,,診療画像機器学,第69回(2017),普通
[B74] 90度RFパルス照射100 ms後に横磁化が50％まで減衰する核磁気共鳴現象を起こす試料がある。この試料の横緩和時間〈ms〉に最も近いのはどれか。ただし、loge2＝0.693とする。,34.7,69.3,72.2,144.3,288.6,4,,診療画像機器学,第69回(2017),普通
[B75] コンデンサ回路を図に示す。この回路について正しいのはどれか。2つ選べ。ただし、C1の電荷は12 μCとする。,合成容量は0.8 μFである。,C2にかかる電圧は0Vである。,C2に蓄えられる電荷は12 μCである。,C1にかかる電圧はC2より低い。,Eは0Vである。,"3,5",,診療画像機器学,第69回(2017),普通
[B76] 図の抵抗回路で、スイッチSの開閉にかかわらず全電流Iが一定であるための条件はどれか。,R1R2＝R3R4,R1R3＝R2R4,R1R4＝R2R3,R1＋R2＝R3＋R4,R1＋R3＝R2＋R4,3,,診療画像機器学,第69回(2017),普通
[B77] 1Ωの抵抗5個を並列に接続したときの合成抵抗〈Ω〉はどれか。,0.1,0.2,0.5,1.0,5.0,2,,診療画像機器学,第69回(2017),普通
[B78] 半導体で正しいのはどれか。2つ選べ。,比抵抗値は10−8〜10−4 Ω･mである。,温度が上昇すると抵抗値が低くなる。,N型半導体の多数キャリアは正孔である。,真性半導体には電子と正孔が同数存在する。,純度の高い材料は微量の不純物によって導電率が変化する。,"2,4,5",,診療画像機器学,第69回(2017),普通
[B79] カーマKを表す式はどれか。ただし、Eは光子エネルギー、Φはフルエンス、μtr/ρは物質の質量エネルギー転移係数、μen/ρは物質の質量エネルギー吸収係数、μ/ρは物質の質量減弱係数である。μ tr,K＝EΦ ρ E μ tr,K＝Φ ρ μ en,K＝EΦ ρ E μ en,K＝Φ ρ μ,K＝EΦ ρ,1,,診療画像機器学,第69回(2017),普通
[B80] 放射線検出器で正しいのはどれか。2つ選べ。,GM計数管は電子なだれを生じる。,自由空気電離箱は吸収線量の測定に使用される。,Fricke4フリッケ6線量計は還元作用を利用する。,熱ルミネセンス線量計は紫外線照射によって発光する。,ゲルマニウム検出器はエネルギースペクトルの測定に使用される。,"1,5",,診療画像機器学,第69回(2017),普通
[B81] GM計数管で試料を10分間測定したところ1.2 × 106カウントを得た。この場合の真の計数率〈cpm〉はどれか。ただし、この計数管の分解時間を100 μsとする。,2.5 × 103,1.2 × 104,1.2 × 105,1.5 × 105,1.5 × 106,4,,診療画像機器学,第69回(2017),普通
[B82] 放射能の測定法でないのはどれか。,4π計数法,カロリメータ法,定立体角計数法,β - γ同時計数法,Feather4フェザー6法60,5,,診療画像機器学,第69回(2017),普通
[B83] Co γ線のエネルギースペクトルでエネルギーが最も高いのはどれか。,サムピーク,後方散乱ピーク,コンプトンエッジ,ダブルエスケープピーク,シングルエスケープピーク,1,,X線撮影技術学,第69回(2017),普通
[B84] 救急患者に対するX線撮影で正しいのはどれか。,頭部外傷の撮影は腹臥位で行う。,創部が露出している患者は撮影対象ではない。,異物誤飲の撮影ではおよその場所を予想して照射野を絞る。,頸椎損傷が疑われる患者のネックカラーは外さずに撮影する。,骨盤外傷の撮影では恥骨や腸骨稜を触知してポジショニングする。,4,,X線撮影技術学,第69回(2017),普通
[B85] 体表基準と脊椎の位置との組合せで正しいのはどれか。,甲状軟骨 — 第2頸椎レベル,胸骨柄上縁 — 第1胸椎レベル,剣状突起 — 第胸椎レベル,肋骨弓下縁 — 第5腰椎レベル,恥骨結合上縁 — 第2仙椎レベル,3,,X線撮影技術学,第69回(2017),普通
[B86] 頭部X線写真を別に示す。撮影法で正しいのはどれか。【別冊No.8 図】,Towne4タウン6法,Schüller4シュラー6法,Waters4ウォータース6法,Stenvers4ステンバース6法,Caldwell4コールドウェル6法,4,,X線撮影技術学,第69回(2017),普通
[B87] 乳房X線撮影の頭尾方向撮影について正しいのはどれか。2つ選べ。,乳房下部がブラインドになりやすい。,外側重視のポジショニングが行われる。,上半身を反り返らせた状態で撮影する。,ポジショニングの際は乳房を最大限挙上する。,髪の毛が写り込まないように注意が必要である。,"4,5",,X線撮影技術学,第69回(2017),普通
[B88] 心臓カテーテル検査で正しいのはどれか。,右冠動脈造影では回旋枝が描出される。,左冠動脈造影像から駆出率を評価できる。,撮影フレームレートは毎秒3フレーム程度にする。,右冠動脈は左冠動脈よりも多くの方向から撮影する。,ハレーションを防止する目的で補償フィルタを挿入する。,5,,X線撮影技術学,第69回(2017),普通
[B89] 上部消化管造影写真を別に示す。撮影体位はどれか。【別冊No.9 図】,背臥位第1斜位,背臥位第2斜位,半立位第1斜位,半立位第2斜位,立位第1斜位,4,,X線撮影技術学,第69回(2017),普通
[B90] 肝臓のダイナミックCT像を別に示す。時相の順番として正しいのはどれか。【別冊No.10 図】,A-B-C-D,A-C-B-D,B-A-D-C,D-B-A-C,D-C-A-B,4,,X線撮影技術学,第69回(2017),普通
[B91] 肩関節のX線写真を別に示す。矢印で示すのはどれか。【別冊No.11 図】,肩峰,鎖骨,肩甲棘,烏口突起,肩甲骨上角,1,,X線撮影技術学,第69回(2017),普通
[B92] 点滴注入腎盂造影写真を別に示す。異常所見があるのはどれか。【別冊No.12 図】,右腎盂,左腎杯,右尿管,膀胱,尿道,2,,X線撮影技術学,第69回(2017),普通
[B93] 頭頸部単純CT像を別に示す。正しい組合せはどれか。【別冊No.13 図】,ア — 顎下腺,イ — 上顎骨,ウ — 篩骨洞,エ — 食道,オ — 歯突起,5,,画像工学,第69回(2017),普通
[B94] エッジ法によるMTF測定で誤っているのはどれか。,ステップ応答を微分してLSFを得る。,スリット法と比べてLSFの雑音が少ない。,矩形波チャート法と比べて測定精度が高い。,DQE算出時のMTF測定法として標準的な方法である。,スリット法と比べて撮影時のアライメント調整は容易である。,2,,画像工学,第69回(2017),普通
[B95] 信号を含む画像を100枚観察し、誤って信号がないと回答したのは20枚であった。雑音のみの画像を100枚観察し、誤って信号があると回答したのは10枚であった。感度と特異度の組合せで正しいのはどれか。感度特異度,90％ — 80％,90％ — 20％,80％ — 90％,80％ — 10％,20％ — 10％,3,,画像工学,第69回(2017),普通
[B96] 放射線加重係数が最も低いのはどれか。ただし、放射線加重係数は国際放射線防護委員会4ICRP62007年勧告の値とする。,α線,γ線,炭素線,陽子線,中性子線,2,,放射線安全管理学,第69回(2017),普通
[B97] 医療法施行規則で主要構造部を耐火構造又は不燃材料を用いた構造にすることが規定されているのはどれか。2つ選べ。,放射線治療病室,エックス線診療室,診療用放射性同位元素使用室,診療用放射線照射器具使用室,陽電子断層撮影診療用放射性同位元素使用室,"3,5",,放射線安全管理学,第69回(2017),普通
[B98] β線排水モニタリングに最も適した放射線検出器はどれか。,電離箱,GM計数管,3He比例計数管,NaI1Tl3シンチレータ,プラスチックシンチレータ,5,,放射線安全管理学,第69回(2017),普通
[B99] 放射性同位元素による表面汚染で正しいのはどれか。,ふき取り面積は10 cm2である。,固着性汚染の場合はスミア法を用いる。,β線を放出する核種の表面密度限度は4Bq/cm2である。,γ線を放出する核種の表面密度限度は40 Bq/cm2である。,表面の材質は浸透性の方が非浸透性よりふき取り効率が高い。,4,,放射線安全管理学,第69回(2017),普通
[B100] 医療被ばくを低減させるのはどれか。,X線撮影時のグリッド使用,PET撮影終了後の退室制限,IVR術者の放射線防護衣着用,高パルスレートX線透視の使用,123I-MIBGシンチグラフィ前のヨウ素剤投与,5,,放射線安全管理学,第69回(2017),普通
