設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B8] FPDについて正しいのはどれか。,ゲイン補正はTFTパネルからの漏れ電荷を補正する。,画像の露出調整は出力された光量をアイリスで制御する。,欠損補正は欠損画素を周囲の正常画素により補間処理を行う。,直接変換方式の検出素子はアモルファスシリコンが用いられる。,オフセット補正は増幅回路からの出力信号のばらつきを補正する。,3,,診療画像検査学,第72回(2020),普通
[B9] CT値が85 HUである組織のX線減弱係数μAと、CT値が10 HUである組織のX線減弱係数μBの比μA/μBに最も近いのはどれか。ただし、μA、μBはいずれもCT装置で用いられるX線に対する値とする。,1.01,1.07,1.68,6.00,7.82,2,,診療画像検査学,第72回(2020),普通
[B10] X線CT装置の自動露出機構について誤っているのはどれか。,患者被ばくの低減に寄与する。,部位や体型に応じて管電流を制御する。,骨盤部では中腹部よりも線量を多くする。,肺底部では肺尖部よりも線量を多くする。,位置決め用スキャンデータから照射する線量を求める。,4,,診療画像検査学,第72回(2020),普通
[B11] 超音波ドプラ法で血流エコーを主に生じているのはどれか。,血漿,血管壁,血小板,赤血球,白血球,4,,核医学検査技術学,第72回(2020),普通
[B12] 無散瞳眼底カメラについて被検眼からカメラまでの構造の順序で正しいのはどれか。,対物レンズ或有孔ミラー或撮影レンズ,有孔ミラー或対物レンズ或撮影レンズ,対物レンズ或赤外光源ランプ或撮影レンズ,赤外光源ランプ或有孔ミラー或撮影レンズ,赤外光源ランプ或対物レンズ或撮影レンズ,1,,核医学検査技術学,第72回(2020),普通
[B13] 直接撮影用X線装置の不変性試験1JIS Z 4752-2-113において、正しいのはどれか。,X線像全域の光学的濃度差は基礎値の案0.5以内である。,表示された焦点受像器間距離は表示値の案10％以内である。,自動露出制御試験における受像面へのX線入力は基礎値の案50％以内である。,X線照射野サイズの数値表示の正確さは焦点受像器間距離の案2％以内である。,マニュアル制御試験におけるX線源からのX線出力は基礎値の案50％以内である。,4,,核医学検査技術学,第72回(2020),普通
[B14] X線自動露出制御装置1ホトタイマ3を用いた撮影で受像器入射線量が低下するのはどれか。,撮影時間の短縮,被写体厚の増加,後面検出方式における管電圧の低下,後面検出方式における管電流の増大,前面検出方式における管電圧の上昇,2,,核医学検査技術学,第72回(2020),普通
[B15] MRIに用いる造影剤について正しいのはどれか。2つ選べ。,Gd造影剤はT1緩和時間を短縮する。,MRCPでは造影剤を用いることはない。,Gd造影剤はT2緩和時間に影響を与えない。,Gd-EOB-DTPAは肝腫瘍の診断に用いる。,Gd造影剤による重篤な副作用は知られていない。,"1,4",,核医学検査技術学,第72回(2020),普通
[B16] 左膝関節MR像のT2強調像1別冊No. 1Ａ3とプロトン密度強調像1別冊No. 1Ｂ3を別に示す。誤っているのはどれか。,Aには膝蓋骨が描出されている。,Aには外側半月板が描出されている。,Bには前十字靱帯が描出されている。,Bには内側側副靱帯が描出されている。,A、Bいずれにおいても大腿骨骨髄の信号は正常である。,2,,核医学検査技術学,第72回(2020),普通
[B17] 乳房X線写真と比較したときの乳腺超音波像の特徴について正しいのはどれか。,空間分解能が高い。,全体像を把握しにくい。,アーチファクトが少ない。,微細石灰化の描出に優れる。,術者の技術の差による影響が少ない。,2,,核医学検査技術学,第72回(2020),普通
[B18] 超音波像のエコー信号が表しているのはどれか。,拡散,吸収,屈折,反射,密度,4,,核医学検査技術学,第72回(2020),普通
[B19] 後方エコーの増強について誤っているのはどれか。,囊胞の後方にみられる。,腫瘤内での減衰の程度を反映する。,超音波のビーム軸に平行に発生する。,超音波の周波数によらず認められる。,腫瘤を透過する前のエコー信号と比較する。,5,,核医学検査技術学,第72回(2020),普通
[B20] 右上腹部の超音波像を別に示す。正しいのはどれか。【別冊No.2 図】,脂肪肝である。,腎臓に腫瘤を認める。,腹水は認められない。,肝臓の腫瘤は無エコーである。,肝臓の腫瘤には音響陰影が認められる。,3,,核医学検査技術学,第72回(2020),普通
[B21] MRIの撮影法でBOLD〈blood oxygenation level dependent〉効果に最も鋭敏なのはどれか。,EPI,FLAIR,FSE,SE,STIR,1,,放射線治療技術学,第72回(2020),普通
[B22] 脳卒中の急性期に撮影された頭部MRIの拡散強調像を別に示す。矢印の高信号が反映している病態として正しいのはどれか。【別冊No.3 図】,血液の貯留,血管原性浮腫,細胞障害性1細胞毒性3浮腫,脳室の拡大,脳の萎縮,3,,放射線治療技術学,第72回(2020),普通
[B23] MR像を別に示す。正しいのはどれか。【別冊No.4 図】,Aは子宮である。,T1強調像である。,Bは大転子である。,大腿骨頭は両側とも正常である。,脂肪抑制パルスが付加されている。,1,,放射線治療技術学,第72回(2020),普通
[B24] 脳のファンクショナルMRIで正しいのはどれか。,造影剤を使用する。,データ取得にFSE法を用いる。,データ処理に最大値投影法を用いる。,運動野を描出するために光刺激を行う。,神経の活動に伴う血流変化を画像化している。,5,,放射線治療技術学,第72回(2020),普通
[B25] 脳SPECT像を別に示す。使用された放射性医薬品はどれか。【別冊No.5 図】,99mTc-ECD,99mTc-HMPAO,123I-IMP,123I-イオフルパン,123I-イオマゼニル,4,,放射線治療技術学,第72回(2020),普通
[B26] 核医学検査に用いられる放射性医薬品で正しいのはどれか。,急性放射線障害が10％程度生じる。,副作用はヨード造影剤の投与時より発現頻度は高い。,123I-IMP投与時に苦味感や金属臭がすることがある。,放射性医薬品の副作用は主に薬理作用によるものである。,131I-アドステロールの副作用の頻度は123I-MIBGによるものより多い。,5,,放射線治療技術学,第72回(2020),普通
[B27] 甲状腺シンチグラフィで使用される放射性医薬品はどれか。2つ選べ。,99mTcO4−,99mTc-MIBI,99mTc-テトロホスミン,111In-DTPA,Na123I,"1,5",,放射線治療技術学,第72回(2020),普通
[B28] 心臓サルコイドーシスの18F-FDG PETで正しいのはどれか。,アミノ酸代謝を反映する。,運動負荷をすることが多い。,18F-FDG投与直後に撮影する。,20時間程度の絶食が必要である。,18F-FDG投与量は通常37 MBqである。,4,,放射線治療技術学,第72回(2020),普通
[B29] 腎動態シンチグラフィで正しいのはどれか。,99mTc-DTPAは尿細管から排泄される。,99mTc-DTPAではレノグラム解析ができない。,99mTc-DTPAでは移植腎の腎機能評価ができない。,99mTc-MAG3では糸球体濾過率〈GFR〉を求めることができる。,99mTc-MAG3では有効腎血漿流量〈ERPF〉を求めることができる。,5,,放射線治療技術学,第72回(2020),普通
[B30] 骨シンチグラフィで正しいのはどれか。,小児では関節部の集積が高い。,骨粗鬆症の診断に有用である。,腎臓が描出されるのは異常である。,ペースメーカは集積亢進像をつくる。,放射性医薬品投与1時間後から撮影する。,1,,放射線治療技術学,第72回(2020),普通
[B31] ガンマカメラについて正しいのはどれか。,シンチレータはCsI：Tlが主流である。,検出素子として半導体を搭載した装置がある。,"光電子増倍管は1検出器当たり1,000本程度である。",位置信号はエネルギー信号で乗算することで正規化される。,光電ピークに30〜50％のエネルギーウィンドウを設定する。,2,,医用画像情報学,第72回(2020),普通
[B32] PET装置の二次元収集に対する三次元収集の特徴で正しいのはどれか。,感度は変わらない。,検査時間を短縮できる。,減弱補正の精度が向上する。,偶発同時計数の影響を軽減できる。,頭尾方向の感度差が均てん化する。,2,,医用画像情報学,第72回(2020),普通
[B33] 副腎腫瘍の診断に用いられる放射性医薬品はどれか。2つ選べ。,123I-MIBG,99mTc-ECD,99mTc-MIBI,123I-BMIPP,131I-アドステロール18,"1,5",,医用画像情報学,第72回(2020),普通
[B34] F-FDG腫瘍PETでSUVを計算で求めるために必要なのはどれか。2つ選べ。,体 — 重,血糖値,血中の放射能量,投与薬剤の容量,投与薬剤の放射能量,"1,5",,医用画像情報学,第72回(2020),普通
[B35] 国際対がん連合〈UICC〉によるTNM分類で正しいのはどれか。,T因子は画像所見のみで決定する。,pTNMは術後病理組織学的分類である。,T1かT2の判断に迷うときにはT2とする。,PS〈全身状態〉が4であれば臨床病期はⅣ期とする。,T因子の進行度は全ての悪性腫瘍において共通である。,2,,医用画像情報学,第72回(2020),普通
[B36] 放射線治療の適応判断から治療開始までの医療行為の順序で最も適切なのはどれか。,患者への説明と同意の取得或固定具の作成或治療計画用CT撮影,患者への説明と同意の取得或治療計画用CT撮影或固定具の作成,固定具の作成或患者への説明と同意の取得或治療計画用CT撮影,治療計画用CT撮影或患者への説明と同意の取得或固定具の作成,治療計画用CT撮影或固定具の作成或患者への説明と同意の取得,1,,診療画像検査学,第72回(2020),普通
[B37] 根治治療として化学放射線療法が行われるのはどれか。,乳癌,肺癌,肝臓癌,甲状腺癌,前立腺癌,2,,診療画像検査学,第72回(2020),普通
[B38] 乳房温存療法の放射線治療計画で正しいのはどれか。,10 MV以上のX線を選択する。,患側全乳房を臨床標的体積とする。,前後対向2門照射が一般的である。,治療計画用CTは側臥位で撮影する。,治療計画用CTは最大呼気の息止めで撮影する。,2,,診療画像検査学,第72回(2020),普通
[B39] 通常分割照射での放射線治療において、脊髄の耐容線量［Gy］に最も近いのはどれか。,10,30,50,70,100,3,,診療画像検査学,第72回(2020),普通
[B40] 定位放射線治療〈SRT〉で誤っているのはどれか。,多門照射で行う,分割照射で行う。,体幹部の照射を行う。,定位的手術枠を用いる。,ノンコプラナ照射で行う。,4,,基礎医学大要,第72回(2020),普通
[B41] 密封小線源治療の核種で、半減期が短い順に並んでいるのはどれか。,198Au＜125I — ＜192Ir,198Au＜192Ir — ＜125I,125I＜192Ir＜198Au,125I＜198Au＜192Ir,192Ir＜198Au＜125I,1,,基礎医学大要,第72回(2020),普通
[B42] 高エネルギーX線照射法で正しいのはどれか。,2門以上は多門照射法である。,固定照射法はSSD法を用いる。,原体照射法は補償フィルタを用いる。,回転照射法の回転角度は360度である。,振子照射法の振子角度は1度から180度である。,,※採点除外 ※採点除外問題,基礎医学大要,第72回(2020),普通
[B43] 電子線の複数のPDDデータを別に示す。変更した計測条件パラメータはどれか。【別冊No.6 図】,SSD,照射野,線量率,電離箱印加電圧,ビームエネルギー,2,,基礎医学大要,第72回(2020),普通
[B44] 粒子線治療装置のWobbler〈ワブラー〉散乱体法における照射系機器でないのはどれか。,散乱体,電磁石,レンジシフタ,リッジフィルタ,フラットニングフィルタ,5,,基礎医学大要,第72回(2020),普通
[B45] 2進数1010と0111の積で正しいのはどれか。,00001011,00001101,01000110,11010010,11010101,3,,基礎医学大要,第72回(2020),普通
[B46] 増感紙・フィルムのセンシトメトリで正しいのはどれか。,相反則が成り立つのでタイムスケール法を用いる。,ブーツストラップ法には矩形波チャートを用いる。,現像処理温度が高いと特性曲線は右側にシフトする。,焦点-フィルム間距離が2倍になればX線強度は4倍になる。,感度が高い増感紙・フィルムの方が特性曲線は左側に位置する。,5,,基礎医学大要,第72回(2020),普通
[B47] 二次元画像の画素値を図に示す。この画像に平均値フィルタを用いた重み係数1のアンシャープマスク処理をしたとき、座標11，13における出力値で正しいのはどれか。0 1 2 3 4 5 6 0 1 6 7 9 4 3 5 1 5 1 0 8 1 2 4 2 5 8 3 8 4 0 2 3 1 9 7 0 2 5 9 4 7 4 9 1 0 6 5 5 5 8 9 4 1 7 6 6 8 2 5 2 6 0 8,安3,安2,1,2,4,2,,基礎医学大要,第72回(2020),普通
[B48] HL7の特徴について正しいのはどれか。,放射線画像の伝送規格を定めている。,医療情報交換のための標準規格である。,放射線情報システムに特化したものである。,データ交換のトランザクションを規定していない。,OSI参照モデルのプレゼンテーション層に対応している。,2,,基礎医学大要,第72回(2020),普通
[B49] モニタの品質管理項目と使用するものの組合せで正しいのはどれか。2つ選べ。,輝度応答評価 — TG 18-CTテストパターン,輝度均一性評価 — ANGテストパターン,視野角特性評価 — GDテストパターン,全般的画質評価 — TG 18-QCテストパターン,幾何学的ひずみ評価 — TG 18-MPテストパターン,"1,4",,基礎医学大要,第72回(2020),普通
[B50] 腎臓の解剖について正しいのはどれか。,腹腔内臓器である。,皮質は主に集合管からなる。,髄質は主に糸球体からなる。,髄質は皮質の外側に位置する。,右側は左側よりも低位であることが多い。,5,,基礎医学大要,第72回(2020),普通
[B51] 卵円孔を走行するのはどれか。,眼神経,下顎神経,滑車神経,上顎神経,動眼神経,2,,基礎医学大要,第72回(2020),普通
[B52] 線条体を構成するのはどれか。2つ選べ。,視床,被殻,尾状核,桃体,視床下部,"2,3",,基礎医学大要,第72回(2020),普通
[B53] 眼球運動に関係するのはどれか。,眼輪筋,外側広筋,内側広筋,下斜筋,上頭斜筋,4,,基礎医学大要,第72回(2020),普通
[B54] Basedow〈バセドウ〉病において正しいのはどれか。,GRHが上昇する。,TSHが低下する。,甲状腺は腫大しない。,FT3〈非結合型T3〉が低下する。,FT4〈非結合型T4〉が低下する。,2,,基礎医学大要,第72回(2020),普通
[B55] ヒトにおいて受精は通常どこで起こるか。,腟,腹腔,卵管,子宮頸部,子宮体部,3,,放射線生物学,第72回(2020),普通
[B56] Transcatheter Aortic Valve Implantation〈TAVI〉が治療として施行される疾患はどれか。,心房細動,肺高血圧症,肥大型心筋症,大動脈弁狭窄症,僧帽弁閉鎖不全症,4,,放射線生物学,第72回(2020),普通
[B57] 血小板を産生するのはどれか。,単球,巨核球,好酸球,好塩基球,NK細胞,2,,放射線生物学,第72回(2020),普通
[B58] 自己免疫疾患はどれか。,痛風,急性リンパ性白血病,後天性免疫不全症候群,Down〈ダウン〉症候群,全身性エリテマトーデス,5,,放射線生物学,第72回(2020),普通
[B59] 動脈の閉塞による梗塞を起こしにくいのはどれか。,肝臓,小脳,心臓,腎臓,脾臓,1,,放射線生物学,第72回(2020),普通
[B60] 開放骨折について正しいのはどれか。,単純骨折とも呼ばれる。,50歳以下ではほとんどみられない。,疲労骨折の場合にみられることが多い。,閉鎖骨折に比べ容易に治癒が得られる。,受傷部の感染に対する処置が重要である。,5,,放射線物理学,第72回(2020),普通
[B61] 自然気胸の発症と最も関係が深いのはどれか。,無気肺,気管支炎,肺血栓塞栓症,気管支拡張症,気腫性囊胞〈ブラ〉,5,,放射線物理学,第72回(2020),普通
[B62] 先天性心疾患はどれか。,大動脈解離,僧帽弁狭窄症,僧帽弁閉鎖不全症,大動脈弁閉鎖不全症,Fallot〈ファロー〉四徴症,5,,放射線物理学,第72回(2020),普通
[B63] 食道静脈瘤の原因で最も多いのはどれか。,肝硬変,腎不全,虫垂炎,脾動脈瘤,食道アカラシア,1,,放射線物理学,第72回(2020),普通
[B64] 予防にワクチンが用いられる疾患はどれか。2つ選べ。,B型肝炎,C型肝炎,HIV感染症,ヘルペス脳炎,インフルエンザ,"1,5",,放射線物理学,第72回(2020),普通
[B65] 放射線の人体への影響で正しいのはどれか。,確定的影響にはしきい値がない。,等価線量の単位にはGyが用いられる。,組織加重係数は生殖腺の方が皮膚より高い。,被ばく時年齢は乳癌の発症リスクに影響しない。,被ばくから固形がん発生までの平均期間は5年程度である。,3,,医用工学,第72回(2020),普通
[B66] 内部被ばくの最大の原因となっている天然放射性核種はどれか。,40K,210Pb,222Rn,226Ra,228Th,3,,医用工学,第72回(2020),普通
[B67] 放射線被ばく1Gy当たりの発がん過剰相対リスクが、被ばく時年齢〜歳と40歳以上とで差が最も大きいのはどれか。,胃がん,肺がん,咽頭がん,結腸がん,甲状腺がん,5,,医用工学,第72回(2020),普通
[B68] 放射線治療による有害事象で最も早期にみられるのはどれか。,白内障,萎縮膀胱,口内乾燥,肺線維症,皮膚の色素沈着,3,,放射線計測学,第72回(2020),普通
[B69] 温熱療法で正しいのはどれか。,G1期で有効である。,pHが低いほど効果が高い。,放射線損傷の回復を促進する。,放射線増感効果は38 ℃で最も高い。,連続して毎日施行するのが望ましい。,2,,放射線計測学,第72回(2020),普通
[B70] 核子当たりの平均結合エネルギーが最も大きいのはどれか。,4He,12C,56Fe,208Pb,238U,3,,放射線計測学,第72回(2020),普通
[B71] 制動X線で正しいのはどれか。,最短波長は管電圧に比例する。,発生効率は管電圧に依存しない。,エネルギー分布は線スペクトルを示す。,発生強度は陽極の原子番号に比例する。,診断用X線装置の発生効率は約10％である。,4,,放射線計測学,第72回(2020),普通
[B72] 電子と物質の相互作用で正しいのはどれか。,電子対生成が生じる。,飛程には統計的なゆらぎがある。,Bragg〈ブラッグ〉ピークが形成される。,水の臨界エネルギーは約10 MeVである。,質量衝突阻止能は物質の原子番号に反比例する。,2,,放射線計測学,第72回(2020),普通
[B73] 中性子捕獲反応はどれか。,1n，n3,1n，nʼ3,1n，p3,1n，α3,1n，γ3,5,,診療画像機器学,第72回(2020),普通
[B74] 核磁気共鳴現象を起こす核種はどれか。,2H,4He,12C,16O,40Ca,1,,診療画像機器学,第72回(2020),普通
[B75] 抵抗、切り替えスイッチ及び電流計を図のように接続して直流電圧60 Vを加えたときの、スイッチSの位置と電流計の指示値との関係を次の表に示す。抵抗R3［Ω］はどれか。ただし、電流計の内部抵抗は無視できるものとする。Sの位置電流計の指示値［A］開放 1.0 ①側 1.8 ②側 3.0,15,20,30,45,60,2,,診療画像機器学,第72回(2020),普通
[B76] 変圧器の損失で誤っているのはどれか。,銅損は負荷率の2乗に比例する。,鉄損と銅損が等しいときに効率は最大となる。,無負荷損は二次側を短絡したときの消費電力である。,周波数が一定のとき、渦電流損は電圧の2乗に比例する。,電圧が一定のとき、ヒステリシス損は周波数に反比例する。,3,,診療画像機器学,第72回(2020),普通
[B77] 図のオペレーションアンプ回路の出力電圧Voutはどれか。Rf R,Vin安i R,V安R i in f R,V 1＋R f in i R,V 1安R f in i R,V 1＋R i in f,3,,診療画像機器学,第72回(2020),普通
[B78] 100 Vの直流電源につなぐと400 W消費する抵抗線がある。この抵抗線を200 Vの直流電源に時間つなぐときの消費電力量［kW･h］はどれか。,0.16,0.25,3.2,6.4,12.8,5,,診療画像機器学,第72回(2020),普通
[B79] 個人被ばく線量計として用いられないのはどれか。,TLD線量計,半導体線量計,ポケット線量計,フィルムバッジ線量計,Fricke〈フリッケ〉線量計,5,,診療画像機器学,第72回(2020),普通
[B80] ある物質の質量減弱係数μ/ρ、質量エネルギー転移係数μtr /ρ、質量エネルギー吸収係数μen/ρで、正しい関係はどれか。ただし、光子エネルギーは一定とする。,μ/ρ — ＞μen/ρ＞μtr/ρ,μ/ρ — ＞μtr/ρ＞μen/ρ,μen/ρ＞μtr/ρ＞μ/ρ,μtr/ρ＞μen/ρ＞μ/ρ,μtr/ρ＞μ/ρ — ＞μen/ρ,2,,診療画像機器学,第72回(2020),普通
[B81] 放射性試料を測定時間tで測定したとき全計数値Nが得られた。このときの標準偏差を含む計数率を求める式として正しいのはどれか。ただし、測定値はPoisson〈ポアソン〉分布に従うものとする。,N案N N,N案t N,— 案N t N N,— 案t t,N t案Nt,4,,診療画像機器学,第72回(2020),普通
"[B82] 光子線の線質指標TPR20,10測定1標準計測法123の基準条件で、誤っているのはどれか。",固体ファントムを使用,照射野サイズは10 cm × 10 cm,線源電離箱間距離〈SCD〉は100 cm,測定深は10 g･cm−2および20 g･cm−2,円筒形電離箱の基準点は電離空洞の幾何学的中心,1,,診療画像機器学,第72回(2020),普通
[B83] 電離箱線量計のイオン再結合補正で正しいのはどれか。2つ選べ。,補正係数は1.0未満である。,パルス放射線には2点電圧法が推奨される。,初期再結合は異なる電離トラック間で生じる。,計算式はパルス放射線と連続放射線で共通である。,印加電圧の変更ができない場合、Boag〈ボーグ〉の理論式で計算する。,"2,5",,X線撮影技術学,第72回(2020),普通
[B84] IVRによる治療前の脳血管造影像1別冊No. 7Ａ3と治療後の脳血管造影像1別冊No. 7Ｂ3を別に示す。誤っているのはどれか。,正面撮影である。,DSA画像である。,ステント留置術が行われた。,内頸動脈が造影されている。,治療目的は脳動脈瘤の破裂防止である。,3,,X線撮影技術学,第72回(2020),普通
[B85] 医療廃棄物の処理について正しいのはどれか。,病原体別に容器を使い分ける。,容器に段ボール箱を使用する。,蓋がない解放した容器を用いる。,デバイス類は可能な限り再利用する。,使用済みの注射針はリキャップせず廃棄する。,5,,X線撮影技術学,第72回(2020),普通
[B86] 右足関節X線写真側面像を別に示す。立方骨はどれか。【別冊No.8 図】,ア,イ,ウ,エ,オ,5,,X線撮影技術学,第72回(2020),普通
[B87] 顔面単純CT像を別に示す。描出されていないのはどれか。【別冊No.9 図】,顎下腺,上咽頭,上顎洞,歯突起,鼻中隔,1,,X線撮影技術学,第72回(2020),普通
[B88] 管電圧70 kV、管電流100 mA、撮影時間0.5 s、SID 100 cmの撮影条件を管電圧および画像処理条件を変化させないで、管電流150 mA、SID 150 cmにした。同一濃度を得る撮影時間［s］はどれか。,0.25,0.5,0.75,1.25,1.5,3,,X線撮影技術学,第72回(2020),普通
[B89] 患者の被ばく線量の低減に直接寄与するのはどれか。,DRL,焦点サイズ,仮想グリッド,ノイズ除去処理,X線付加フィルタ,5,,X線撮影技術学,第72回(2020),普通
[B90] 内視鏡を使用する造影検査はどれか。,ERCP,HSG,IVP,MRCP,PTC,1,,X線撮影技術学,第72回(2020),普通
[B91] X線写真を別に示す。異常を認める部位はどれか。【別冊No.10 図】,烏口突起,肩 — 峰,鎖 — 骨,上腕骨頭,肋 — 骨,3,,X線撮影技術学,第72回(2020),普通
[B92] 頸椎撮影の体位と観察部位の組合せで正しいのはどれか。,正面撮影 — 前縦靱帯,斜位撮影 — 後縦靱帯,開口位撮影 — 黄色靱帯,側面1中間位3撮影 — 椎間孔,側面1前屈位3撮影 — 環椎歯突起間距離,5,,X線撮影技術学,第72回(2020),普通
[B93] 冠動脈CTに用いられる画像表示法で、冠動脈内腔の中心線抽出が必要なのはどれか。,VR,MIP,MinIP,Raysum,Curved MPR,5,,画像工学,第72回(2020),普通
[B94] 信号および雑音からなる試料と雑音のみの試料を観察して得られた、確信度の確率密度分布を図に示す。上が信号および雑音、下が雑音のみの分布である。しきい値をTとしたとき、TNFを表す領域は図中のどれか。なお、AからDは、曲線下面積を表すものとする。,A,C,D,A＋C,B＋D,2,,画像工学,第72回(2020),普通
[B95] X線画像の評価で正しいのはどれか。2つ選べ。,被写体のコントラストが上昇すれば解像力は低下する。,ROC解析は読影者間の能力の差を評価することができる。,RMS粒状度はフィルム濃度の変動を標準偏差値で表している。1,解像力は — cycles/mmである。1d：分離不能になった細線の幅3 4d,X線撮影系のMTF評価では10 cycles/mmの特定空間周波数がよく用いられる。,"2,3",,画像工学,第72回(2020),普通
[B96] 診療放射線技師の法定業務として正しいのはどれか。2つ選べ。,画像診断,静脈への刺,造影剤投与終了後の抜針及び止血,造影剤の調剤,読影の補助,"3,5",,放射線安全管理学,第72回(2020),普通
[B97] 実効線量の算出に直接用いるのはどれか。,酸素増感比,組織加重係数,生物学的効果比,線量率効果係数,名目リスク係数,2,,放射線安全管理学,第72回(2020),普通
[B98] 個人被ばく線量の測定に用いる蛍光ガラス線量計の特性で正しいのはどれか。2つ選べ。,Gaイオンを含有する。,繰り返し測定が可能である。,検出下限値は1mSv程度である。,長期間の積算線量が測定できる。,赤外線で刺激することによって蛍光を発する。,"2,4",,放射線安全管理学,第72回(2020),普通
[B99] 放射線測定器とその用途の組合せで正しいのはどれか。,GM管式サーベイメータ — X線撮影室の漏洩線量測定,電離箱式サーベイメータ — 管理区域床面の表面汚染測定,ホールボディカウンタ — 個人の外部被ばく線量測定,光刺激ルミネセンス線量計 — 個人の内部被ばく線量測定,液体シンチレーションカウンタ — 低エネルギーβ線排水モニタ,5,,放射線安全管理学,第72回(2020),普通
[B100] 0.18 Bq･cm−3の137 Csと0.75 Bq･cm−3の89 Srを含む放射性廃液を直ちに排水するための最小の希釈倍数はどれか。ただし、排水中の濃度限度を137 Csは0.09 Bq･cm−3、89 Srは0.3 Bq･cm−3とする。,2,3,5,6,10,3,,放射線安全管理学,第72回(2020),普通
