設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B4] MRIの拡散強調像で正しいのはどれか。2つ選べ。,真の拡散係数が得られる。,組織のT2値の影響を受ける。,急性期脳梗塞で低信号を呈する。,b値が低いほど拡散が強調される。,水分子のブラウン運動を画像化している。,"2,5",,診療画像検査学,第77回(2025),普通
[B5] を別に示す。MR像矢印で示すアーチファクトの原因はどれか。【別冊No.1 図】,金属,磁化率,折り返し,化学シフト,動脈の拍動,5,,診療画像検査学,第77回(2025),普通
[B6] 右季肋部縦走査の超音波像を別に示す。矢印で示すアーチファクトはどれか。【別冊No.2 図】,音響陰影,外側陰影,鏡面反射,側方陰影,多重反射,5,,診療画像検査学,第77回(2025),普通
[B7] 頭部MRIのFLAIR像で最も高信号を呈するのはどれか。,側脳室,眼窩脂肪,頭蓋骨皮質,大脳基底核,シルビウス裂,2,,診療画像検査学,第77回(2025),普通
[B8] 頭部MRAのMIP像及び3 D再構成像を別に示す。矢印で示す動脈瘤の部位はどれか。【別冊No.3A・B 図】,脳底動脈,後交通動脈,後大脳動脈,前交通動脈,中大脳動脈,4,,診療画像検査学,第77回(2025),普通
[B9] 胸部MR像を別に示す。矢印で示す血管と直接交通しているのはどれか。【別冊No.4 図】,右心房,右心室,左心房,左心室,下大静脈,4,,診療画像検査学,第77回(2025),普通
[B10] 腹部MRIのT1強調像を別に示す。矢印で示すのはどれか。【別冊No.5 図】,肝管,門脈,肝静脈,肝動脈,奇静脈,3,,診療画像検査学,第77回(2025),普通
[B11] 標識化合物の純度で正しいのはどれか。,標識率は放射性核種純度と同義である。,放射性核種純度検定に高速液体クロマトグラフィが用いられる。,標識化合物を長時間保存した場合、放射化学的不純物が生成される。,化学的純度は目的とする化学形で放射性核種がその物質の全放射能に占める割合をいう。,放射化学的純度は化学形に関係なく着目する放射性核種の放射能がその物質の全放射能に占める割合をいう。,3,,核医学検査技術学,第77回(2025),普通
[B12] ガンマカメラで正しいのはどれか。2つ選べ。,シンチレータが厚いほど空間分解能が高い。,位置計算には抵抗マトリクス方式が用いられる。,NaI（Tl）シンチレータの厚さは2インチ程度である。,エネルギー演算機構はZ信号加算回路と波高分析器からなる。,入射γ線エネルギーが高いほどシンチレータの光電吸収検出効率は高い。,"2,4",,核医学検査技術学,第77回(2025),普通
[B13] PET装置の性能評価法（NEMA NU 2-2018）の項目でないのはどれか。,感度,均一性,空間分解能,散乱フラクション,PET/CTの重ね合わせ精度,2,,核医学検査技術学,第77回(2025),普通
[B14] 脳血流SPECTデータ解析で正しいのはどれか。,統計学的画像解析では灰白質体積を評価する。,パトラックプロット法では採血は不要である。,統計学的画像解析では手動で関心領域を設定する。,Zスコアの算出にはダイナミック画像が必要である。,コンパートメント解析はスタティック画像で行われる。,2,,核医学検査技術学,第77回(2025),普通
[B15] 空間分解能補正を組み込んだPET画像再構成法で集積部の辺縁を縁取ったような高集積を生じるアーチファクトはどれか。,アップワードクリープ,ギブスアーチファクト,スターアーチファクト,ストリークアーチファクト,トランケーションアーチファクト,2,,核医学検査技術学,第77回(2025),普通
[B16] 正常の脳核医学画像を別に示す。使用した放射性医薬品はどれか。【別冊No.6 図】,123I−IMP,18F−FDG,15O−CO2ガス,123I−イオフルパン,18F−フルテメタモル,5,,核医学検査技術学,第77回(2025),普通
[B17] 放射性医薬品の投与前に甲状腺ブロックが必要な検査はどれか。,肝胆道シンチグラフィ,甲状腺シンチグラフィ,唾液腺シンチグラフィ,副甲状腺シンチグラフィ,副腎皮質シンチグラフィ,5,,核医学検査技術学,第77回(2025),普通
[B18] 腎シンチグラフィで正しいのはどれか。,腎動態シンチグラフィでは分腎機能が評価できる。,99mTc−DMSAは腎尿細管から速やかに排泄される。,99mTc−MAG3は腎静態シンチグラフィに用いられる。,腎静態シンチグラフィではカプトプリル負荷が行われる。,腎排泄機能障害の症例では腎動態シンチグラフィは禁忌である。,1,,核医学検査技術学,第77回(2025),普通
[B19] 18 F−FDG PETで褐色脂肪への生理的集積と最も関連があるのはどれか。,運動,喫煙,肥満,高血糖,寒冷刺激,5,,核医学検査技術学,第77回(2025),普通
[B20] ソマトスタチン受容体シンチグラフィで正しいのはどれか。2つ選べ。,標識核種は123Iである。,撮影直前に排尿を行う。,神経内分泌腫瘍に集積する。,高分化腫瘍では低分化腫瘍より集積が低い。,消化管の生理的集積は後期像より早期像で頻度が高い。,"2,3",,核医学検査技術学,第77回(2025),普通
[B21] 我が国の悪性腫瘍で正しいのはどれか。,喉頭癌は男性より女性に多い。,乳癌の組織型で最も多いのは腺癌である。,子宮頸癌の組織型で最も多いのは腺癌である。,胃癌の組織型で最も多いのは扁平上皮癌である。,ホジキンリンパ腫の方が非ホジキンリンパ腫よりも多い。,2,,放射線治療技術学,第77回(2025),普通
[B22] 頭頸部癌の放射線治療における急性期有害事象はどれか。,粘膜炎,脳壊死,下顎骨壊死,頸動脈狭窄,甲状腺機能低下,1,,放射線治療技術学,第77回(2025),普通
[B23] ヒトパピローマウイルスが関与することが多いのはどれか。2つ選べ。,上咽頭癌,中咽頭癌,肝細胞癌,大腸癌,子宮頸癌,"2,5",,放射線治療技術学,第77回(2025),普通
[B24] 加速過分割照射が標準治療である腫瘍はどれか。,食道癌,膵臓癌,髄膜腫,肝細胞癌,小細胞肺癌,5,,放射線治療技術学,第77回(2025),普通
[B25] 線量計算アルゴリズムで粒子の輸送を再現しているのはどれか。2つ選べ。,Monte Carlo法,superposition法,pencil beam convolution法,Boltzmann transport equation法,analytical anisotropic algorithm法,"1,4",,放射線治療技術学,第77回(2025),普通
[B26] 画像誘導放射線治療として照射位置の照合基準で用いるのはどれか。2つ選べ。,血管,骨構造,体表面,体内のガス,体内に貯留している液体,"2,3",,放射線治療技術学,第77回(2025),普通
[B27] 放射線治療に用いられるX線計測で正しいのはどれか。,PDDはSSDに依存しない。,最大線量深は照射野に依存する。,kQはエネルギーの大きさに比例する。,"TPR20,10の測定は電離箱線量計の実効中心で行われる。",TMRの測定は電離箱線量計の幾何学的中心で行われる。,2,,放射線治療技術学,第77回(2025),普通
[B28] 放射線治療で正しいのはどれか。2つ選べ。,PTVはCTVよりも大きい。,PTVとリスク臓器は重なることはない。,平坦化フィルタを除くと線量率を上げることができる。,放射線治療計画CTではFOVを腫瘍にできるだけ絞って撮影する。,粒子線治療におけるブロードビーム法ではコリメータは不要である。,"1,3",,放射線治療技術学,第77回(2025),普通
[B29] 直線加速器で平坦な線量プロファイルを期待して測定したところ、図のような線量プロファイルが得られた。考えられる原因はどれか。,X線出力が不足していた。,コリメータが非対称に開口していた。,コリメータの下に意図しない構造物が入っていた。,照射野サイズに対応しない平坦化フィルタを使用していた。,X線のエネルギーに対応しない平坦化フィルタを使用していた。,3,,放射線治療技術学,第77回(2025),普通
[B30] 10 MV X線を用いて照射野が10 cm × 10 cmのときの基準点の吸収線量が1 MUあたり1 cGyであった。照射野20 cm × 20 cm、深さ5 cmの点に2 Gy照射するとき、MU値で最も近いのはどれか。ただし、照射野20 cm × 20 cm、深さ5 cmの組織最大線量比を0.8、照射野10 cm × 10 cmに対する出力係数を1.2とする。,145,176,208,250,275,3,,放射線治療技術学,第77回(2025),普通
[B31] フーリエ変換で正しいのはどれか。,非線形変換である。,余弦関数は実部と虚部がある。,矩形波関数はsinc関数になる。,デルタ関数はガウス関数になる。,離散フーリエ変換は実空間領域への変換である。,3,,医用画像情報学,第77回(2025),普通
[B32] 集合A、Bからなるベン図で斜線部分を表すのはどれか。,NOT A,A XOR B,A NAND B,NOT（A XOR B）,（NOT A）AND B,5,,医用画像情報学,第77回(2025),普通
[B33] 診療情報の2次利用にあたるのはどれか。,患者家族への説明,患者本人への診療,院内勉強会での利用,医療従事者間の情報共有,紹介医療機関への情報提供,3,,医用画像情報学,第77回(2025),普通
[B34] 画像圧縮に用いられる手法はどれか。,ウィンドウ処理,ボケマスク処理,離散コサイン変換,ヒストグラム平坦化,サブトラクション処理,3,,医用画像情報学,第77回(2025),普通
"[B35] 1,024 × 2,048画素、階調数16 bitのDICOM画像のデータ量［MB］に最も近いのはどれか。ただし、ヘッダ情報は含まないものとする。",2,4,8,16,32,2,,医用画像情報学,第77回(2025),普通
[B36] 造影CT施行後に一過性の血圧低下があった。次にこの患者の造影CT施行が必要になった場合に備えて共有すべき今回のCTの情報はどれか。,体重,管電圧,投与した造影剤の総量,投与した造影剤の製品名,推算糸球体濾過量〈eGFR〉,4,,診療画像検査学,第77回(2025),普通
[B37] 心原性ショックの臨床症状で誤っているのはどれか。,頻呼吸,意識低下,顔面蒼白,皮膚乾燥,脈拍微弱,4,,診療画像検査学,第77回(2025),普通
[B38] 硫酸バリウムを用いた注腸造影検査の適応で誤っているのはどれか。,大腸癌,大腸憩室,大腸穿孔,潰瘍性大腸炎,大腸ポリープ,3,,診療画像検査学,第77回(2025),普通
[B39] 使用済み注射針の廃棄処理で正しいのはどれか。,病原体別に容器を使い分ける。,容器に段ボール箱を使用する。,蓋がない開放した容器を用いる。,容器容量の約8割を超えて詰め過ぎない。,使用済みの注射針はリキャップしてから廃棄する。,4,,診療画像検査学,第77回(2025),普通
[B40] 結合組織でないのはどれか。,腱,爪,筋膜,骨膜,靱帯,2,,基礎医学大要,第77回(2025),普通
[B41] 成人女性の基準値より低い値の血液検査項目はどれか。,赤血球数400万/µL,ヘモグロビン — 8.0 g/dL,ヘマトクリット — 40.0％,"白血球数5,000/µL",血小板数20万/µL,2,,基礎医学大要,第77回(2025),普通
[B42] ヒトの細胞に存在しないのはどれか。,核,細胞壁,リボソーム,ミトコンドリア,Golgi〈ゴルジ〉体,2,,基礎医学大要,第77回(2025),普通
[B43] 腹部大動脈から直接分岐するのはどれか。,空腸動脈,子宮動脈,卵巣動脈,固有肝動脈,浅大腿動脈,3,,基礎医学大要,第77回(2025),普通
[B44] X線写真による小児の骨年齢評価に用いられるのはどれか。,頭蓋骨,下顎骨,肩甲骨,手根骨,大腿骨,4,,基礎医学大要,第77回(2025),普通
[B45] Douglas〈ダグラス〉窩に隣接するのはどれか。,仙骨,恥骨,直腸,盲腸,下行結腸,3,,基礎医学大要,第77回(2025),普通
[B46] Cushing〈クッシング〉病で過剰分泌されるのはどれか。,成長ホルモン,抗利尿ホルモン,性腺刺激ホルモン,甲状腺刺激ホルモン,副腎皮質刺激ホルモン,5,,基礎医学大要,第77回(2025),普通
[B47] 正常月経周期の順序で正しいのはどれか。,月経→黄体期→排卵→卵胞期→月経,月経→黄体期→卵胞期→排卵→月 — 経,月経→排卵→卵胞期→黄体期→月 — 経,月経→卵胞期→黄体期→排卵→月 — 経,月経→卵胞期→排卵→黄体期→月経,5,,基礎医学大要,第77回(2025),普通
[B48] 肺の区域で存在しないのはどれか。,右肺S3,右肺S5,左肺S1＋2,左肺S7,左肺S9,4,,基礎医学大要,第77回(2025),普通
[B49] 脳実質から発生する腫瘍で正しいのはどれか。,膠芽腫,髄膜腫,神経鞘腫,下垂体腺腫,頭蓋咽頭腫,1,,基礎医学大要,第77回(2025),普通
[B50] 老年症候群の特徴で誤っているのはどれか。,転倒,嚥下障害,体重増加,認知障害,歩行障害,3,,基礎医学大要,第77回(2025),普通
[B51] 白血球で無顆粒球はどれか。2つ選べ。,単球,好酸球,好中球,好塩基球,リンパ球,"1,5",,基礎医学大要,第77回(2025),普通
[B52] 職業と職業病の組合せで正しいのはどれか。2つ選べ。,タール取扱従事者 — 前立腺癌,蛍光塗料取扱従事者 — 肺癌,ベンゼン取扱従事者 — 悪性リンパ腫,アスベスト取扱従事者 — 悪性胸膜中皮腫,電離放射線作業従事者 — 白内障,"4,5",,基礎医学大要,第77回(2025),普通
[B53] 腎臓で血液のろ過を行うのはどれか。,糸球体,腎盂,腎静脈,尿管,尿細管,1,,基礎医学大要,第77回(2025),普通
[B54] 肘静脈から注入した造影剤が最初に到達するのはどれか。,右心室,左心室,大動脈,肺静脈,肺動脈,1,,基礎医学大要,第77回(2025),普通
[B55] 電離放射線の細胞に対する作用で正しいのはどれか。,間接作用は低温で増強される。,高LETでは直接作用が主である。,二重鎖切断が起きたDNAは修復不能である。,直接作用はフリーラジカルによるものである。,間接作用によるDNAの障害を一本鎖切断という。,2,,放射線生物学,第77回(2025),普通
[B56] ヒトの細胞周期で正しいのはどれか。,S期から次のS期までを間期と呼ぶ。,有糸分裂が行われるのはS期である。,細胞のM期はおよそ1分程度である。,DNA複製酵素が活性化するとS期に移行する。,間期はG0、G1、G2の3つの時期に分かれている。,4,,放射線生物学,第77回(2025),普通
[B57] 7 Svの全身被ばくの数か月後に生じる有害事象はどれか。,骨髄死,腸管死,発がん,中枢神経死,放射線宿酔,1,,放射線生物学,第77回(2025),普通
[B58] TD5/5で正しいのはどれか。,単位はSvである。,急性期有害事象を示す指標である。,肺に5 Gyが照射されている割合を表す指標である。,5年間で5％以下の確率で有害事象が生じる線量である。,5 Gyで5回照射した場合に有害事象が生じる確率である。,4,,放射線生物学,第77回(2025),普通
[B59] 温熱療法で正しいのはどれか。,pHが高いほど効果が高い。,連日の加温で感受性が上昇する。,43 ℃よりも45 ℃の方が効果が高い。,現在、我が国で実施している施設はない。,細胞周期の中ではG1期で効果が最も高い。,3,,放射線生物学,第77回(2025),普通
[B60] 放射性壊変で正しいのはどれか。,α壊変は質量数が2減る。,β＋壊変は質量数が1減る。,β−壊変は原子番号が1減る。,γ壊変は原子番号が変化しない。,軌道電子捕獲は質量数が1増える。,4,,放射線物理学,第77回(2025),普通
[B61] 光電効果が生じたときに放出されるのはどれか。2つ選べ。,β — 線,δ — 線,特性X線,内部転換電子,Auger〈オージェ〉電子,"3,5",,放射線物理学,第77回(2025),普通
[B62] 核種から放出される陽電子の最大飛程で最も短いのはどれか。,11C,18F,13N,15O,68Ga,2,,放射線物理学,第77回(2025),普通
[B63] 中性子と物質との相互作用で正しいのはどれか。,熱中性子では相互作用は生じない。,物質の軌道電子との相互作用が主である。,減速材として高原子番号の物質が用いられる。,中性子捕獲断面積は中性子の速度に比例する。,速中性子は物質の厚さとともに指数関数的に減少する。,5,,放射線物理学,第77回(2025),普通
[B64] 超音波の減衰で正しいのはどれか。,音速に依存する。,媒質の粘性に依存しない。,減衰量は周波数に反比例する。,減衰量は媒質の厚さに反比例する。,吸収された超音波のエネルギーは熱に変換される。,5,,放射線物理学,第77回(2025),普通
[B65] 電界と磁界に関する量と単位の組合せで誤っているのはどれか。,透磁率 — H/m,導電率 — S/m,誘電率 — F/m,磁気抵抗 — A･Wb,電界の強さ — V/m,4,,医用工学,第77回(2025),普通
[B66] 変圧器に使用する絶縁油に求められる性状で適切でないのはどれか。,粘度が高い。,引火点が高い。,比熱が大きい。,絶縁耐力が大きい。,化学的に安定である。,1,,医用工学,第77回(2025),普通
[B67] IGBT〈絶縁ゲート形バイポーラトランジスタ〉で誤っているのはどれか。,コレクタ電流の大きさを制御できる。,MOS FETと比較してオン抵抗が小さい。,ゲート、エミッタ及びコレクタの端子を持つ。,MOS FETとトランジスタを組合せた構造である。,バイポーラトランジスタと比較してスイッチング速度が遅い。,5,,医用工学,第77回(2025),普通
[B68] 中性子線に対して定義されている量はどれか。2つ選べ。,飛程,カーマ,照射線量,線エネルギー付与,質量エネルギー吸収係数,"2,5",,放射線計測学,第77回(2025),普通
[B69] 放射線源からの放射線を測定するとき、測定時間の全計数値をとする。標準偏差を含む計数率はどれか。,±,±,±,±,±,4,,放射線計測学,第77回(2025),普通
[B70] GM計数管の分解時間が影響する特性はどれか。,空間分解能,真の計数率,方向依存性,エネルギー分解能,幾何学的検出効率,2,,放射線計測学,第77回(2025),普通
[B71] 高エネルギーX線の深部量百分率曲線の図を示す。正しいのはどれか。ただし、照射野は全て等しいものとする。,1,2,3,4,5,4,,放射線計測学,第77回(2025),普通
[B72] 60 Co γ線のエネルギースペクトル測定の結果を図に示す。エスケープピークはどれか。,ア,イ,ウ,エ,オ,1,,放射線計測学,第77回(2025),普通
[B73] 三次元画像に含まれないのはどれか。,仮想内視鏡,表面表示画像,最大値投影画像,仮想単色X線画像,ボリュームレンダリング画像,4,,診療画像機器学,第77回(2025),普通
[B74] FPDで正しいのはどれか。2つ選べ。,画素サイズは10〜20 µmである。,I. I.に比べダイナミックレンジが狭い。,パルス照射による動画撮影が可能である。,X線検出から信号出力までリアルタイムに行える。,直接変換方式は間接変換方式に比べ構造が複雑である。,"3,4",,診療画像機器学,第77回(2025),普通
[B75] インバータ式X線高電圧装置で正しいのはどれか。2つ選べ。,単相電源ではフィードバック制御はできない。,単相電源で三相X線装置並みの線質を得られる。,装置の定格出力は電源インピーダンスに依存する。,インバータ回路は半導体制御素子6個をブリッジ形に接続する。,非共振形装置の管電圧制御はインバータ周波数を変化させることで行う。,"2,3",,診療画像機器学,第77回(2025),普通
[B76] 自動露出制御装置で誤っているのはどれか。,カセッテ前面検出方式は検出器自体が障害陰影となる。,管電圧特性はX線受像器と検出器の入射X線量の差による。,長時間特性は検出器に使用する光電子増倍管の暗電流による。,被写体厚特性は被写体の薄い短時間撮影領域での濃度低下による。,短時間特性はX線停止信号と実際のX線照射停止までの遅れ時間による。,4,,診療画像機器学,第77回(2025),普通
[B77] 散乱線除去グリッドで正しいのはどれか。,平行グリッドには使用距離限界がある。,グリッド露出係数は全放射線透過率の逆数で表す。,グリッド密度は中心部1 cmの吸収はくの重さで表す。,グリッド比は中心部の吸収はくの高さに対するはくの間隔の比で表す。,イメージ改善係数は全放射線透過率に対する一次放射線透過率の比で表す。,2,,診療画像機器学,第77回(2025),普通
[B78] X線透視撮影装置で正しいのはどれか。,近接式は術者のX線防護が不要である。,近接式は遠隔式に比べ患者の正確な整位変換が困難である。,透視積算タイマは連続して15分まで警告なしで使用できる。,アンダーテーブルX線管形はオーバーテーブルX線管形に比べ術者の被ばくは少ない。,オーバーテーブルX線管形はアンダーテーブルX線管形に比べ患者の体位変換が困難である。,4,,診療画像機器学,第77回(2025),普通
[B79] 歯科用X線撮影で正しいのはどれか。,セファロ撮影は2倍拡大撮影である。,セファロ撮影は歯髄観察目的で行われる。,パノラマX線撮影ではスリットが用いられる。,口内法用X線撮影は2方向撮影によって行われる。,口内法用X線撮影装置の管電圧は100 kVを用いる。,3,,診療画像機器学,第77回(2025),普通
[B80] X線CT装置の体軸方向の空間分解能に影響するのはどれか。2つ選べ。,FOV,スライス厚,ピッチ係数,X線検出効率,マトリクス数,"2,3",,診療画像機器学,第77回(2025),普通
[B81] 医療機器の品質管理で正しいのはどれか。,不変性試験は納入業者が行う。,日常点検は始業点検のみである。,機器設置前に現状試験を実施する。,新規の機器設置時に受入試験を実施する。,医療機器安全管理責任者は医師の資格が必要である。,4,,診療画像機器学,第77回(2025),普通
[B82] I. I.の性能評価項目で正しいのはどれか。2つ選べ。,最大輝度,変換係数,輝度均一性,時間分解能,量子検出効率,"2,5",,診療画像機器学,第77回(2025),普通
[B83] X線撮影における基準点・線を別に示す。正しい組合せはどれか。【別冊No.7 図】,ア — 喉頭隆起,イ — 剣状突起,ウ — 肩甲骨下線,エ — Jacoby〈ヤコビー〉線,オ — 小転子,2,,X線撮影技術学,第77回(2025),普通
[B84] 焦点サイズが0.1 mmのX線管を使用して拡大撮影を行う。半影を0.2 mmまで許容できるとき、最大となる拡大率［倍］はどれか。,1.5,2.0,2.5,3.0,3.5,4,,X線撮影技術学,第77回(2025),普通
[B85] 血管造影検査で患者の被ばく低減につながるのはどれか。,照射野を広くする。,透視時間を長くする。,幾何学的拡大透視を多用する。,透視時のパルスレートを下げる。,撮影時のフレームレートを上げる。,4,,X線撮影技術学,第77回(2025),普通
[B86] X線撮影体位を別に示す。撮影法で正しいのはどれか。【別冊No.8 図】,Lorenz〈ローレンツ〉法,Guthmann〈グースマン〉法,Anthonsen〈アントンセン〉法,Rosenberg〈ローゼンバーグ〉法,Lauenstein〈ラウエンシュタイン〉法,4,,X線撮影技術学,第77回(2025),普通
[B87] 胸部X線撮影で遠距離撮影を行う理由はどれか。,散乱線の減少,肩甲骨陰影の消失,呼吸停止時間の短縮,心臓陰影拡大の抑制,画像コントラストの向上,4,,X線撮影技術学,第77回(2025),普通
[B88] 胃部X線造影検査で正しいのはどれか。2つ選べ。,検査後は飲水を制限する。,胃小区の描出は二重造影で行う。,炭酸ガスを使用して胃を膨らませる。,硫酸バリウムの使用量は500 mL程度である。,Brown〈ブラウン〉法による前処置を実施する。,"2,3",,X線撮影技術学,第77回(2025),普通
[B89] 頭部CTで正しいのはどれか。,上肢を挙上させた体位とする。,白質のCT値は灰白質より高い。,スライスの基準線は耳垂直線とする。,perfusion CTによって脳循環動態を把握できる。,造影検査ではイオン性モノマー型造影剤を使用する。,4,,X線撮影技術学,第77回(2025),普通
[B90] 最も高いCT値を示すのはどれか。,脳,肺,乳房,甲状腺,骨格筋,4,,X線撮影技術学,第77回(2025),普通
[B91] 足部のX線写真を別に示す。破線で示すのはどれか。【別冊No.9 図】,MP関節,DIP関節,PIP関節,Chopart〈ショパール〉関節,Lisfranc〈リスフラン〉関節,5,,X線撮影技術学,第77回(2025),普通
[B92] 骨盤部のCT像を別に示す。矢印で示すのはどれか。【別冊No.10 図】,子 — 宮,精 — 巣,直 — 腸,膀 — 胱,卵 — 巣,1,,X線撮影技術学,第77回(2025),普通
"[B93] あるデジタルX線画像システムで撮影したときの、単位面積1 mm2当たりの平均入射X線量子数が1,000個で、出力画像のSNRは20であった。このシステムのDQEの値はどれか。",0.2,0.3,0.4,0.5,0.6,3,,画像工学,第77回(2025),普通
[B94] 焦点検出器間距離を100 cmから120 cmに変え、その他の条件を同一としてX線撮影を実施した。受像面のX線量の倍数で最も近い値はどれか。,0.69,0.83,1.20,1.44,2.00,1,,画像工学,第77回(2025),普通
[B95] ROC解析で正しいのはどれか。,ROC曲線の横軸は真陽性率である。,ROC曲線下の面積の最大値は0.5である。,ROCの解析結果は物理的評価と一致する。,ROC曲線は信号コントラストの高低に影響されない。,ROC曲線間の統計的有意差検定にJackknife法が用いられる。,5,,画像工学,第77回(2025),普通
[B96] 放射性物質を取り込んだ子どもに対する預託実効線量において、摂取した年齢からの評価期間で正しいのはどれか。,40歳まで,50歳まで,60歳まで,70歳まで,80歳まで,4,,放射線安全管理学,第77回(2025),普通
[B97] 医療法施行規則の診療用放射線に係る安全管理体制で誤っているのはどれか。,医療放射線安全管理責任者を配置する。,診療用放射線の安全利用のための指針を策定する。,全身用X線CT診断装置の線量管理および線量記録を行う。,放射線の過剰被ばくその他の放射線診療に関する事例発生時の対応等に関する研修を行う。,放射線診療に従事する者に対する診療用放射線の安全利用のための研修を2年に1回行う。,5,,放射線安全管理学,第77回(2025),普通
[B98] 電離放射線障害防止規則で正しいのはどれか。,皮膚の等価線量は500 mSv/月を超えないようにする。,眼の水晶体の等価線量は150 mSv/年を超えないようにする。,妊娠可能な女性の実効線量は5 mSv/ 3月を超えないようにする。,眼の水晶体の等価線量は6か月ごとに算定、記録および保存をする。,妊娠中の女性の腹部表面に受ける等価線量は2 mSv/ 3月を超えないようにする。,3,,放射線安全管理学,第77回(2025),普通
[B99] GM管式サーベイメータによる表面汚染検査で正しいのはどれか。,β線のエネルギーの測定ができる。,30 cm/s程度で素早くプローブを走査する。,最初に時定数を短くして汚染箇所を特定する。,方向を問わず一定の感度でβ線を測定できる。,汚染防止のためプローブ全体をアルミニウムフィルタで保護する。,3,,放射線安全管理学,第77回(2025),普通
[B100] 18 Fを200 MBq投与直後に患者から2 mの距離で5分間、年間50回対応した放射線業務従事者の年間被ばく線量［µSv］に最も近いのはどれか。ただし、18Fの実効線量率定数は0.14 µSv・m2・MBq−1・h−1とする。,30,60,120,240,480,1,,放射線安全管理学,第77回(2025),普通
