設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B24] 10/20法による脳波電極P3の部位について正しいのはどれか。,正中中心部,左側頭葉の中央,左頭頂葉の中央,右側頭葉の中央,右頭頂葉の中央,3,,臨床生理学,第66回(2020),普通
[B25] 脳波で広汎性多棘徐波複合を呈するのはどれか。,欠神発作,West症候群,自律神経発作,Lennox-Gastaut症候群,若年性ミオクロニーてんかん,5,,臨床生理学,第66回(2020),普通
[B26] 表面筋電図上、数十msecの電気活動が不規則に作動筋・拮抗筋間で同期してみられるのはどれか。,振戦,筋強剛,けいれん,ジストニア,ミオクローヌス,5,,臨床生理学,第66回(2020),普通
[B27] MRIのプロトン密度強調像が有用なのはどれか。,子宮,前立腺,乳房,膝関節,腹部大動脈,4,,臨床生理学,第66回(2020),普通
[B28] 副交感神経節後線維の伝達物質はどれか。,セロトニン,メラトニン,アドレナリン,アセチルコリン,ノルアドレナリン,4,,臨床生理学,第66回(2020),普通
[B29] ある酵素のKm値が2mmol/Lであるとき、最大反応速度〈Vmax〉の98％を得るための基質終濃度［mmol/L］に最も近いのはどれか。V・Sただし、Michaelis-Mentenの式v ≒ maxが適用される。Km+ S,25,50,100,200,400,3,,臨床化学,第66回(2020),普通
[B30] 膵Langerhans島から分泌されるのはどれか。2つ選べ。,グルカゴン,セクレチン,エストロゲン,ソマトスタチン,コレシストキニン,"1,4",,臨床化学,第66回(2020),普通
[B31] 放射線感受性が高いのはどれか。,筋肉組織,結合組織,脂肪組織,神経組織,リンパ組織,5,,臨床化学,第66回(2020),普通
[B32] アミラーゼアイソザイムで正しいのはどれか。,S型は尿に排泄されない。,急性膵炎ではS型が上昇する。,P型はS型よりも分子量が大きい。,流行性耳下腺炎ではP型が上昇する。,腎不全ではP型、S型ともに上昇する。,5,,臨床化学,第66回(2020),普通
[B33] 骨吸収マーカーはどれか。2つ選べ。,オステオカルシン〈OC〉,骨型アルカリホスファターゼ〈BAP〉,酒石酸抵抗性酸ホスファターゼ〈TRAcP-5b〉,デオキシピリジノリン〈DPD〉,プロコラーゲン・ペプチド,"3,4",,臨床化学,第66回(2020),普通
[B34] 原発性副甲状腺機能亢進症で認められないのはどれか。,病的骨折,低リン血症,高カルシウム血症,代謝性アシドーシス,活性型ビタミンD3合成低下,5,,臨床化学,第66回(2020),普通
[B35] 心筋梗塞の心筋マーカーとして適切でないのはどれか。,LD3,CK-MB,トロポニンT,ミオシン軽鎖,心臓型脂肪酸結合蛋白〈H-FABP〉,1,,臨床化学,第66回(2020),普通
[B36] 日本臨床化学会〈JSCC〉勧告法で、ヘキソキナーゼとグルコース-6-リン酸脱水素酵素の共役により測定されるのはどれか。,CK,AST,ALP,γ-GT,アミラーゼ,1,,臨床化学,第66回(2020),普通
[B37] アミノトランスフェラーゼのホロ化に必要なのはどれか。,コバラミン,ピリドキシン,リボフラビン,トコフェロール,ニコチンアミド,2,,臨床化学,第66回(2020),普通
[B38] 慢性腎臓病〈CKD〉の病期分類に用いられる検査項目はどれか。2つ選べ。,尿浸透圧,尿糖定量値,糸球体濾過量,尿蛋白定量値,尿素窒素/クレアチニン比,"3,4",,臨床化学,第66回(2020),普通
[B39] 水酸基をもつアミノ酸はどれか。2つ選べ。,セリン,プロリン,スレオニン,メチオニン,アスパラギン酸,"1,3",,臨床化学,第66回(2020),普通
[B40] 酸化的脱アミノ反応に関与しているのはどれか。,アルギナーゼ,グルタミン酸デヒドロゲナーゼ,アルギニノコハク酸シンセターゼ,カルバモイルリン酸シンセターゼ,アスパラギン酸アミノトランスフェラーゼ,2,,臨床化学,第66回(2020),普通
[B41] 1分子中に窒素を3つ有するのはどれか。,尿酸,尿素,アンモニア,ビリルビン,クレアチニン,5,,臨床化学,第66回(2020),普通
[B42] ビタミンの欠乏と疾患の組合せで正しいのはどれか。,ビタミンA欠乏症 — くる病,ビタミンB1欠乏症 — 悪性貧血,ビタミンB12欠乏症 — Wernicke脳症,ビタミンD欠乏症 — 夜盲症,ビタミンK欠乏症 — 新生児メレナ,5,,臨床化学,第66回(2020),普通
[B43] 細菌感染による敗血症で上昇しないのはどれか。,CRP,プレセプシン,エンドトキシン,プロカルシトニン,01或32-β-D-グルカン,5,,臨床化学,第66回(2020),普通
[B44] 肝臓の解毒機能の評価に用いられるのはどれか。2つ選べ。,ICG試験,血清ALP値,血中アンモニア値,血清コレステロール値,プロトロンビン時間〈PT〉,"1,3",,臨床化学,第66回(2020),普通
[B45] 術中迅速組織標本を別に示す。矢印で示す現象が生じた工程はどれか。【別冊No.5 図】,組織採取,凍結,薄切,固定,染色,2,,病理組織細胞学,第66回(2020),普通
[B46] Mayerのhematoxylin液に含まれないのはどれか。,グリセリン,結晶クエン酸,抱水クロラール,ヨウ素酸ナトリウム,硫酸アルミニウムカリウム,1,,病理組織細胞学,第66回(2020),普通
[B47] 気管支擦過のPapanicolaou染色標本を別に示す。細胞はどれか。【別冊No.6 図】,扁平上皮細胞,線毛円柱上皮細胞,腺癌細胞,小細胞癌細胞,扁平上皮癌細胞,2,,病理組織細胞学,第66回(2020),普通
[B48] H-E染色標本を別に示す。臓器はどれか。【別冊No.7 図】,肝臓,腎臓,膵臓,脾臓,副腎,3,,病理組織細胞学,第66回(2020),普通
[B49] 早期胃癌について正しいのはどれか。,静脈侵襲を認めない。,陥凹病変は含まれない。,浸潤は粘膜内に限局する。,リンパ節転移を認めない。,肉眼分類では0型に相当する。,5,,病理組織細胞学,第66回(2020),普通
[B50] 子宮頸部細胞診のPapanicolaou染色標本を別に示す。考えられるのはどれか。【別冊No.8 図】,腺癌,扁平上皮癌,腟カンジダ症,ヘルペス感染症,トリコモナス腟炎,2,,病理組織細胞学,第66回(2020),普通
[B51] 悪性腫瘍はどれか。,血管腫,線維腫,精上皮腫,多形腺腫,成熟奇形腫,3,,病理組織細胞学,第66回(2020),普通
[B52] 脂質の染色に適するのはどれか。,Alcian blue染色,Berlin blue染色,Kossa反応,PAS反応,Sudan Ⅲ染色,5,,病理組織細胞学,第66回(2020),普通
[B53] 包埋過程について正しいのはどれか。,パラフィンは親水性である。,包埋には軟パラフィンを用いる。,組織収縮率は脱水時が最も大きい。,硬パラフィンの融点は50 ℃以下である。,脱脂効果はメタノールよりエタノールの方が高い。,5,,病理組織細胞学,第66回(2020),普通
[B54] 組織の固定について正しいのはどれか。,ホルマリンは特定第3類物質である。,固定する組織体積の10倍以上の固定液が必要である。,遺伝子検査目的の検体の固定時間は72時間以上が望ましい。,ホルマリンの浸透速度は室温で1時間に5〜10 cm程度である。,グルタールアルデヒドの浸透速度は1時間に1〜5cm程度である。,2,,病理組織細胞学,第66回(2020),普通
[B55] 脱灰について正しいのはどれか。,過脱灰は抗原性を増強させる。,酸性脱灰法では容器を密閉する。,脱灰液は1日に1〜数回交換する。,脱灰液は交換のたびに濃度を高くする。,組織体積の5〜10倍量の脱灰液が必要である。,3,,病理組織細胞学,第66回(2020),普通
[B56] 類上皮肉芽腫の形成を特徴としない病態はどれか。,梅毒,結核症,慢性膵炎,Hansen病,サルコイドーシス,3,,病理組織細胞学,第66回(2020),普通
[B57] 病理解剖中の術者の結核感染防止に有効なのはどれか。,手指消毒,陽圧式空調,空気清浄機の使用,微粒子用マスクの着用,肺のホルマリン注入固定,4,,病理組織細胞学,第66回(2020),普通
[B58] 腫瘍と免疫組織化学的マーカーの組合せで正しいのはどれか。,肺癌 — エストロゲン受容体〈ER〉,乳癌 — AFP,消化管間質腫瘍 — c-kit,大腸癌 — PSA,B細胞リンパ腫 — CEA,3,,病理組織細胞学,第66回(2020),普通
[B59] 生体中の総鉄量に対するヘモグロビン鉄の割合に最も近いのはどれか。,75％,66％,50％,33％,25％,2,,臨床血液学,第66回(2020),普通
[B60] 自動血球計数装置において、実測している項目はどれか。2つ選べ。,ヘマトクリット値〈Ht〉,ヘモグロビン濃度〈Hb〉,平均赤血球容積〈MCV〉,平均赤血球ヘモグロビン量〈MCH〉,平均赤血球ヘモグロビン濃度〈MCHC〉,"1,2,3",採点上、選択肢1・2・3のうち2つを選べば正答（複数の組合せを正答とする）。,臨床血液学,第66回(2020),普通
[B61] 赤芽球の鉄染色標本の模式図を別に示す。環状鉄芽球はどれか。【別冊No.9 図】,a,b,c,d,e,3,,臨床血液学,第66回(2020),普通
[B62] 過分葉好中球が認められる欠乏症はどれか。,ビタミンB1,ビタミンB6,ビタミンB12,ビタミンC,ビタミンK,3,,臨床血液学,第66回(2020),普通
[B63] 骨髄穿刺液塗抹のMay-Giemsa染色標本を別に示す。この疾患で認められないのはどれか。【別冊No.10 図】,PT延長,FDP上昇,血小板数減少,赤血球沈降速度遅延,アンチトロンビン上昇,5,,臨床血液学,第66回(2020),普通
[B64] 血小板顆粒に含まれ、血管の収縮作用をもつのはどれか。,セロトニン,P-セレクチン,フィブリノゲン,トロンボスポンジン,β-トロンボグロブリン,1,,臨床血液学,第66回(2020),普通
[B65] 骨髄穿刺液のフローサイトメトリ法のCD45ゲーティングを別に示す。囲まれている部分の細胞はどれか。【別冊No.11 図】,単球,顆粒球,赤血球,骨髄芽球,リンパ球,5,,臨床血液学,第66回(2020),普通
[B66] 赤血球に出現する封入体はどれか。2つ選べ。,中毒性顆粒,Döhle小体,Russell小体,好塩基性斑点,Schüffner斑点,"4,5",,臨床血液学,第66回(2020),普通
[B67] 特殊染色と試薬の組合せで正しいのはどれか。,鉄染色 — 過ヨウ素酸溶液,PAS染色 — 過酸化水素水,ペルオキシダーゼ染色 — 塩酸溶液,非特異的エステラーゼ染色 — αナフチルブチレート,アルカリホスファターゼ染色 — ナフトールAS-Dクロロアセテート,4,,臨床血液学,第66回(2020),普通
[B68] Gram陰性菌の菌体でリポ多糖体からなるのはどれか。,外膜,細胞壁,細胞膜,ペリプラズム,ポーリン蛋白,1,,臨床微生物学,第66回(2020),普通
[B69] 加温染色を行うのはどれか。,Gram染色,Neisser染色,Giménez染色,オーラミンO染色,Ziehl-Neelsen染色,5,,臨床微生物学,第66回(2020),普通
[B70] 選択物質として抗菌薬を含むのはどれか。2つ選べ。,SS寒天培地,TCBS寒天培地,Skirrow寒天培地,B-CYEα寒天培地,Thayer-Martin寒天培地,"3,5",,臨床微生物学,第66回(2020),普通
[B71] Pseudomonas aeruginosaについて正しいのはどれか。2つ選べ。,鞭毛をもたない。,硝酸塩を還元しない。,ピオシアニンを産生する。,TSI培地の高層部が黄変する。,アシルアミダーゼ試験陽性である。,"3,5",,臨床微生物学,第66回(2020),普通
[B72] バクテリオファージが起こす現象はどれか。,形質転換,形質導入,接合伝達,突然変異,DNA修復,2,,臨床微生物学,第66回(2020),普通
[B73] 作用機序が核酸合成阻害によるのはどれか。,イミペネム,エリスロマイシン,ゲンタマイシン,バンコマイシン,レボフロキサシン,5,,臨床微生物学,第66回(2020),普通
[B74] 高水準消毒薬はどれか。2つ選べ。,過酢酸,クロルヘキシジン,消毒用エタノール,グルタルアルデヒド,次亜塩素酸ナトリウム,"1,4",,臨床微生物学,第66回(2020),普通
[B75] 腎臓移植後に肺炎をきたした患者の喀痰のGram染色標本及びKinyoun染色標本を別に示す。推定されるのはどれか。【別冊No.12A・B 図】,Bacillus属,Clostridium属,Corynebacterium属,Listeria属,Nocardia属,5,,臨床微生物学,第66回(2020),普通
[B76] 細胞壁にメラニン色素を保有するのはどれか。,Aspergillus属,Epidermophyton属,Exophiala属,Penicillium属,Rhizopus属,3,,臨床微生物学,第66回(2020),普通
[B77] ウイルスと疾患の組合せで正しいのはどれか。2つ選べ。,EBウイルス — 伝染性単核球症,ロタウイルス — 乳幼児急性胃腸炎,アデノウイルス — 伝染性紅斑,コクサッキーウイルス — 先天性巨細胞封入体症,サイトメガロウイルス — 咽頭結膜熱,"1,2",,臨床微生物学,第66回(2020),普通
[B78] β-ラクタマーゼ分類でクラスBに属するのはどれか。,ペニシリナーゼ,オキサシリナーゼ,セファロスポリナーゼ,メタロ-β-ラクタマーゼ,基質拡張型β-ラクタマーゼ,4,,臨床微生物学,第66回(2020),普通
[B79] ABO不適合輸血において低下するのはどれか。,AST,LD,カリウム,ハプトグロビン,遊離ヘモグロビン,4,,臨床免疫学,第66回(2020),普通
[B80] 輸血関連急性肺障害について正しいのはどれか。,心陰影拡大を認める。,全身に蕁麻疹を認める。,大量輸血が原因である。,男性ドナー由来血漿製剤で発生率が高い。,"輸血開始から輸血終了後,時間以内に発症する。",5,,臨床免疫学,第66回(2020),普通
[B81] 赤血球製剤の輸血で急性溶血反応を起こさない組合せはどれか。,患者A型 — 供血者B型,患者B型 — 供血者A型,患者B型 — 供血者AB型,患者O型 — 供血者A型,患者AB型 — 供血者A型,5,,臨床免疫学,第66回(2020),普通
[B82] 補体成分C3bの作用について正しいのはどれか。,好中球を遊走させる。,好中球の貪食を促進する。,白血球からリソソームを放出させる。,アナフィラトキシンとしての活性がある。,リンパ球に結合し抗体産生を亢進させる。,2,,臨床免疫学,第66回(2020),普通
[B83] 血液型の亜型について正しいのはどれか。,RhD陰性は亜型である。,後天性Bは亜型である。,日本人ではB亜型が最も多い。,cis AB型は突然変異で生じる。,亜型の出現頻度は2％程度である。,3,,臨床免疫学,第66回(2020),普通
[B84] 溶血性輸血副反応の原因となる不規則抗体はどれか。2つ選べ。,抗E,抗Jka,抗N,抗P1,抗Xga,"1,2",,臨床免疫学,第66回(2020),普通
[B85] カラム凝集法の結果を別に示す。最も考えられるのはどれか。【別冊No.13 図】,Ax型,汎血球凝集反応,不規則抗体保有患者,O型赤血球の異型適合血輸血後,直接抗グロブリン試験陽性患者,3,,臨床免疫学,第66回(2020),普通
[B86] 腫瘍マーカーと腫瘍の組合せで誤っているのはどれか。,CYFRA — 肺扁平上皮癌,hCG — 絨毛癌,NSE — 肺小細胞癌,PIVKA-Ⅱ — 肝細胞癌,ProGRP — 膵癌,5,,臨床免疫学,第66回(2020),普通
[B87] 発作性寒冷ヘモグロビン尿症でみられる所見はどれか。,Ham試験陽性,補体価〈CH50〉高値,直接Coombs試験陰性,P血液型のP抗原陽性,Donath-Landsteiner反応陰性,4,,臨床免疫学,第66回(2020),普通
[B88] モノクローナル抗体について正しいのはどれか。,沈降反応に適している。,IgMクラスの抗体は作製できない。,リンパ球サブセットの解析に用いる。,複数のエピトープに対する抗体である。,Bリンパ球とTリンパ球のハイブリドーマから作製する。,3,,臨床免疫学,第66回(2020),普通
[B89] 抗HLA抗体が原因となるのはどれか。2つ選べ。,輸血後GVHD,血小板輸血不応,遅発性溶血性輸血副作用,臓器移植後の急性拒絶反応,輸血関連循環過負荷〈TACO〉,"2,4",,臨床免疫学,第66回(2020),普通
[B90] 職場の受動喫煙防止対策の推進を規定しているのはどれか。2つ選べ。,環境基本法,健康増進法,地域保健法,労働基準法,労働安全衛生法,"2,5",,公衆衛生学,第66回(2020),普通
[B91] 法律と規定している項目との組合せで正しいのはどれか。,地域保健法 — 母子健康手帳の交付,母子保健法 — 産前・産後の就業制限,食品衛生法 — 食品のアレルギー表示,毒物劇物取締法 — 麻薬中毒者の治療,医薬品医療機器等法 — 毒薬・劇薬の表示,5,,公衆衛生学,第66回(2020),普通
[B92] 検疫感染症でないのはどれか。,コレラ,ペスト,デング熱,マラリア,エボラ出血熱,1,,公衆衛生学,第66回(2020),普通
[午後93] 保健所に仕出し弁当の食中毒発生の通報があった。喫食調査の結果を以下に示す。〔症状あり（100人）摂取あり／摂取なし、症状なし（60人）摂取あり／摂取なし　＝　煮魚 90／10・50／10、野菜 85／15・10／50、果物 70／30・30／30、卵焼き 90／10・30／30、鶏の唐揚げ 70／30・20／40〕原因として最も考えられるのはどれか。,煮魚,野菜,果物,卵焼き,鶏の唐揚げ,2,,公衆衛生学,第66回(2020),普通
[B94] 統計指標について誤っているのはどれか。,"死産率は出産数1,000対の率である。",平均寿命とは0歳における平均余命である。,乳児死亡率は地域の保健・医療の水準を反映する。,総再生産率は1人の女性が一生の間に生む平均女児数である。,周産期死亡は妊娠満22週以降の死産と新生児死亡との合計である。,5,,公衆衛生学,第66回(2020),普通
[B95] 生体信号をデジタル記録する場合、最も高いサンプリング周波数が必要となるのはどれか。,脳波,脈波,筋電図,心音図,心電図,3,,医用工学概論,第66回(2020),普通
[B96] 100 kHzの交流電流が体表の2か所に張り付けた電極間に流れたとき、およその最小感知電流と考えられるのはどれか。,10 μA,100 μA,1 mA,100 mA,1 A,4,,医用工学概論,第66回(2020),普通
[B97] ME機器のCF形装着部を表す医療機器関連図記号はどれか。,円の中に接地（アース）記号,三角形の中に感嘆符,四角形の中に人型,四角形の中にハート（心臓）型,二重の四角形,4,,医用工学概論,第66回(2020),普通
[B98] コンピュータの入出力インターフェースの規格はどれか。,OS,USB,HTML,TCP/IP,IPアドレス,2,,医用工学概論,第66回(2020),普通
[B99] 医療情報システムで病名コードとして用いられるのはどれか。,HL7,ICD10,DICOM,JLAC10,MEDLINE,2,,医用工学概論,第66回(2020),普通
"[B100] 回転半径20 cmの遠心器を3,000 rpmで運用するとき、およその比較遠心力はどれか。ただし重力加速度を9.8 m/s2とする。",100,500,"1,000","2,000","4,000",4,,医用工学概論,第66回(2020),普通
