設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B20] 検査項目と測定方法の組合せで正しいのはどれか。2つ選べ。,残気量 — スパイロメトリ,機能的残気量 — 回呼吸法,ピークフロー — フローボリューム曲線,肺拡散能〈DLCO〉 — ガス希釈法,クロージングボリューム — 単一窒素呼出曲線,"3,5",,臨床生理学,第65回(2019),普通
[B21] フローボリューム曲線を別に示す。肺線維症はどれか。【別冊No.3 図】,A,B,C,D,E,3,,臨床生理学,第65回(2019),普通
[B22] 生体内の平均的な音速［m/s］に最も近いのはどれか。,500,"1,500","2,500","3,500","4,500",2,,臨床生理学,第65回(2019),普通
[B23] 健常成人の超音波検査で得られた腹部のBモード像を別に示す。矢印で示すのは何か。【別冊No.4 図】,腎臓,膵臓,胆囊,脾臓,副腎,1,,臨床生理学,第65回(2019),普通
[B24] 健常女性の骨盤腔超音波検査で最も背側に観察されるのはどれか。,腟,子宮,直腸,膀胱,卵巣,3,,臨床生理学,第65回(2019),普通
[B25] 超音波検査で体表からの観察に用いる周波数が最も低い探触子を使用する臓器はどれか。,乳腺,心臓,肝臓,膵臓,膀胱,2,,臨床生理学,第65回(2019),普通
[B26] 甲状腺右葉の超音波Bモード像0a2及びパワードプラ像0b2を別に示す。最も考えられるのはどれか。【別冊No.5 図】,Basedow病,副甲状腺腫大,亜急性甲状腺炎,腺腫様甲状腺腫,慢性甲状腺炎〈橋本病〉,1,,臨床生理学,第65回(2019),普通
[B27] 単純糖尿病網膜症にみられない眼底所見はどれか。,白斑,血管新生,点状出血,限局性浮腫,網膜血管瘤,2,,臨床生理学,第65回(2019),普通
[B28] 針筋電図検査の対象とならない病態はどれか。,筋萎縮,筋力低下,過剰筋収縮,高CK血症,ミオクローヌス,5,,臨床生理学,第65回(2019),普通
[B29] 血清遊離脂肪酸が低下するのはどれか。,夜間,空腹時,ヘパリン静注,インスリン投与,ステロイド療法,4,,臨床化学,第65回(2019),普通
[B30] グリセロリン脂質でないのはどれか。,レシチン,セファリン,リゾレシチン,スフィンゴミエリン,ホスファチジルセリン,4,,臨床化学,第65回(2019),普通
[B31] 脂質異常症のWHO分類とその原因の組合せで正しいのはどれか。,Ⅰ — レシチンコレステロールアシルトランスフェラーゼ〈LCAT〉,Ⅱ — リポ蛋白リパーゼ〈LPL〉,Ⅲ — アポリポ蛋白E,Ⅳ — LDL受容体,Ⅴ — コレステロールエステル転送蛋白〈CETP〉,3,,臨床化学,第65回(2019),普通
[午後32] 日本臨床化学会〈JSCC〉勧告法による血清CK活性測定において、反応液中のD-グルコースが1分間あたり0.9 mg反応した。この血清のCK活性［U/L］はどれか。ただし、D-グルコースの分子量180、血清量10 μL、試薬量290 μLとする。,15,27,150,270,"1,500",,採点除外問題（正答なし）。,臨床化学,第65回(2019),普通
[B33] 血清総蛋白5.0 g/dL、血清アルブミン2.5 g/dL、尿蛋白500 mg/dLであった。考えられるのはどれか。,肝硬変,慢性炎症,多発性骨髄腫,ネフローゼ症候群,無γ-グロブリン血症,4,,臨床化学,第65回(2019),普通
[B34] 酵素の国際単位の算出に必要ないのはどれか。,血清量,最終液量,測定波長,モル吸光係数,分間の吸光度変化量,3,,臨床化学,第65回(2019),普通
[B35] 分光光度法において共存物質の影響試験の対象となるのはどれか。2つ選べ。,過酸化水素,ヘモグロビン,アスコルビン酸,アスパラギン酸,ペルオキシダーゼ,"2,3",,臨床化学,第65回(2019),普通
[B36] 尿酸の酵素法試薬に含まれているのはどれか。2つ選べ。,ウリカーゼ,ウレアーゼ,キサンチン,アラントイン,ペルオキシダーゼ,"1,5",,臨床化学,第65回(2019),普通
[B37] 日本臨床化学会〈JSCC〉勧告法で吸光度の減少から活性値を求めるのはどれか。2つ選べ。,CK,LD,AST,アミラーゼ,コリンエステラーゼ,"3,5",,臨床化学,第65回(2019),普通
[B38] 水溶性ビタミンはどれか。,カルシフェロール,トコフェロール,メナキノン,リボフラビン,レチノール,4,,臨床化学,第65回(2019),普通
[B39] 骨格筋でアンモニアが結合して生成するのはどれか。,アルギニン,オルニチン,グルタミン,シトルリン,カルバモイルリン酸,3,,臨床化学,第65回(2019),普通
[B40] 骨形成マーカーはどれか。2つ選べ。,オステオカルシン〈OC〉,デオキシピリジノリン〈DPD〉,骨型アルカリホスファターゼ〈BAP〉,I型コラーゲン架橋N-テロペプチド〈NTX〉,酒石酸抵抗性酸性ホスファターゼ活性〈TRAcP-5b〉,"1,3",,臨床化学,第65回(2019),普通
[B41] バゾプレシンが低下するのはどれか。,脱水症,肝硬変症,腎性尿崩症,中枢性尿崩症,ADH不適合分泌症候群〈SIADH〉,4,,臨床化学,第65回(2019),普通
[B42] 低栄養状態で高値を示すのはどれか。,レプチン,アルブミン,成長ホルモン,コリンエステラーゼ,遊離トリヨードサイロニン〈FT3〉,3,,臨床化学,第65回(2019),普通
[B43] 糖タンパク質ホルモンはどれか。2つ選べ。,サイロキシン,成長ホルモン,プロラクチン,黄体形成ホルモン,甲状腺刺激ホルモン,"4,5",,臨床化学,第65回(2019),普通
[B44] 血漿レニン活性が低値を示すのはどれか。,脱水,Addison病,利尿薬服用,腎血管性高血圧症,原発性アルドステロン症,5,,臨床化学,第65回(2019),普通
[B45] 分子標的薬投与の決定にHER2を用いるのはどれか。,乳癌,大腸癌,悪性黒色腫,非小細胞肺癌,消化管間質腫瘍〈GIST〉,1,,病理組織細胞学,第65回(2019),普通
[B46] 透過型電子顕微鏡標本作製法と試薬の組合せで正しいのはどれか。,固定 — ホルマリン,脱水 — エタノール,置換 — キシレン,包埋 — パラフィン,電子染色 — タンニン酸,2,,病理組織細胞学,第65回(2019),普通
[B47] 細胞学的検査法で乾燥固定を行うのはどれか。2つ選べ。,PAS反応,Giemsa染色,Alcian blue染色,Papanicolaou染色,ペルオキシダーゼ染色,"2,5",,病理組織細胞学,第65回(2019),普通
[B48] ホルマリンについて誤っているのはどれか。,発がん性がある。,遮光して保存する。,医薬用外劇物である。,酸化によりクエン酸を生じる。,ホルマリン原液は酸性である。,4,,病理組織細胞学,第65回(2019),普通
[B49] 間質性肺炎の原因として誤っているのはどれか。,薬剤,膠原病,放射線照射,ウイルス感染,肺動脈血栓塞栓症,5,,病理組織細胞学,第65回(2019),普通
[B50] 左心不全症例の肺の特殊染色標本を別に示す。染色法はどれか。【別冊No.6 図】,Alcian blue染色,Berlin blue染色,methylene blue染色,Nile blue染色,toluidine blue染色,2,,病理組織細胞学,第65回(2019),普通
[B51] 喀痰細胞診のPapanicolaou染色標本を別に示す。出現している細胞はどれか。【別冊No.7 図】,リンパ球,肺胞組織球,小細胞癌細胞,気管支上皮細胞,扁平上皮癌細胞,2,,病理組織細胞学,第65回(2019),普通
[B52] 病理解剖において臨床検査技師が実施できないのはどれか。,開頭,皮膚の縫合,臓器重量の測定,細菌培養検体の採取,遺族への剖検所見の説明,5,,病理組織細胞学,第65回(2019),普通
[B53] ホルムアルデヒドを含む固定液はどれか。,PLP液,ブアン〈Bouin〉液,カルノア〈Carnoy〉液,ツェンカー〈Zenker〉液,ザンボーニ〈Zamboni〉液,2,,病理組織細胞学,第65回(2019),普通
[B54] がん遺伝子はどれか。,APC,BRCA1,RAS,RB,TP53〈p53〉,3,,病理組織細胞学,第65回(2019),普通
[B55] 脂質の染色法でないのはどれか。,Congo red染色,Nile blue染色,oil red O染色,Sudan black B染色,Sudan Ⅲ染色,1,,病理組織細胞学,第65回(2019),普通
[B56] 肉芽腫性炎はどれか。,急性膵炎,腎盂腎炎,気管支肺炎,サルコイドーシス,急性ウイルス性肝炎,4,,病理組織細胞学,第65回(2019),普通
[B57] 病理組織標本の偏光顕微鏡観察が有用なのはどれか。2つ選べ。,メラニン,アミロイド,ケイ酸結晶,ビリルビン,ヘモジデリン,"2,3",,病理組織細胞学,第65回(2019),普通
[B58] 細胞診検体処理法のうち集細胞法でないのはどれか。,圧挫法,遠心沈殿法,フィルター法,自動細胞収集法,セルブロック法,1,,病理組織細胞学,第65回(2019),普通
[B59] 伝染性単核球症でみられる異型リンパ球の説明として正しいのはどれか。,ウイルスが感染したB細胞である。,ウイルスを攻撃するNK細胞である。,活性化したT細胞である。,腫瘍化したリンパ腫細胞である。,未分化なリンパ芽球である。,3,,臨床血液学,第65回(2019),普通
[B60] 血小板無力症で異常となるのはどれか。,凝固時間,血小板数,血小板粘着能,ADP血小板凝集能,リストセチン血小板凝集能,4,,臨床血液学,第65回(2019),普通
[B61] 赤血球の異常所見はどれか。2つ選べ。,Cabot環,Auer小体,Döhle小体,Russell小体,Schüffner斑点,"1,5",,臨床血液学,第65回(2019),普通
[B62] 細胞と表面抗原の組合せで誤っているのはどれか。,幹細胞 — CD33,巨核球 — CD41,単球 — CD14,B細胞 — CD19,NK細胞 — CD56,1,,臨床血液学,第65回(2019),普通
[B63] 骨髄穿刺液のMay-Giemsa染色標本を別に示す。考えられるのはどれか。【別冊No.8 図】,慢性骨髄性白血病〈CML〉,急性単球性白血病〈AMoL〉,急性リンパ性白血病〈ALL〉,急性前骨髄球性白血病〈APL〉,大顆粒リンパ球性白血病〈LGL〉,4,,臨床血液学,第65回(2019),普通
[B64] 末梢血のMay-Giemsa染色標本を別に示す。考えられるのはどれか。【別冊No.9 図】,サラセミア,溶血性貧血,鉄芽球性貧血,再生不良性貧血,巨赤芽球性貧血,5,,臨床血液学,第65回(2019),普通
[B65] 骨髄穿刺液のMay-Giemsa染色標本を別に示す。診断にあたり、ペルオキシダーゼ染色と合わせて必要となるのはどれか。【別冊No.10 図】,鉄染色,PAS染色,エステラーゼ染色,酸ホスファターゼ染色,アルカリホスファターゼ染色,3,,臨床血液学,第65回(2019),普通
"[B66] 血算で赤血球250万/μL、Hb 5.0 g/dL、Ht 18％、白血球3,500/μL、血小板40万/μLであった。考えられるのはどれか。",腎性貧血,鉄欠乏性貧血,再生不良性貧血,自己免疫性溶血性貧血,ビタミンB12欠乏性貧血,2,,臨床血液学,第65回(2019),普通
[B67] ビタミンK欠乏で異常を示すのはどれか。2つ選べ。,出血時間,第Ⅻ因子活性,フィブリノゲン,プロテインC活性,プロトロンビン時間〈PT〉,"4,5",,臨床血液学,第65回(2019),普通
[B68] 作用機序が細胞壁合成阻害によるのはどれか。2つ選べ。,アンピシリン,ゲンタマイシン,ミノサイクリン,シプロフロキサシン,バンコマイシン,"1,5",,臨床微生物学,第65回(2019),普通
[B69] 蚊が媒介するのはどれか。,Ｑ熱,黄熱,回帰熱,ライム病,日本紅斑熱,2,,臨床微生物学,第65回(2019),普通
[B70] 経口感染する肝炎ウイルスはどれか。2つ選べ。,A型,B型,C型,D型,E型,"1,5",,臨床微生物学,第65回(2019),普通
[B71] 染色法と目的菌の組合せで正しいのはどれか。2つ選べ。,墨汁法 — Candida albicans,Giménez〈ヒメネス〉染色 — Legionella pneumophila,芽胞染色 — Corynebacterium diphtheriae,オーラミン・ローダミン染色 — Mycobacterium tuberculosis,異染小体染色 — Clostridium difficile〈Clostridioides difficile〉,"2,4",,臨床微生物学,第65回(2019),普通
[B72] 下気道感染症患者の喀痰のGram染色標本を別に示す。分離菌は％ヒツジ血液寒天培地およびチョコレート寒天培地に発育した。推定されるのはどれか。【別冊No.11 図】,Fusobacterium nucleatum,Haemophilus influenzae,Klebsiella pneumoniae,Moraxella catarrhalis,Pseudomonas aeruginosa,4,,臨床微生物学,第65回(2019),普通
[B73] 血液培養陽性のボトル内容液から分離培養したコロニーのGram染色像を別に示す。Gram染色では矢印で示す形態を示し、好気培養で発育せず、カタラーゼテスト陰性であった。推定されるのはどれか。【別冊No.12 図】,Actinomyces spp.,Bacillus spp.,Clostridium spp.,Corynebacterium spp.,Nocardia spp.,3,,臨床微生物学,第65回(2019),普通
[B74] ウイルスと疾患の組合せで正しいのはどれか。2つ選べ。,EBウイルス — 伝染性単核球症,ロタウイルス — 乳児嘔吐下痢症,ポリオウイルス — 急性胃腸炎,ヒトコロナウイルス — 流行性角結膜炎,ヒトパルボウイルス — 手足口病,"1,2",,臨床微生物学,第65回(2019),普通
[B75] プラスミドによる耐性遺伝子の伝播に該当するのはどれか。,形質転換,形質導入,抗原変異,接合伝達,非相同組換え,4,,臨床微生物学,第65回(2019),普通
[B76] Mycobacterium属でⅠ群〈光発色菌群〉はどれか。,M. abscessus,M. avium,M. fortuitum,M. kansasii,M. tuberculosis,4,,臨床微生物学,第65回(2019),普通
[B77] インフルエンザウイルスの主な感染経路はどれか。2つ選べ。,接触感染,飛沫感染,空気感染,血液感染,経口感染,"1,2",,臨床微生物学,第65回(2019),普通
[B78] Pseudomonas aeruginosaで正しいのはどれか。,℃で発育する。,周毛性鞭毛をもつ。,ブドウ糖を発酵する。,オキシダーゼ陰性である。,ピオシアニンを産生する。,5,,臨床微生物学,第65回(2019),普通
[B79] 結核菌特異的全血インターフェロンγ遊離測定法〈IGRA〉でサイトカインを産生する細胞はどれか。,単球,B細胞,マクロファージ,ヘルパーT細胞,細胞傷害性T細胞,4,,臨床免疫学,第65回(2019),普通
[B80] 腫瘍マーカーと対象となる腫瘍との組合せで誤っているのはどれか。,CEA — 胃癌,SCC — 大腸癌,CA125 — 卵巣癌,CA19-9 — 膵癌,PIVKA-Ⅱ — 肝癌,2,,臨床免疫学,第65回(2019),普通
[B81] 新生児の梅毒血清反応において先天梅毒を示唆する所見はどれか。,TPPA法が陽性である。,RPRカードテストが陽性である。,抗カルジオリピン抗体が陽性である。,FTA-ABS法でIgM抗体が陽性である。,生後数か月の間に無治療でも抗体価の低下がみられる。,4,,臨床免疫学,第65回(2019),普通
[午後82] 間接蛍光抗体法による抗核抗体検査所見（別冊No.13）を別に示す。この所見の染色パターンはどれか。,均質型,斑紋型,辺縁型,核小体型,細胞質型,2,,臨床免疫学,第65回(2019),普通
[午後83] 間接蛍光抗体法による抗核抗体検査所見（別冊No.13）を別に示す。この所見を示す自己抗体はどれか。,抗DNA抗体,抗核小体抗体,抗ヒストン抗体,抗ミトコンドリア抗体,抗ENA〈可溶性核抗原〉抗体,5,,臨床免疫学,第65回(2019),普通
[B84] モノクローナル抗体作製法について正しいのはどれか。,細胞融合剤としてエタノールを使用する。,HAT培地中のヒポキサンチンは核酸合成を阻害する。,骨髄腫同士の融合細胞はHAT培地中のチミジンにより死滅する。,骨髄腫細胞とB細胞が融合したものはハイブリドーマと呼ばれる。,B細胞同士の融合細胞はHAT培地中のアミノプテリンにより死滅する。,4,,臨床免疫学,第65回(2019),普通
[B85] 細菌に対する自然免疫の機能で誤っているのはどれか。,Toll様受容体が菌体成分を認識する。,補体系では主として古典経路が働く。,好中球は血中から炎症箇所に移動する。,粘膜を覆っている粘液には抗菌作用がある。,樹状細胞は抗原提示により獲得免疫への橋渡しを行う。,2,,臨床免疫学,第65回(2019),普通
[B86] 健常成人の血清免疫電気泳動像を別に示す。矢印が示す沈降線に相当するのはどれか。ただし、泳動像上部は写真、下部はその一部の模式図を示す。【別冊No.14 図】,IgG,IgA,IgM,IgD,IgE,2,,臨床免疫学,第65回(2019),普通
[B87] 血液製剤の細菌汚染対策のために重要なのはどれか。,外観の検査,放射線照射,核酸増幅検査,抗HLA抗体検査,トリプターゼ測定,1,,臨床免疫学,第65回(2019),普通
[B88] 血液製剤のラベルの色と血液型の組合せで正しいのはどれか。,A型 — 青色,B型 — 白色,O型 — 桃色,AB型 — 黄色,AB型 — 緑色,2,,臨床免疫学,第65回(2019),普通
[B89] 不規則抗体同定検査の間接抗グロブリン試験0試験管法2と直接抗グロブリン試験0試験管法2の両方に使用されるのはどれか。2つ選べ。,ブロメリン,パネル赤血球,被検者の血清,IgG感作赤血球,被検者の赤血球,"4,5",,臨床免疫学,第65回(2019),普通
[B90] 平成29年02017年2の日本の人口について正しいのはどれか。,出生数は100万人を超えている。,粗死亡率は前年より低下している。,総再生産率は純再生産率より小さい。,合計特殊出生率は1.3を下回っている。,年齢調整死亡率は男性より女性の方が低い。,5,,公衆衛生学,第65回(2019),普通
[B91] 国民生活基礎調査で報告されているのはどれか。2つ選べ。,受診率,受療率,通院者率,有所見率,有訴者率,"3,5",,公衆衛生学,第65回(2019),普通
[B92] 職場の有害因子と生物学的モニタリングの尿中測定項目の組合せで誤っているのはどれか。,鉛 — δ-アミノレブリン酸,トルエン — 馬尿酸,キシレン — メチル馬尿酸,マンガン — フェノール,カドミウム — β2-ミクログロブリン,4,,公衆衛生学,第65回(2019),普通
[B93] 特定健康診査の必須項目はどれか。2つ選べ。,γ-GT,心電図,眼底検査,空腹時血糖,総コレステロール,"1,4",,公衆衛生学,第65回(2019),普通
[B94] 我が国の医療保険制度について正しいのはどれか。,加入は任意である。,介護保険制度を含む。,租税が主な財源である。,療養の給付は現金給付である。,被用者保険と国民健康保険に分けられる。,5,,公衆衛生学,第65回(2019),普通
[B95] アナログ信号のデジタル信号への変換において信号を一定の時間間隔で読み取ることを示すのはどれか。,正規化,標準化,標本化,量子化,コード化,3,,医用工学概論,第65回(2019),普通
[B96] 磁場を検出できるのはどれか。2つ選べ。,ストレンゲージ,サーミスタ,ホール素子,SQUID,CdS,"3,4",,医用工学概論,第65回(2019),普通
[午後97] DNAの塩基をA、C、G、Tの4種類で表すとき、連続した塩基3個の配列で表現できる最大の情報量はどれか。,12,24,32,64,81,4,,医用工学概論,第65回(2019),普通
[B98] 定義済み処理を表すフローチャート記号はどれか。,長方形,長方形の左右に縦線,円の中に×,ひし形,上辺と左辺が二重線の四角形,2,,医用工学概論,第65回(2019),普通
[B99] 臨床検査情報の一次利用はどれか。,保健所への報告,医学研究への利用,教育用資料の作成,経営管理への利用,患者治療法選択への利用,5,,医用工学概論,第65回(2019),普通
[B100] 純水製造法で、イオン交換法が逆浸透法より効率的に除去できる物質はどれか。,塩素,細菌,メタン,浮遊粒子,エンドトキシン,1,,医用工学概論,第65回(2019),普通
