設問,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正解番号,解説,分野,年度,難易度
[B29] 水溶性ビタミンはどれか。2つ選べ。,ビタミンA,ビタミンC,ビタミンE,ビタミンK,葉酸,"2,5",,臨床化学,第68回(2022),普通
[B30] 尿を検体として測定するのはどれか。,オステオカルシン〈OC〉,骨型アルカリホスファターゼ〈BAP〉,Ⅰ型コラーゲン架橋Cテロペプチド〈CTX〉,Ⅰ型プロコラーゲンCプロペプチド〈PICP〉,Ⅰ型プロコラーゲンNプロペプチド〈PINP〉,3,,臨床化学,第68回(2022),普通
[B31] 過酸化水素・ペルオキシダーゼ系呈色反応に必要な試薬はどれか。2つ選べ。,ADP,NAD（P）H,フェノール,4-ニトロフェノール,4-アミノアンチピリン,"3,5",,臨床化学,第68回(2022),普通
[B32] 放射線に関する物理量と単位の組合せで正しいのはどれか。,放射能 — eV,吸収線量 — C・kg-1,照射線量 — Gy,線量当量 — Sv,放射線のエネルギー — Bq,4,,臨床化学,第68回(2022),普通
[B33] 直接ビリルビンが高値を示すのはどれか。,新生児黄疸,溶血性貧血,Gilbert症候群,Crigler-Najjar症候群,Dubin-Johnson症候群,5,,臨床化学,第68回(2022),普通
[B34] CK-MBが著しく上昇する疾患はどれか。,心筋炎,皮膚筋炎,重症筋無力症,筋萎縮性側索硬化症,Duchenne型筋ジストロフィー,1,,臨床化学,第68回(2022),普通
[B35] アミラーゼについて誤っているのはどれか。,"α1,4-グリコシド結合を分解する。",活性化にはクロールイオンが必要である。,カルシウムイオンを含有する酵素である。,膵臓型は唾液腺型よりも分子量が大きい。,日本臨床化学会〈JSCC〉勧告法では共役酵素を用いる。,4,,臨床化学,第68回(2022),普通
[B36] eGFRの計算に使用するのはどれか。2つ選べ。,身長,体重,年齢,血清クレアチニン濃度,尿中クレアチニン濃度,"3,4",,臨床化学,第68回(2022),普通
[B37] レシチンコレステロールアシルトランスフェラーゼ〈LCAT〉を活性化するのはどれか。,アポA1,アポA2,アポB100,アポC3,アポE,1,,臨床化学,第68回(2022),普通
[B38] ビウレット法でキレート呈色反応を示すのはどれか。,鉄イオン,銅イオン,亜鉛イオン,カルシウムイオン,マグネシウムイオン,2,,臨床化学,第68回(2022),普通
[B39] 血中半減期が最も短いのはどれか。,ALT,AMY,AST,CK,LD5,2,,臨床化学,第68回(2022),普通
[B40] 血中薬物濃度モニタリングの対象にならないのはどれか。,ジゴキシン,バルプロ酸,テオフィリン,ワルファリン,バンコマイシン,4,,臨床化学,第68回(2022),普通
[B41] インスリンの分泌を抑制するのはどれか。,アミノ酸,グルカゴン,グルコース,インクレチン,ソマトスタチン,5,,臨床化学,第68回(2022),普通
[B42] 酸化還元酵素はどれか。,CK,LD,ALT,AST,γ-GT,2,,臨床化学,第68回(2022),普通
[B43] Lambert-Beerの法則が成り立つ条件で、15 μmolの物質AをX mLのイオン交換水に溶解し、光路長10 mmのセルで吸光度を測定したところ0.945であった。Aのモル吸光度係数を6.3 ×10^3 L・mol-1・cm-1とするとXはどれか。,2,10,50,100,200,4,,臨床化学,第68回(2022),普通
[B44] 炭化水素鎖中に1つの二重結合を持つ脂肪酸はどれか。,オレイン酸,リノール酸,ステアリン酸,パルミチン酸,α-リノレン酸,1,,臨床化学,第68回(2022),普通
[B45] マイヤー〈Mayer〉とカラッチ〈Carazzi〉のヘマトキシリン液のどちらにも用いられるのはどれか。,クエン酸,過ヨウ素酸,グリセリン,抱水クロラール,カリウムミョウバン,5,,病理組織細胞学,第68回(2022),普通
[B46] 疾患とその診断に有用な染色法との組合せで誤っているのはどれか。,肝硬変 — 渡辺の鍍銀法,心筋梗塞 — azan染色,ヘモジデローシス — toluidine blue染色,慢性糸球体腎炎 — PAM染色,B型肝炎 — Victoria blue染色,3,,病理組織細胞学,第68回(2022),普通
[B47] 細胞診標本上でみられる小細胞癌の形態学的特徴はどれか。,核偏在性,真珠形成,粘液空胞,鋳型状配列,オタマジャクシ型,4,,病理組織細胞学,第68回(2022),普通
[B48] H-E染色標本を別に示す。この臓器はどれか。【別冊No.10 図】,視床下部,下垂体,副甲状腺,膵臓,副腎,5,,病理組織細胞学,第68回(2022),普通
[B49] 健常成人で肝臓に接していないのはどれか。,横隔膜,腎臓,胆囊,脾臓,副腎,4,,病理組織細胞学,第68回(2022),普通
[B50] 病理解剖において切開開始前の手順に含まれないのはどれか。,身長の計測,皮膚の清拭,死後硬直の確認,臨床経過の確認,病理解剖承諾書の確認,2,,病理組織細胞学,第68回(2022),普通
[B51] 癌抑制遺伝子はどれか。,BRAF,BRCA1,ERBB2（HER2）,KIT,KRAS,2,,病理組織細胞学,第68回(2022),普通
[B52] 乳腺で癌が発生しやすい部位はどれか。,内側上部,内側下部,外側上部,外側下部,乳頭部,3,,病理組織細胞学,第68回(2022),普通
[B53] 電子顕微鏡標本作製時の工程と用いる試薬との組合せで正しいのはどれか。,前固定 — オスミウム酸液,後固定 — グルタルアルデヒド液,脱水 — エタノール,置換 — キシレン,包埋 — カーボワックス,3,,病理組織細胞学,第68回(2022),普通
[B54] 外胚葉から発生するのはどれか。2つ選べ。,気管,結腸,脾臓,中枢神経,副腎髄質,"4,5",,病理組織細胞学,第68回(2022),普通
[B55] 細胞診検体のGiemsa染色で正しいのはどれか。,核が異染性を示す。,細胞質の角化が明瞭となる。,細胞質内顆粒が観察しやすい。,乾燥により細胞が小さく見える。,クロマチン構造が観察しやすい。,3,,病理組織細胞学,第68回(2022),普通
[B56] パラフィン包埋に用いられる硬パラフィンの融点に最も近いのはどれか。,38 ℃,48 ℃,58 ℃,68 ℃,78 ℃,3,,病理組織細胞学,第68回(2022),普通
[B57] 病理解剖時に摘出された臓器の肉眼写真を別に示す。臓器はどれか。【別冊No.11 図】,心臓,膵臓,肝臓,脾臓,腎臓,4,,病理組織細胞学,第68回(2022),普通
[B58] ミトコンドリアが存在しないのはどれか。,好中球,赤血球,形質細胞,リンパ球,マクロファージ,2,,病理組織細胞学,第68回(2022),普通
[B59] 細胞形態の特徴と疾患の組合せで誤っているのはどれか。,異型リンパ球 — 伝染性単核球症,環状鉄芽球 — サラセミア,巨大血小板 — May-Hegglin異常症,中毒性顆粒 — 重症感染症,微小巨核球 — 骨髄異形成症候群,2,,臨床血液学,第68回(2022),普通
[B60] 血栓性血小板減少性紫斑病で認められるのはどれか。2つ選べ。,網赤血球減少,ハプトグロビン高値,ADAMTS 13活性低下,超高分子量VWFマルチマー出現,ループスアンチコアグラント陽性,"3,4",,臨床血液学,第68回(2022),普通
[B61] 鉄欠乏性貧血および慢性炎症に伴う貧血で共通するのはどれか。2つ選べ。,小球性貧血である。,血清鉄が低値である。,鉄の利用障害を認める。,血清フェリチンが低値である。,総鉄結合能〈TIBC〉が高値である。,"1,2",,臨床血液学,第68回(2022),普通
[B62] 細胞浮遊液の細胞数を算定した。Bürker-Türk計算盤を別に示す。図中に赤字で示す数字は、赤点線で囲った各大区画にある細胞数である。検体は、希釈せず使用し、大区画の容積は0.1 μLとする。細胞浮遊液の細胞数〈/μL〉はどれか。【別冊No.12 図】,9,36,90,360,900,3,,臨床血液学,第68回(2022),普通
[B63] 肝臓で合成されないのはどれか。,Dダイマー,フィブリノゲン,プラスミノゲン,アンチトロンビン,プラスミンインヒビター,1,,臨床血液学,第68回(2022),普通
[B64] 末-血のMay-Giemsa染色標本を別に示す。認められるのはどれか。【別冊No.13 図】,鎌状赤血球,菲薄赤血球,標的赤血球,有核赤血球,涙滴赤血球,5,,臨床血液学,第68回(2022),普通
[B65] リン脂質依存性凝固反応に関与するのはどれか。,第Ⅷ因子,第Ⅺ因子,第Ⅻ因子,フィブリノゲン,プレカリクレイン,1,,臨床血液学,第68回(2022),普通
[B66] 骨髄穿刺液のMay-Giemsa染色標本を別に示す。矢印の細胞が腫瘍化した疾患はどれか。【別冊No.14 図】,赤白血病,多発性骨髄腫,Burkittリンパ腫,急性骨髄性白血病,急性リンパ性白血病,2,,臨床血液学,第68回(2022),普通
[B67] 骨髄細胞の染色体核型を別に示す。矢印の染色体異常に関与するのはどれか。【別冊No.15 図】,BCR-ABL1,IGH/BCL2,IGH/BCL6,IGH/MYC,PML-RARA,5,,臨床血液学,第68回(2022),普通
[B68] 髄液のGram染色標本を別に示す。分離菌はヒツジ血液寒天培地に発育し、グルコース及びマルトースを分解した。推定されるのはどれか。【別冊No.16 図】,Haemophilus influenzae,Moraxella catarrhalis,Neisseria meningitidis,Neisseria gonorrhoeae,Pseudomonas aeruginosa,3,,臨床微生物学,第68回(2022),普通
[B69] エンベロープを持つのはどれか。,ノロウイルス,ロタウイルス,アデノウイルス,ポリオウイルス,インフルエンザウイルス,5,,臨床微生物学,第68回(2022),普通
[B70] 微生物検査結果について緊急報告が必要でないのはどれか。,静脈血からEscherichia coliが検出された場合,髄液からCryptococcus neoformansが検出された場合,皮膚からStaphylococcus epidermidisが検出された場合,喀痰からMycobacterium tuberculosisが検出された場合,胸水からカルバペネム耐性腸内細菌科細菌が検出された場合,3,,臨床微生物学,第68回(2022),普通
[B71] 喀痰のGram染色で染まりにくいのはどれか。,Haemophilus influenzae,Klebsiella pneumoniae,Legionella pneumophila,Moraxella catarrhalis,Streptococcus pneumoniae,3,,臨床微生物学,第68回(2022),普通
[B72] 5％炭酸ガス培養下のヒツジ血液寒天培地に発育するのはどれか。2つ選べ。,Fusobacterium nucleatum,Haemophilus influenzae,Legionella pneumophila,Moraxella catarrhalis,Streptococcus pneumoniae,"4,5",,臨床微生物学,第68回(2022),普通
[B73] 血液培養の採血時に皮膚の消毒に用いるのはどれか。2つ選べ。,過酢酸,フタラール,ポビドンヨード,次亜塩素酸ナトリウム,グルコン酸クロルヘキシジンアルコール,"3,5",,臨床微生物学,第68回(2022),普通
[B74] 多剤耐性緑膿菌〈MDRP〉の判定に使用される抗菌薬はどれか。,イミペネム,オキサシリン,セフォキシチン,テイコプラニン,バンコマイシン,1,,臨床微生物学,第68回(2022),普通
[B75] 偏性細胞内寄生性を有するのはどれか。,Cryptococcus neoformans,Listeria monocytogenes,Mycobacterium tuberculosis,Mycoplasma pneumoniae,Rickettsia prowazekii,5,,臨床微生物学,第68回(2022),普通
[B76] スライド培養の顕微鏡写真を別に示す。大分生子を矢印で示す。考えられるのはどれか。【別冊No.17 図】,Aspergillus fumigatus,Epidermophyton floccosum,Microsporum canis,Sporothrix schenckii,Trichophyton rubrum,5,,臨床微生物学,第68回(2022),普通
[B77] TSI培地に腸内細菌科細菌を接種して1日後の写真を別に示す。判定として誤っているのはどれか。【別冊No.18 図】,白糖分解,乳糖非分解,ブドウ糖発酵,硫化水素産生,ブドウ糖からのガス産生,1,,臨床微生物学,第68回(2022),普通
[B78] Listeria monocytogenesについて誤っているのはどれか。,Gram陽性短桿菌である。,CAMPテスト陽性である。,馬尿酸塩加水分解試験陽性である。,エスクリン加水分解試験陽性である。,ヒツジ血液寒天培地でα溶血性を示す。次の文を読み79、80の問いに答えよ。38歳の女性。発熱を主訴に来院した。間接蛍光抗体法による抗核抗体検査所見0別冊No. 192を別に示す。,5,,臨床微生物学,第68回(2022),普通
[B79] この所見の染色パターンはどれか。,斑紋型,辺縁型,核小体型,細胞質型,散在斑紋型,2,,臨床免疫学,第68回(2022),普通
[B80] この所見を示す自己抗体はどれか。,抗DNA抗体,抗核小体抗体,抗ヒストン抗体,抗ミトコンドリア抗体,抗ENA〈可溶性核抗原〉抗体,1,,臨床免疫学,第68回(2022),普通
[B81] 検査まで検体を全血のまま冷蔵保存してもよいのはどれか。,抗核抗体,寒冷凝集素測定,クリオグロブリン,直接抗グロブリン試験,Donath-Landsteiner試験,1,,臨床免疫学,第68回(2022),普通
[B82] 抗原抗体反応に関与しないのはどれか。,共有結合,水素結合,疎水結合,イオン結合,ファンデルワールス力,1,,臨床免疫学,第68回(2022),普通
[B83] 乳癌の腫瘍マーカーはどれか。,CA15-3,CA19-9,CYFRA21-1,NSE,SCC,1,,臨床免疫学,第68回(2022),普通
[B84] 直接抗グロブリン試験について正しいのはどれか。,患者の血清を使用する。,反応増強剤にPEGが使用される。,交差適合試験の主試験に必要である。,不規則抗体スクリーニングに必要である。,溶血性輸血副反応が生じた際に必要である。,5,,臨床免疫学,第68回(2022),普通
[午後85] 血液型検査の結果を以下に示す。〔抗A：0　抗B：0　A1赤血球：4＋　B赤血球：4＋　抗D：0　Rhコントロール：0〕血液型を確定するために必要な検査はどれか。,吸着解離試験,抗体同定試験,糖転移酵素測定,D陰性確認試験,直接抗グロブリン試験,4,,臨床免疫学,第68回(2022),普通
[B86] 胎児・新生児溶血性疾患の原因となる不規則抗体はどれか。2つ選べ。,抗Bga,抗c,抗E,抗Lea,抗N,"2,3",,臨床免疫学,第68回(2022),普通
[B87] 貯血式自己血輸血について正しいのはどれか。2つ選べ。,手術前日に貯血する。,待機手術患者が適応となる。,80歳以上の高齢者は禁忌である。,体重50 kg未満の患者は禁忌である。,肝炎ウイルス感染症のリスクを回避できる。,"2,5",,臨床免疫学,第68回(2022),普通
[B88] A型患者の骨髄移植で、ドナー血液型と移植後1週間の輸血用血液製剤の血液型との組合せで正しいのはどれか。,ドナーO型 — 赤血球輸血はA型,ドナーO型 — 血小板輸血はO型,ドナーB型 — 新鮮凍結血漿輸血はO型,ドナーB型 — 赤血球輸血はAB型,ドナーB型 — 新鮮凍結血漿輸血はAB型,5,,臨床免疫学,第68回(2022),普通
[B89] オモテ検査でB型、ウラ検査でO型と判定された。原因となるのはどれか。2つ選べ。,後天性B,寒冷凝集素,不規則抗体,無ガンマグロブリン血症,直接抗グロブリン試験陽性,"2,3",,臨床免疫学,第68回(2022),普通
[B90] 2019年の我が国の簡易生命表で:歳男性と:歳女性の平均余命の差に最も近いのはどれか。,1年,3年,;年,<年,12年,3,,公衆衛生学,第68回(2022),普通
[B91] 要因Aは疾患Bのリスクファクターであると判定するために不可欠なのはどれか。,疾患Bの患者は要因Aを持つ。,要因Aが疾患Bの発症に先行する。,要因Aが存在しないと疾患Bを発症しない。,要因Aと疾患Bの間に量-反応関係が成り立つ。,要因Aに曝露されると疾患Bを発症することを動物実験で再現できる。,2,,公衆衛生学,第68回(2022),普通
[B92] ヘルスプロモーションに含まれないのはどれか。,公共の場での禁煙の推進,家庭で使える医療機器の開発,地域住民への健康教育の実施,ウォーキングが行える歩道の整備,救急医療機関への搬送体制の整備,5,,公衆衛生学,第68回(2022),普通
[B93] がん対策基本法の基本的施策に含まれないのはどれか。,がん登録の推進,がん検診の受診率の向上,がんに関する研究の推進,がん治療にかかる医療費の適正化,専門的な知識・技術を有する医療従事者の育成,4,,公衆衛生学,第68回(2022),普通
[B94] 公衆衛生の事業とそれを規定する法律との組合せで正しいのはどれか。,労働者の健康診断の実施 — 労働基準法,市町村保健センターの設置 — 健康増進法,自動車排出ガスの排出規制 — 環境基本法,医療安全支援センターの設置 — 医療法,公共の場所での受動喫煙の防止 — 地域保健法,4,,公衆衛生学,第68回(2022),普通
[B95] 2byteで表せる状態の数はどれか。,16通り,256通り,"1,024通り","16,384通り","65,536通り",5,,医用工学概論,第68回(2022),普通
[B96] 臨床検査情報の一次利用はどれか。,保健所への報告,医学研究への利用,教育用資料の作成,疾患の診断への利用,データベースへの利用,4,,医用工学概論,第68回(2022),普通
[B97] 滅菌について正しいのはどれか。2つ選べ。,γ線は包装後の滅菌に有効である。,濾過滅菌は血清の滅菌に適さない。,乾熱滅菌はエンドトキシンを無毒化する。,高圧蒸気滅菌は芽胞を有する細菌に無効である。,過酸化水素プラズマ滅菌はカテーテルの滅菌に無効である。,"1,3",,医用工学概論,第68回(2022),普通
[B98] トランスデューサでないのはどれか。,圧電素子,OPアンプ,サーミスタ,ストレンゲージ,ポテンショメータ,2,,医用工学概論,第68回(2022),普通
"[B99] カラーRGB各1byteの階調、1,000 × 1,000画素、60フレーム/秒、15秒の動画がある。データを圧縮しない場合、動画ファイルのおよそのサイズbbytecはどれか。",2.7 ×10^6,9 ×10^6,2.7 ×10^9,9 ×10^9,9 ×10^12,3,,医用工学概論,第68回(2022),普通
[B100] 光学顕微鏡について正しいのはどれか。,開口数が大きいほど分解能が低下する。,尿沈渣の観察はコンデンサを上げて行う。,像の明るさは対物レンズの開口数の2乗に比例する。,総合倍率は接眼レンズと対物レンズの倍率の和で表される。,実視野は接眼レンズの視野数と対物レンズの倍率の積で表される。,3,,医用工学概論,第68回(2022),普通
